r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29687.682	28798.897	26506.109	21879.54	20111.132	18634.889	16926.43	14872.487	11039.17	10331.285	9723.3788	9187.973	8694.9277	8214.2588	2121.5221	1871.458	4408.7527	5472.7413	6647.7582	8854.8184	13017.023	14305.987	15692.106	17114.518	18459.792	19604.515	20544.481	21388.249	22228.889	23103.217	24017.311	24966.437	25942.781	26837.747
0.20206897	29866	29682.751	28790.026	26496.341	21870.974	20104.922	18628.675	16918.525	14863.624	11032.882	10325.914	9718.7294	9183.7955	8690.9744	8210.2816	2116.303	1869.429	4416.8917	5482.1203	6657.7005	8863.0371	13027.181	14317.109	15703.855	17126.223	18470.253	19612.944	20551.569	21395.067	22235.931	23110.599	24025.012	24974.397	25950.931	26846.008
0.40413793	29866	29677.785	28781.15	26486.572	21862.414	20098.714	18622.459	16910.615	14854.761	11026.599	10320.545	9714.0825	9179.6194	8687.0215	8206.3037	2111.087	1867.4367	4425.0345	5491.5052	6667.6418	8871.2521	13037.344	14328.234	15715.606	17137.927	18480.707	19621.364	20558.655	21401.885	22242.974	23117.982	24032.714	24982.358	25959.081	26854.269
0.6062069	29866	29670.759	28768.711	26472.895	21850.441	20090.032	18613.75	16899.534	14842.353	11017.81	10313.037	9707.582	9173.7759	8681.4883	8200.7333	2103.7914	1864.7262	4436.4422	5504.6568	6681.5575	8882.7453	13051.582	14343.817	15732.061	17154.307	18495.324	19633.134	20568.569	21411.431	22252.838	23128.322	24043.5	24993.506	25970.493	26865.835
0.80827586	29866	29661.311	28752.191	26454.753	21834.578	20078.526	18602.188	16884.821	14825.894	11006.168	10303.09	9698.9683	9166.0296	8674.1499	8193.3416	2094.126	1861.2716	4451.5894	5522.1253	6700.0132	8897.9776	13070.487	14364.502	15753.895	17176.028	18514.683	19648.717	20581.709	21424.096	22265.928	23142.044	24057.813	25008.297	25985.633	26881.179
1.0103448	29866	29649.236	28731.402	26431.957	21814.68	20064.09	18587.644	16866.312	14805.213	10991.566	10290.613	9688.1608	9156.3055	8664.9323	8184.0506	2082.0036	1857.16	4470.6437	5544.1084	6723.1944	8917.0939	13094.267	14390.512	15781.338	17203.305	18538.957	19668.244	20598.203	21440.013	22282.383	23159.292	24075.802	25026.887	26004.659	26900.46
1.2124138	29866	29634.36	28706.248	26404.422	21790.693	20046.683	18570.054	16843.923	14780.236	10973.967	10275.575	9675.1292	9144.5731	8653.803	8172.8233	2067.3956	1852.5369	4493.6925	5570.7114	6751.1819	8940.1506	13123.031	14421.958	15814.496	17236.23	18568.202	19691.756	20618.1	21459.241	22302.269	23180.137	24097.54	25049.347	26027.645	26923.751
1.4144828	29866	29616.499	28676.659	26372.103	21762.606	20026.291	18549.374	16817.598	14750.92	10953.361	10257.968	9659.864	9130.82	8640.7453	8159.6376	2050.3005	1847.5975	4520.7948	5602.0069	6784.0152	8967.1684	13156.849	14458.908	15853.434	17274.846	18602.424	19719.249	20641.421	21481.816	22325.627	23204.621	24123.069	25075.72	26054.63	26951.092
1.6165517	29866	29595.462	28642.584	26334.97	21730.427	20002.917	18525.571	16787.294	14717.242	10929.756	10237.796	9642.3665	9115.0422	8625.7503	8144.4781	2030.7342	1842.5858	4551.9993	5638.0545	6821.7128	8998.1502	13195.778	14501.415	15898.193	17319.17	18641.603	19750.701	20668.171	21507.761	22352.484	23232.772	24152.417	25106.033	26085.642	26982.509
1.8186207	29866	29571.043	28603.974	26293.005	21694.177	19976.567	18498.614	16752.971	14679.185	10903.168	10215.073	9622.6443	9097.2414	8608.8131	8127.3328	2008.7282	1837.7971	4587.352	5678.9089	6864.281	9033.0879	13239.866	14549.521	15948.803	17369.207	18685.698	19786.072	20698.348	21537.092	22382.863	23264.613	24185.607	25140.307	26120.699	27018.018
2.0206897	29866	29543.023	28560.783	26246.194	21653.889	19947.258	18468.472	16714.59	14636.742	10873.621	10189.819	9600.7098	9077.4224	8589.9313	8108.1909	1984.3301	1833.5821	4626.8999	5724.6233	6911.7174	9071.9667	13289.163	14603.266	16005.291	17424.95	18734.656	19825.312	20731.942	21569.822	22416.784	23300.164	24222.656	25178.559	26159.817	27057.633
2.2227586	29866	29511.177	28512.965	26194.527	21609.605	19915.006	18435.115	16672.112	14589.905	10841.145	10162.057	9576.5788	9055.5925	8569.1039	8087.0422	1957.607	1830.3514	4670.6934	5775.2511	6964.0124	9114.7667	13343.718	14662.689	16067.678	17486.383	18788.409	19868.363	20768.943	21605.965	22454.264	23339.445	24263.582	25220.802	26203.007	27101.364
