r(x_rel=0.75)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.7	17038	17048.913	17216.29	18179.118	21393.896	23236.18	25145.452	27100.545	29081.848	33045.899	34032.485	35018.363	36004.289	36990.749	37978.038	48918.264	49498.905	50464.427	50061.839	49505.684	48096.096	44629.828	43688.572	42729.077	41757.12	40777.313	39793.222	38807.062	37819.666	36830.749	35839.435	34844.878	33846.736	32845.409	31942.529
2.88	17038	17057.035	17281.484	18381.101	21745.986	23617.062	25543.162	27509.164	29496.327	33460.784	34446.902	35432.501	36418.361	37404.933	38392.468	49337.79	49908.223	50469.026	49966.145	49333.195	47819.996	44256.894	43303.141	42334.117	41355.147	40370.496	39383.281	38395.188	37406.51	36416.502	35424	34428.082	33428.502	32425.875	31522.18
3.06	17038	17070.714	17366.715	18613.654	22126.872	24025.754	25968.456	27945.317	29938.006	33902.138	34887.775	35873.126	36858.97	37845.709	38833.541	49784.189	50338.916	50440.192	49837.213	49128.5	47513.761	43855.633	42889.552	41911.192	40925.461	39936.251	38946.179	37956.351	36966.483	35975.366	34981.581	33984.174	32983.054	31979.09	31074.636
3.24	17038	17093.25	17476.451	18879.713	22537.255	24462.668	26421.625	28409.183	30406.934	34369.938	35355.097	36340.246	37326.135	38313.101	39301.287	50257.317	50787.986	50372.856	49671.395	48888.891	47175.85	43425.46	42447.353	41459.97	40467.838	39474.441	38481.838	37490.5	36499.536	35507.28	34512.097	33513.069	32510.311	31504.994	30599.873
3.42	17038	17129.429	17615.586	19182.189	22977.768	24928.191	26902.955	28900.931	30903.139	34864.16	35848.862	36833.871	37819.876	38807.136	39795.734	50756.864	51250.856	50262.161	49465.235	48611.825	46804.821	42965.82	41976.118	40980.146	39982.084	38984.958	37990.2	36997.596	36005.624	35012.177	34015.464	33014.673	32010.189	31003.531	30097.881
3.6	17038	17185.825	17789.346	19523.891	23448.966	25422.68	27412.722	29420.711	31426.623	35384.781	36369.067	37354.013	38340.215	39327.841	40316.916	51282.214	51720.599	50103.56	49215.528	48294.964	46399.357	42476.193	41475.452	40471.451	39468.039	38467.719	37471.227	36477.611	35484.7	34489.983	33491.587	32488.887	31482.605	30474.655	29568.667
3.78	17038	17270.875	18003.183	19907.445	23951.322	25946.462	27951.19	29968.65	31977.363	35931.777	36915.715	37900.691	38887.179	39875.249	40864.867	51832.155	52186.832	49892.888	48919.377	47936.212	45958.276	41956.098	40945.001	39933.656	38925.583	37922.677	36924.906	35930.527	34936.718	33940.618	32940.364	31935.609	30927.478	29918.327	29012.256
3.96	17038	17394.587	18262.673	20335.211	24485.223	26499.831	28518.61	30544.848	32555.302	36505.13	37488.812	38473.927	39460.8	40449.394	41439.624	52404.329	52634.203	49626.44	48574.24	47533.74	45480.552	41405.101	40384.456	39366.581	38354.637	37349.817	36351.24	35356.333	34361.629	33363.994	32361.684	31354.729	30344.728	29334.523	28428.704
4.14	17038	17567.786	18573.426	20809.182	25050.967	27083.05	29115.217	31149.372	33160.352	37104.827	38088.371	39073.75	40061.111	41050.314	42041.228	52994.157	53040.446	49301.034	48177.98	47086.019	44965.322	40822.822	39793.562	38770.098	37755.171	36749.161	35750.259	34755.023	33759.375	32760.007	31755.424	30746.139	29734.284	28723.238	27818.097
4.32	17038	17801.066	18941.019	21330.894	25648.762	27696.357	29741.228	31782.252	33792.388	37730.864	38714.416	39700.194	40688.154	41678.05	42669.72	53592.75	53374.185	48914.084	47728.892	46591.838	44411.893	40208.939	39172.125	38144.141	37127.207	36120.765	35122.007	34126.593	33129.887	32128.541	31121.453	30109.724	29096.083	28084.487	27180.564
4.5	17038	18103.793	19370.965	21901.344	26278.73	28339.962	30396.838	32443.472	34451.249	38383.245	39366.975	40353.302	41341.972	42332.648	43325.149	54182.813	53593.158	48463.672	47225.731	46050.315	43819.75	39563.195	38520.019	37488.711	36470.82	35464.723	34466.544	33471.033	32473.083	31469.464	30459.63	29445.374	28430.077	27418.316	26516.285
4.68	17038	18483.478	19868.673	22520.928	26940.914	29014.054	31082.217	33132.963	35136.737	39061.988	40046.091	41033.122	42022.617	43014.155	44007.565	54730.657	53644.768	47948.604	46667.719	45460.914	43188.553	38885.404	37837.195	36803.881	35786.138	34781.164	33783.944	32788.328	31788.858	30782.625	29769.804	28752.981	27736.234	26724.805	25825.501
4.86	17038	18945.398	20439.385	23189.41	27635.282	29718.804	31797.498	33850.601	35848.616	39767.124	40751.816	41739.709	42730.141	43722.625	44717.022	55170.556	53473.508	47368.424	46054.553	44823.44	42518.133	38175.46	37123.688	36089.797	35073.347	34070.246	33074.283	32078.442	31077.086	30067.854	29051.818	28032.448	27014.55	26004.082	25108.533
5.04	17038	19492.242	21087.986	23905.943	28361.737	30454.374	32542.772	34596.196	36586.623	40498.697	41484.213	42473.128	43464.604	44458.111	45453.578	55374.137	53045.605	46723.395	45386.393	44138.04	41808.487	37433.344	36379.63	35346.687	34332.685	33332.152	32337.634	31341.319	30337.612	29324.962	28305.513	27283.691	26265.051	25256.33	24365.793
5.22	17038	20123.809	21818.347	24668.906	29119.939	31220.724	33317.876	35369.307	37350.293	41256.593	42243.175	43233.268	44225.888	45220.493	46217.118	55092.694	52413.268	46014.688	44664.092	43405.41	41059.966	36659.329	35605.443	34575.034	33564.619	32567.261	31574.236	30577.05	29570.434	28553.929	27530.918	26506.835	25487.992	24481.988	23597.977
