r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29739.101	29144.751	27696.782	24760.831	23201.837	21521.92	19963.349	18510.786	15473.602	14662.217	13818.55	12944.411	12055.937	11181.414	2273.3481	1958.4247	3894.3853	4646.9492	5373.0274	6848.9108	9886.3637	10596.641	11288.256	11969.222	12648.215	13336.632	14047.839	14792.726	15577.906	16406.815	17277.653	18170.592	19033.51	19737.459
0.20206897	29866	29735.649	29138.991	27690.729	24754.687	23195.085	21515	19957.338	18504.763	15467.038	14655.399	13811.448	12937.091	12048.601	11174.325	2267.25	1955.5794	3900.7403	4653.0087	5378.9522	6855.2008	9892.3112	10602.406	11293.9	11974.812	12653.829	13342.378	14053.829	14799.028	15584.561	16413.84	17284.997	18177.971	19040.356	19743.521
0.40413793	29866	29732.174	29133.229	27684.676	24748.542	23188.332	21508.082	19951.328	18498.738	15460.474	14648.579	13804.345	12929.771	12041.266	11167.237	2261.1581	1952.769	3907.094	4659.0672	5384.8769	6861.4919	9898.2579	10608.17	11299.544	11980.401	12659.442	13348.126	14059.819	14805.333	15591.218	16420.865	17292.343	18185.35	19047.198	19749.579
0.6062069	29866	29727.262	29125.157	27676.202	24739.939	23178.873	21498.401	19942.917	18490.303	15451.282	14639.028	13794.398	12919.522	12030.998	11157.317	2252.6432	1948.9096	3915.9866	4667.5467	5393.1716	6870.3016	9906.5812	10616.238	11307.444	11988.226	12667.302	13356.174	14068.209	14814.162	15600.54	16430.705	17302.628	18195.679	19056.77	19758.053
0.80827586	29866	29720.66	29114.44	27664.962	24728.524	23166.319	21485.565	19931.763	18479.11	15439.084	14626.355	13781.199	12905.924	12017.378	11144.165	2241.3724	1943.9244	3927.7782	4678.7911	5404.1746	6881.9919	9917.6189	10626.939	11317.922	11998.607	12677.729	13366.853	14079.342	14825.879	15612.912	16443.763	17316.276	18209.377	19069.455	19769.279
1.0103448	29866	29712.234	29100.962	27650.84	24714.178	23150.535	21469.448	19917.756	18465.045	15423.754	14610.426	13764.608	12888.835	12000.27	11127.648	2227.2518	1937.8787	3942.5858	4692.9122	5417.999	6896.686	9931.4813	10640.379	11331.086	12011.648	12690.831	13380.275	14093.337	14840.609	15628.466	16460.179	17333.43	18226.582	19085.37	19783.361
1.2124138	29866	29701.865	29084.661	27633.786	24696.847	23131.456	21449.997	19900.847	18448.051	15405.229	14591.175	13744.56	12868.19	11979.612	11107.714	2210.2576	1930.9027	3960.4592	4709.958	5434.6961	6914.4427	9948.216	10656.607	11346.981	12027.398	12706.658	13396.493	14110.251	14858.412	15647.265	16480.02	17354.158	18247.355	19104.56	19800.337
1.4144828	29866	29689.435	29065.501	27613.771	24676.497	23109.04	21427.189	19881.013	18428.098	15383.475	14568.567	13721.015	12843.952	11955.372	11084.335	2190.3988	1923.177	3981.4218	4729.9515	5454.2939	6935.2963	9967.8462	10675.645	11365.633	12045.883	12725.239	13415.538	14130.117	14879.324	15669.348	16503.325	17378.5	18271.724	19127.04	19820.215
1.6165517	29866	29674.821	29043.453	27590.779	24653.109	23083.259	21401.017	19858.244	18405.166	15358.468	14542.574	13693.947	12816.097	11927.533	11057.503	2167.7053	1914.9295	4005.4842	4752.9035	5476.8094	6959.2706	9990.3834	10697.507	11387.056	12067.118	12746.59	13437.432	14152.96	14903.372	15694.743	16530.124	17406.481	18299.704	19152.806	19842.991
1.8186207	29866	29657.891	29018.492	27564.801	24626.667	23054.087	21371.48	19832.534	18379.239	15330.189	14513.177	13663.335	12784.607	11896.086	11027.215	2142.2249	1906.4362	4032.6493	4778.8178	5502.2542	6986.3836	10015.832	10722.198	11411.257	12091.112	12770.725	13462.191	14178.799	14930.577	15723.472	16560.44	17438.122	18331.301	19181.845	19868.651
2.0206897	29866	29638.509	28990.597	27535.829	24597.158	23021.502	21338.586	19803.882	18350.306	15298.622	14480.357	13629.162	12749.471	11861.027	10993.473	2114.0231	1898.0251	4062.9155	4807.6941	5530.6367	7016.6509	10044.193	10749.721	11438.241	12117.873	12797.652	13489.827	14207.65	14960.957	15755.554	16594.294	17473.441	18366.515	19214.138	19897.176
2.2227586	29866	29616.535	28959.746	27503.86	24564.571	22985.483	21302.346	19772.289	18318.357	15263.754	14444.098	13591.412	12710.676	11822.355	10956.287	2083.1863	1890.0792	4096.2775	4839.5289	5561.9639	7050.0861	10075.463	10780.076	11468.01	12147.404	12827.38	13520.355	14239.53	14994.53	15791.01	16631.704	17512.45	18405.343	19249.657	19928.54
2.4248276	29866	29591.827	28925.92	27468.89	24528.896	22946.008	21262.777	19737.758	18283.382	15225.57	14404.385	13550.069	12668.215	11780.073	10915.667	2049.8257	1883.0406	4132.7275	4874.3169	5596.2417	7086.7026	10109.639	10813.261	11500.566	12179.709	12859.915	13553.785	14274.453	15031.313	15829.857	16672.689	17555.165	18447.775	19288.371	19962.714
2.6268966	29866	29564.248	28889.099	27430.919	24490.122	22903.055	21219.898	19700.292	18245.373	15184.057	14361.202	13505.119	12622.078	11734.184	10871.625	2014.0836	1877.4151	4172.2554	4912.051	5633.4762	7126.5129	10146.714	10849.273	11535.907	12214.79	12895.266	13590.131	14312.437	15071.324	15872.115	16717.269	17601.598	18493.8	19330.242	19999.667
2.8289655	29866	29533.661	28849.265	27389.944	24448.239	22856.599	21173.733	19659.894	18204.321	15139.201	14314.532	13456.546	12572.259	11684.696	10824.179	1976.1425	1873.7754	4214.8487	4952.7231	5673.6734	7169.5297	10186.681	10888.107	11574.033	12252.65	12933.439	13629.404	14353.497	15114.583	15917.804	16765.464	17651.762	18543.404	19375.227	20039.362
3.0310345	29866	29499.936	28806.401	27345.965	24403.236	22806.618	21124.31	19616.568	18160.219	15090.987	14264.359	13404.334	12518.75	11631.615	10773.347	1936.2365	1872.7635	4260.4932	4996.3238	5716.8398	7215.7655	10229.531	10929.759	11614.941	12293.289	12974.44	13671.619	14397.651	15161.108	15966.945	16817.294	17705.668	18596.568	19423.28	20081.763
3.2331034	29866	29462.951	28760.489	27298.982	24355.1	22753.084	21071.662	19570.316	18113.057	15039.401	14210.665	13348.469	12461.545	11574.952	10719.149	1894.6664	1875.0918	4309.1726	5042.8435	5762.9827	7265.2328	10275.256	10974.223	11658.631	12336.709	13018.278	13716.79	14444.916	15210.919	16019.558	16872.781	17763.328	18653.269	19474.348	20126.83
3.4351724	29866	29422.589	28711.514	27248.994	24303.82	22695.972	21015.824	19521.142	18062.829	14984.427	14153.431	13288.933	12400.64	11514.721	10661.607	1851.8194	1881.5402	4360.8688	5092.2718	5812.1106	7317.9441	10323.844	11021.492	11705.098	12382.911	13064.96	13764.93	14495.313	15264.039	16075.668	16931.947	17824.754	18713.482	19528.376	20174.522
3.6372414	29866	29378.744	28659.463	27196.002	24249.381	22635.252	20956.837	19469.044	18009.526	14926.046	14092.638	13225.711	12336.03	11450.933	10600.746	1808.1947	1892.95	4415.5618	5144.5984	5864.2331	7373.9117	10375.286	11071.561	11754.341	12431.897	13114.495	13816.056	14548.86	15320.489	16135.299	16994.814	17889.957	18777.175	19585.301	20224.797
3.8393103	29866	29331.315	28604.322	27140.007	24191.769	22570.896	20894.745	19414.024	17953.139	14864.243	14028.265	13158.784	12267.71	11383.608	10536.594	1764.4355	1910.2104	4473.2294	5199.8126	5919.361	7433.1478	10429.569	11124.421	11806.357	12483.668	13166.891	13870.186	14605.58	15380.294	16198.475	17061.409	17958.946	18844.312	19645.057	20277.612
4.0413793	29866	29280.211	28546.081	27081.008	24130.967	22502.873	20829.599	19356.08	17893.661	14798.997	13960.291	13088.135	12195.679	11312.762	10469.177	1721.371	1934.2369	4533.848	5257.9044	5977.5072	7495.6641	10486.682	11180.065	11861.142	12538.225	13222.16	13927.336	14665.494	15443.479	16265.223	17131.756	18031.732	18914.853	19707.575	20332.924
4.2434483	29866	29225.351	28484.73	27019.006	24066.958	22431.15	20761.452	19295.206	17831.083	14730.289	13888.694	13013.747	12119.934	11238.417	10398.527	1680.069	1965.9365	4597.3918	5318.864	6038.686	7561.472	10546.611	11238.487	11918.693	12595.572	13280.312	13987.527	14728.628	15510.07	16335.572	17205.881	18108.321	18988.748	19772.778	20390.691
4.4455172	29866	29166.661	28420.263	26954.001	23999.723	22355.694	20690.365	19231.398	17765.398	14658.098	13813.45	12935.6	12040.475	11160.597	10324.676	1641.903	2006.1562	4663.8337	5382.6825	6102.9141	7630.5821	10609.344	11299.677	11979.007	12655.709	13341.359	14050.779	14795.006	15580.095	16409.55	17283.812	18188.721	19065.946	19840.587	20450.872
4.6475862	29866	29104.082	28352.673	26885.995	23929.24	22276.473	20616.399	19164.647	17696.596	14582.4	13734.533	12853.677	11957.304	11079.328	10247.657	1608.6381	2055.6083	4733.1448	5449.352	6170.2101	7703.0041	10674.867	11363.629	12042.081	12718.639	13405.315	14117.115	14864.654	15653.584	16487.189	17365.578	18272.936	19146.384	19910.92	20513.426
4.8496552	29866	29037.565	28281.958	26814.986	23855.486	22193.453	20539.625	19094.945	17624.671	14503.173	13651.919	12767.96	11870.423	10994.641	10167.506	1582.5391	2114.764	4805.2952	5518.866	6240.595	7778.7467	10743.166	11430.334	12107.912	12784.367	13472.196	14186.557	14937.601	15730.566	16568.521	17451.207	18360.969	19229.994	19983.689	20578.315
5.0517241	29866	28967.081	28208.116	26740.977	23778.437	22106.598	20460.114	19022.277	17549.613	14420.391	13565.58	12678.428	11779.838	10906.566	10084.26	1566.5089	2183.7048	4880.2538	5591.2197	6314.0923	7857.817	10814.228	11499.785	12176.498	12852.896	13542.016	14259.131	15013.876	15811.074	16653.579	17540.729	18452.819	19316.699	20058.805	20645.505
5.2537931	29866	28892.613	28131.147	26663.966	23698.064	22015.876	20377.942	18946.631	17471.415	14334.027	13475.489	12585.065	11685.556	10815.141	9997.9568	1564.2649	2261.9175	4957.9888	5666.4105	6390.7283	7940.2206	10888.039	11571.973	12247.834	12924.23	13614.793	14334.864	15093.51	15895.142	16742.399	17634.175	18548.481	19406.414	20136.177	20714.963
5.4558621	29866	28814.166	28051.055	26583.955	23614.337	21921.254	20293.187	18867.99	17390.069	14244.055	13381.615	12487.853	11587.588	10720.404	9908.6353	1580.5632	2348.0137	5038.4679	5744.438	6470.5315	8025.9609	10964.584	11646.891	12321.919	12998.376	13690.548	14413.782	15176.536	15982.805	16835.016	17731.577	18647.947	19499.043	20215.711	20786.66
