r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.004	17039.808	17191.56	19041.053	20587.685	22339.688	24203.476	26131.589	30077.139	31070.036	32063.476	33057.181	34051.166	35045.559	46027.076	46627.942	49649.803	50112.565	50277.861	49860.767	47270.27	46431.972	45550.194	44637.079	43700.428	42746.296	41779.459	40803.608	39821.441	38834.766	37844.653	36851.664	35856.102	34958.113
0.18	17038	17038.006	17040.2	17201.537	19079.335	20633.064	22388.92	24254.897	26184.285	30130.741	31123.675	32117.131	33110.848	34104.851	35099.271	46081.16	46682.015	49682.346	50128.736	50278.292	49837.981	47226.048	46385.214	45501.539	44586.989	43649.263	42694.343	41726.943	40750.697	39768.253	38781.374	37791.097	36797.964	35802.27	34904.176
0.36	17038	17038.009	17040.625	17211.729	19117.741	20678.51	22438.189	24306.34	26236.994	30184.343	31177.314	32170.786	33164.515	34158.537	35152.983	46135.246	46736.086	49714.462	50144.449	50278.329	49814.958	47181.748	46338.399	45452.839	44536.865	43598.074	42642.373	41674.414	40697.777	39715.059	38727.978	37737.537	36744.26	35748.434	34850.235
0.54	17038	17038.013	17041.295	17226.457	19171.774	20742.277	22507.245	24378.406	26310.812	30259.39	31252.411	32245.903	33239.65	34233.698	35228.182	46210.968	46811.783	49758.512	50165.475	50277.548	49782.225	47119.567	46272.734	45384.567	44466.623	43526.358	42569.577	41600.847	40623.67	39640.574	38653.213	37662.545	36669.066	35673.057	34774.713
0.72	17038	17038.02	17042.327	17246.816	19243.915	20827.118	22598.99	24474.087	26408.78	30358.947	31352.031	32345.55	33339.32	34333.404	35327.939	46311.418	46912.189	49815.314	50191.651	50275.048	49737.923	47036.797	46185.414	45293.84	44373.321	43431.133	42472.945	41503.212	40525.334	39541.744	38554.017	37563.051	36569.306	35573.055	34674.518
0.9	17038	17038.034	17043.878	17273.717	19335.282	20934.106	22714.478	24594.43	26531.941	30484.039	31477.197	32470.748	33464.55	34458.68	35453.28	46437.628	47038.325	49884.05	50221.811	50269.594	49680.876	46932.357	46075.364	45179.591	44255.902	43311.349	42351.433	41380.47	40401.733	39417.537	38429.358	37438.02	36443.944	35447.391	34548.616
1.08	17038	17038.059	17046.17	17308.175	19446.691	21063.898	22854.282	24739.966	26680.799	30635.134	31628.376	32621.965	33615.804	34609.993	35604.674	46590.071	47190.646	49963.152	50254.246	50259.646	49609.967	46805.564	45941.956	45041.23	44113.803	43166.466	42204.522	41232.118	40252.376	39267.47	38278.756	37286.974	36292.5	35295.585	34396.527
1.26	17038	17038.103	17049.525	17351.377	19578.889	21217.01	23018.803	24911.038	26855.655	30812.489	31805.82	32799.451	33793.337	34787.597	35782.374	46769.003	47369.379	50050.487	50286.816	50243.376	49524.002	46655.863	45784.705	44878.328	43946.642	42996.137	42031.891	41057.857	40076.977	39091.264	38101.938	37109.643	36114.706	35117.37	34217.987
1.44	17038	17038.184	17054.394	17404.714	19732.626	21393.92	23208.374	25107.904	27056.72	31016.258	32009.681	33003.358	33997.3	34991.646	35986.538	46974.579	47574.637	50143.418	50316.999	50218.692	49421.683	46482.729	45603.178	44690.519	43754.104	42800.092	41833.304	40857.476	39875.346	38888.741	37898.729	36905.853	35910.39	34912.578	34012.829
1.62	17038	17038.33	17061.407	17469.791	19908.68	21595.093	23423.303	25330.786	27284.158	31246.543	32240.058	33233.785	34227.795	35222.242	36217.267	47206.901	47806.459	50238.821	50341.937	50183.271	49301.603	46285.639	45396.956	44477.464	43535.911	42578.099	41608.57	40630.812	39647.338	38659.768	37669.005	36675.482	35679.43	34681.088	33780.938
