r(x_rel=0.25)	t=0	t=1000	t=2000	t=3620
0	17038	20792.252	30390.727	46778.046
0.18	17038	20838.647	30444.742	46832.542
0.36	17038	20885.108	30498.763	46887.037
0.54	17038	20950.294	30574.406	46963.326
0.72	17038	21037.011	30674.77	47064.52
0.9	17038	21146.351	30800.904	47191.652
1.08	17038	21278.969	30953.3	47345.187
1.26	17038	21435.383	31132.241	47525.371
1.44	17038	21616.062	31337.91	47732.349
1.62	17038	21821.466	31570.446	47966.207
1.8	17038	22052.055	31829.96	48227.004
1.98	17038	22308.296	32116.548	48514.772
2.16	17038	22590.665	32430.297	48829.534
2.34	17038	22899.639	32771.291	49171.301
2.52	17038	23235.692	33139.609	49540.076
2.7	17038	23599.295	33535.327	49935.858
2.88	17038	23990.902	33958.519	50358.645
3.06	17038	24410.949	34409.255	50808.432
3.24	17038	24859.839	34887.605	51285.218
3.42	17038	25337.937	35393.633	51789.007
3.6	17038	25845.562	35927.402	52319.807
3.78	17038	26382.971	36488.973	52877.635
3.96	17038	26950.36	37078.404	53462.509
4.14	17038	27547.851	37695.752	54074.443
4.32	17038	28175.493	38341.069	54713.432
4.5	17038	28833.258	39014.395	55379.427
4.68	17038	29521.041	39715.749	56072.313
4.86	17038	30238.666	40445.121	56791.877
5.04	17038	30985.878	41202.462	57537.795
5.22	17038	31762.159	41987.494	58309.478
