r(x_rel=0.25)	t=0	t=1000	t=2000	t=3620
0	29866	24003.08	16619.968	2207.498
0.20206897	29866	23997.174	16613.989	2199.9008
0.40413793	29866	23991.266	16608.009	2192.3129
0.6062069	29866	23982.99	16599.636	2181.7097
0.80827586	29866	23972.005	16588.528	2167.6793
1.0103448	29866	23958.193	16574.568	2150.1073
1.2124138	29866	23941.493	16557.704	2128.9663
1.4144828	29866	23921.87	16537.907	2104.2671
1.6165517	29866	23899.295	16515.157	2076.0424
1.8186207	29866	23873.745	16489.443	2044.3395
2.0206897	29866	23845.198	16460.756	2009.2168
2.2227586	29866	23813.632	16429.088	1970.7407
2.4248276	29866	23779.024	16394.435	1928.9837
2.6268966	29866	23741.352	16356.792	1884.0221
2.8289655	29866	23700.591	16316.154	1835.9331
3.0310345	29866	23656.714	16272.516	1784.7926
3.2331034	29866	23609.694	16225.874	1730.6714
3.4351724	29866	23559.501	16176.221	1673.6317
3.6372414	29866	23506.104	16123.547	1613.7234
3.8393103	29866	23449.469	16067.843	1550.9799
4.0413793	29866	23389.56	16009.093	1485.4138
4.2434483	29866	23326.338	15947.282	1417.0136
4.4455172	29866	23259.763	15882.389	1345.7396
4.6475862	29866	23189.791	15814.39	1271.5228
4.8496552	29866	23116.377	15743.258	1194.2634
5.0517241	29866	23039.473	15668.963	1113.8333
5.2537931	29866	22959.025	15591.472	1030.0794
5.4558621	29866	22874.979	15510.751	942.83138
5.657931	29866	22787.278	15426.762	851.91138
5.86	29866	22695.882	15339.489	757.17035
