r(x_rel=0.75)	t=0	t=1000	t=2000	t=3620
0	29866	21935.313	13687.359	2073.5293
0.20206897	29866	21927.88	13680.125	2067.9496
0.40413793	29866	21920.449	13672.891	2062.3603
0.6062069	29866	21910.049	13662.762	2054.5148
0.80827586	29866	21896.259	13649.323	2044.0716
1.0103448	29866	21878.945	13632.435	2030.8935
1.2124138	29866	21858.05	13612.034	2014.8935
1.4144828	29866	21833.548	13588.082	1995.9996
1.6165517	29866	21805.431	13560.556	1974.143
1.8186207	29866	21773.699	13529.439	1949.2543
2.0206897	29866	21738.361	13494.718	1921.2617
2.2227586	29866	21699.429	13456.381	1890.0918
2.4248276	29866	21656.92	13414.42	1855.6696
2.6268966	29866	21610.859	13368.825	1817.9206
2.8289655	29866	21561.27	13319.588	1776.7725
3.0310345	29866	21508.187	13266.704	1732.1579
3.2331034	29866	21451.647	13210.165	1684.0165
3.4351724	29866	21391.69	13149.968	1632.2987
3.6372414	29866	21328.366	13086.111	1576.9686
3.8393103	29866	21261.727	13018.591	1518.007
4.0413793	29866	21191.835	12947.412	1455.4145
4.2434483	29866	21118.756	12872.576	1389.2139
4.4455172	29866	21042.564	12794.091	1319.4522
4.6475862	29866	20963.342	12711.965	1246.2012
4.8496552	29866	20881.178	12626.212	1169.557
5.0517241	29866	20796.171	12536.845	1089.6379
5.2537931	29866	20708.425	12443.884	1006.5804
5.4558621	29866	20618.056	12347.346	920.5332
5.657931	29866	20525.183	12247.254	831.64919
5.86	29866	20429.956	12143.657	740.09612
