r(x_rel=1)	t=0	t=1000	t=2000	t=3620
0	29866	20129.723	11041.074	1986.4636
0.20206897	29866	20123.806	11034.896	1980.9567
0.40413793	29866	20117.89	11028.721	1975.4468
0.6062069	29866	20109.612	11020.085	1967.7263
0.80827586	29866	20098.636	11008.641	1957.473
1.0103448	29866	20084.856	10994.285	1944.5707
1.2124138	29866	20068.226	10976.976	1928.9568
1.4144828	29866	20048.725	10956.704	1910.5863
1.6165517	29866	20026.344	10933.471	1889.4193
1.8186207	29866	20001.081	10907.29	1865.4158
2.0206897	29866	19972.938	10878.178	1838.533
2.2227586	29866	19941.916	10846.159	1808.7231
2.4248276	29866	19908.021	10811.26	1775.9333
2.6268966	29866	19871.256	10773.513	1740.1052
2.8289655	29866	19831.627	10732.952	1701.1747
3.0310345	29866	19789.138	10689.617	1659.0739
3.2331034	29866	19743.791	10643.548	1613.732
3.4351724	29866	19695.589	10594.792	1565.0779
3.6372414	29866	19644.533	10543.398	1513.0438
3.8393103	29866	19590.624	10489.42	1457.5686
4.0413793	29866	19533.861	10432.914	1398.6036
4.2434483	29866	19474.242	10373.943	1336.1175
4.4455172	29866	19411.764	10312.573	1270.1028
4.6475862	29866	19346.425	10248.873	1200.5818
4.8496552	29866	19278.221	10182.917	1127.6121
5.0517241	29866	19207.147	10114.784	1051.2909
5.2537931	29866	19133.199	10044.553	971.75676
5.4558621	29866	19056.368	9972.3095	889.18782
5.657931	29866	18976.645	9898.1381	803.79442
5.86	29866	18894.03	9822.1421	715.82354
