r(x_rel=0.5)	t=0	t=1000	t=2000	t=3620
0	29866	23211.417	15488.789	2100.6542
0.20206897	29866	23204.649	15482.176	2094.6198
0.40413793	29866	23197.88	15475.565	2088.5834
0.6062069	29866	23188.398	15466.309	2080.1284
0.80827586	29866	23175.814	15454.032	2068.9047
1.0103448	29866	23159.992	15438.608	2054.7899
1.2124138	29866	23140.866	15419.981	2037.7213
1.4144828	29866	23118.395	15398.12	2017.657
1.6165517	29866	23092.548	15373.006	1994.5622
1.8186207	29866	23063.302	15344.624	1968.4032
2.0206897	29866	23030.634	15312.964	1939.1451
2.2227586	29866	22994.521	15278.015	1906.7494
2.4248276	29866	22954.943	15239.767	1871.1736
2.6268966	29866	22911.876	15198.206	1832.3706
2.8289655	29866	22865.298	15153.319	1790.2895
3.0310345	29866	22815.184	15105.092	1744.8759
3.2331034	29866	22761.509	15053.506	1696.0736
3.4351724	29866	22704.248	14998.542	1643.8264
3.6372414	29866	22643.373	14940.179	1588.0809
3.8393103	29866	22578.855	14878.395	1528.7894
4.0413793	29866	22510.666	14813.165	1465.9134
4.2434483	29866	22438.774	14744.465	1399.4273
4.4455172	29866	22363.149	14672.269	1329.3218
4.6475862	29866	22283.759	14596.551	1255.6072
4.8496552	29866	22200.571	14517.285	1178.3146
5.0517241	29866	22113.552	14434.445	1097.4959
5.2537931	29866	22022.668	14348.004	1013.2205
5.4558621	29866	21927.887	14257.935	925.56872
5.657931	29866	21829.175	14164.21	834.61955
5.86	29866	21726.524	14066.821	740.45579
