r(x_rel=0.75)	t=0	t=1000	t=2000	t=3620
0	29866	21931.244	13679.591	2066.3203
0.20206897	29866	21923.807	13672.352	2060.722
0.40413793	29866	21916.372	13665.112	2055.114
0.6062069	29866	21905.968	13654.974	2047.2422
0.80827586	29866	21892.172	13641.525	2036.7636
1.0103448	29866	21874.85	13624.624	2023.5404
1.2124138	29866	21853.946	13604.206	2007.4854
1.4144828	29866	21829.434	13580.234	1988.5259
1.6165517	29866	21801.306	13552.686	1966.5929
1.8186207	29866	21769.562	13521.544	1941.6167
2.0206897	29866	21734.211	13486.795	1913.5257
2.2227586	29866	21695.266	13448.428	1882.2463
2.4248276	29866	21652.744	13406.432	1847.7042
2.6268966	29866	21606.669	13360.8	1809.8254
2.8289655	29866	21557.067	13311.524	1768.5388
3.0310345	29866	21503.972	13258.597	1723.7783
3.2331034	29866	21447.42	13202.014	1675.4856
3.4351724	29866	21387.454	13141.769	1623.6134
3.6372414	29866	21324.123	13077.862	1568.1283
3.8393103	29866	21257.479	13010.29	1509.0142
4.0413793	29866	21187.585	12939.056	1446.2749
4.2434483	29866	21114.508	12864.165	1379.9366
4.4455172	29866	21038.322	12785.622	1310.0496
4.6475862	29866	20959.111	12703.438	1236.6887
4.8496552	29866	20876.963	12617.625	1159.9526
5.0517241	29866	20791.978	12528.199	1079.9614
5.2537931	29866	20704.262	12435.177	996.85229
5.4558621	29866	20613.929	12338.58	910.77352
5.657931	29866	20521.102	12238.43	821.87645
5.86	29866	20425.928	12134.775	730.32612
