r(x_rel=0.75)	t=0	t=1000	t=2000	t=3620
0	17038	20524.5	29949.862	45992.246
0.18	17038	20569.183	30003.276	46046.107
0.36	17038	20613.937	30056.691	46099.97
0.54	17038	20676.74	30131.472	46175.382
0.72	17038	20760.311	30230.671	46275.426
0.9	17038	20865.721	30355.306	46401.135
1.08	17038	20993.628	30505.837	46552.981
1.26	17038	21144.56	30682.512	46731.227
1.44	17038	21319.007	30885.476	46936.034
1.62	17038	21517.449	31114.82	47167.511
1.8	17038	21740.372	31370.603	47425.74
1.98	17038	21988.267	31652.86	47710.785
2.16	17038	22261.63	31961.614	48022.698
2.34	17038	22560.959	32296.875	48361.527
2.52	17038	22886.741	32658.645	48727.312
2.7	17038	23239.454	33046.92	49120.093
2.88	17038	23619.558	33461.69	49539.905
3.06	17038	24027.49	33902.942	49986.777
3.24	17038	24463.664	34370.662	50460.735
3.42	17038	24928.468	34864.829	50961.795
3.6	17038	25422.262	35385.424	51489.967
3.78	17038	25945.382	35932.423	52045.253
3.96	17038	26498.138	36505.798	52627.651
4.14	17038	27080.817	37105.522	53237.163
4.32	17038	27693.68	37731.566	53873.817
4.5	17038	28336.962	38383.915	54537.683
4.68	17038	29010.872	39062.567	55228.907
4.86	17038	29715.59	39767.556	55947.739
5.04	17038	30451.273	40498.955	56694.542
5.22	17038	31217.872	41256.698	57469.581
