r(x_rel=0.5)	t=0	t=1000	t=2000	t=3620
0	17038	20599.01	30078.549	46227.528
0.18	17038	20644.202	30132.127	46281.618
0.36	17038	20689.464	30185.707	46335.709
0.54	17038	20752.977	30260.721	46411.437
0.72	17038	20837.486	30360.236	46511.897
0.9	17038	20944.068	30485.276	46638.121
1.08	17038	21073.382	30636.31	46790.58
1.26	17038	21225.953	30813.594	46969.531
1.44	17038	21402.264	31017.283	47175.13
1.62	17038	21602.79	31247.481	47407.481
1.8	17038	21828.008	31504.259	47666.655
1.98	17038	22078.403	31787.671	47952.708
2.16	17038	22354.462	32097.756	48265.682
2.34	17038	22656.677	32434.546	48605.613
2.52	17038	22985.531	32798.063	48972.53
2.7	17038	23341.5	33188.329	49366.461
2.88	17038	23725.046	33605.358	49787.427
3.06	17038	24136.608	34049.166	50235.451
3.24	17038	24576.605	34519.763	50710.552
3.42	17038	25045.426	35017.16	51212.747
3.6	17038	25543.43	35541.365	51742.051
3.78	17038	26070.944	36092.386	52298.48
3.96	17038	26628.256	36670.231	52882.046
4.14	17038	27215.621	37274.904	53492.765
4.32	17038	27833.252	37906.415	54130.661
4.5	17038	28481.323	38564.778	54795.768
4.68	17038	29159.965	39250.013	55488.141
4.86	17038	29869.271	39962.157	56207.861
5.04	17038	30609.294	40701.256	56955.036
5.22	17038	31379.861	41467.194	57729.606
