r(x_rel=0.5)	t=0	t=1000	t=2000	t=3620
0	29866	23211.888	15489.717	2102.6779
0.20206897	29866	23205.121	15483.106	2096.6418
0.40413793	29866	23198.353	15476.495	2090.604
0.6062069	29866	23188.874	15467.24	2082.1469
0.80827586	29866	23176.292	15454.964	2070.9206
1.0103448	29866	23160.472	15439.543	2056.803
1.2124138	29866	23141.349	15420.918	2039.7314
1.4144828	29866	23118.882	15399.06	2019.6641
1.6165517	29866	23093.04	15373.949	1996.5666
1.8186207	29866	23063.8	15345.572	1970.4055
2.0206897	29866	23031.137	15313.917	1941.146
2.2227586	29866	22995.031	15278.973	1908.7501
2.4248276	29866	22955.459	15240.73	1873.1752
2.6268966	29866	22912.4	15199.176	1834.3749
2.8289655	29866	22865.831	15154.297	1792.298
3.0310345	29866	22815.726	15106.078	1746.8904
3.2331034	29866	22762.062	15054.501	1698.0959
3.4351724	29866	22704.811	14999.547	1645.8582
3.6372414	29866	22643.947	14941.196	1590.1237
3.8393103	29866	22579.442	14879.423	1530.8444
4.0413793	29866	22511.265	14814.206	1467.9815
4.2434483	29866	22439.387	14745.52	1401.5089
4.4455172	29866	22363.777	14673.338	1331.4169
4.6475862	29866	22284.402	14597.636	1257.715
4.8496552	29866	22201.23	14518.388	1180.4339
5.0517241	29866	22114.227	14435.566	1099.6251
5.2537931	29866	22023.362	14349.145	1015.3577
5.4558621	29866	21928.599	14259.097	927.71178
5.657931	29866	21829.906	14165.393	836.76662
5.86	29866	21727.274	14068.028	742.60517
