r(x_rel=0.25)	t=0	t=1000	t=2000	t=2360
0	29866	20929.286	8823.2071	3481.7487
0.20206897	29866	20920.235	8812.0308	3470.4305
0.40413793	29866	20911.191	8800.8489	3459.1158
0.6062069	29866	20898.542	8785.1821	3443.2829
0.80827586	29866	20881.789	8764.3782	3422.2932
1.0103448	29866	20860.778	8738.2052	3395.9423
1.2124138	29866	20835.459	8706.5421	3364.1458
1.4144828	29866	20805.822	8669.3066	3326.8667
1.6165517	29866	20771.879	8626.4312	3284.0912
1.8186207	29866	20733.658	8577.8532	3235.8179
2.0206897	29866	20691.194	8523.5093	3182.0532
2.2227586	29866	20644.534	8463.3333	3122.8078
2.4248276	29866	20593.729	8397.2542	3058.0948
2.6268966	29866	20538.836	8325.1951	2987.9289
2.8289655	29866	20479.915	8247.0722	2912.3245
3.0310345	29866	20417.032	8162.7946	2831.2958
3.2331034	29866	20350.252	8072.2639	2744.8555
3.4351724	29866	20279.642	7975.3735	2653.0149
3.6372414	29866	20205.268	7872.0087	2555.7842
3.8393103	29866	20127.193	7762.0462	2453.1725
4.0413793	29866	20045.477	7645.3544	2345.1893
4.2434483	29866	19960.174	7521.7924	2231.8468
4.4455172	29866	19871.329	7391.2099	2113.1621
4.6475862	29866	19778.979	7253.4462	1989.1628
4.8496552	29866	19683.15	7108.3292	1859.892
5.0517241	29866	19583.86	6955.6733	1725.4181
5.2537931	29866	19481.114	6795.2769	1585.8449
5.4558621	29866	19374.912	6626.9196	1441.3274
5.657931	29866	19265.252	6450.3577	1292.0907
5.86	29866	19152.165	6265.3687	1138.4873
