r(x_rel=0.75)	t=0	t=1000	t=2000	t=2360
0	29866	18220.429	6333.9274	2942.172
0.20206897	29866	18209.814	6325.2586	2933.6476
0.40413793	29866	18199.193	6316.5903	2925.1199
0.6062069	29866	18184.316	6304.4558	2913.1743
0.80827586	29866	18164.564	6288.3617	2897.3162
1.0103448	29866	18139.723	6268.1456	2877.3733
1.2124138	29866	18109.684	6243.7374	2853.2596
1.4144828	29866	18074.381	6215.1038	2824.9215
1.6165517	29866	18033.766	6182.2314	2792.3195
1.8186207	29866	17987.8	6145.1194	2755.4217
2.0206897	29866	17936.451	6103.7782	2714.2004
2.2227586	29866	17879.693	6058.2281	2668.6306
2.4248276	29866	17817.504	6008.5002	2618.6899
2.6268966	29866	17749.867	5954.6376	2564.3581
2.8289655	29866	17676.768	5896.6969	2505.6171
3.0310345	29866	17598.197	5834.7496	2442.4515
3.2331034	29866	17514.148	5768.884	2374.848
3.4351724	29866	17424.618	5699.2074	2302.7955
3.6372414	29866	17329.605	5625.8469	2226.2853
3.8393103	29866	17229.106	5548.9514	2145.3093
4.0413793	29866	17123.115	5468.6922	2059.8597
4.2434483	29866	17011.62	5385.2629	1969.9269
4.4455172	29866	16894.602	5298.8791	1875.4967
4.6475862	29866	16772.031	5209.7767	1776.5467
4.8496552	29866	16643.861	5118.208	1673.0415
5.0517241	29866	16510.034	5024.4376	1564.9256
5.2537931	29866	16370.476	4928.7348	1452.115
5.4558621	29866	16225.1	4831.3642	1334.4856
5.657931	29866	16073.812	4732.5722	1211.8581
5.86	29866	15916.559	4632.5882	1084.012
