r(x_rel=1)	t=0	t=1000	t=2000	t=2360
0	29866	15102.08	5062.3991	2687.4473
0.20206897	29866	15089.019	5057.479	2680.044
0.40413793	29866	15075.952	5052.5656	2672.6375
0.6062069	29866	15057.647	5045.701	2662.2619
0.80827586	29866	15033.342	5036.6196	2648.4868
1.0103448	29866	15002.772	5025.2487	2631.1614
1.2124138	29866	14965.798	5011.5714	2610.2097
1.4144828	29866	14922.33	4995.5954	2585.5831
1.6165517	29866	14872.298	4977.3413	2557.245
1.8186207	29866	14815.638	4956.8384	2525.1647
2.0206897	29866	14752.288	4934.1212	2489.3143
2.2227586	29866	14682.188	4909.2283	2449.6679
2.4248276	29866	14605.277	4882.2008	2406.2004
2.6268966	29866	14521.492	4853.0808	2358.8879
2.8289655	29866	14430.77	4821.9105	2307.7066
3.0310345	29866	14333.05	4788.7314	2252.6336
3.2331034	29866	14228.274	4753.5828	2193.646
3.4351724	29866	14116.391	4716.5014	2130.7202
3.6372414	29866	13997.354	4677.5201	2063.8314
3.8393103	29866	13871.13	4636.6676	1992.9518
4.0413793	29866	13737.701	4593.9673	1918.0488
4.2434483	29866	13597.064	4549.438	1839.0815
4.4455172	29866	13449.238	4503.0927	1755.9966
4.6475862	29866	13294.265	4454.9402	1668.7226
4.8496552	29866	13132.212	4404.9858	1577.1621
5.0517241	29866	12963.17	4353.2332	1481.1816
5.2537931	29866	12787.257	4299.6877	1380.5982
5.4558621	29866	12604.615	4244.3608	1275.1624
5.657931	29866	12415.404	4187.2752	1164.5369
5.86	29866	12219.848	4128.4858	1048.3012
