x	t=0	t=1000	t=2000	t=2360
97.2	4.2729614	3.6725971	3.4268028	3.3516628
99.806897	4.2729614	3.6725773	3.426784	3.3516458
102.41379	4.2729614	3.672518	3.4267276	3.3515943
105.02069	4.2729614	3.6724195	3.4266336	3.3515082
107.62759	4.2729614	3.6722824	3.4265021	3.3513869
110.23448	4.2729614	3.6721069	3.4263333	3.3512304
112.84138	4.2729614	3.6718934	3.4261271	3.3510382
115.44828	4.2729614	3.6716421	3.4258836	3.3508102
118.05517	4.2729614	3.6713535	3.425603	3.3505461
120.66207	4.2729614	3.6710277	3.4252854	3.3502459
123.26897	4.2729614	3.670665	3.4249308	3.3499093
125.87586	4.2729614	3.6702657	3.4245393	3.3495362
128.48276	4.2729614	3.6698299	3.4241111	3.3491265
131.08966	4.2729614	3.6693578	3.4236463	3.34868
133.69655	4.2729614	3.6688497	3.4231449	3.3481968
136.30345	4.2729614	3.6683056	3.422607	3.3476767
138.91034	4.2729614	3.6677257	3.4220328	3.3471197
141.51724	4.2729614	3.6671101	3.4214224	3.3465257
144.12414	4.2729614	3.666459	3.4207758	3.3458946
146.73103	4.2729614	3.6657724	3.4200932	3.3452265
149.33793	4.2729614	3.6650504	3.4193746	3.3445213
151.94483	4.2729614	3.664293	3.4186201	3.343779
154.55172	4.2729614	3.6635003	3.4178297	3.3429996
157.15862	4.2729614	3.6626723	3.4170036	3.3421831
159.76552	4.2729614	3.6618091	3.4161418	3.3413294
162.37241	4.2729614	3.6609106	3.4152444	3.3404386
164.97931	4.2729614	3.6599768	3.4143113	3.3395107
167.58621	4.2729614	3.6590076	3.4133426	3.3385457
170.1931	4.2729614	3.6580031	3.4123383	3.3375437
172.8	4.2729614	3.6569632	3.4112985	3.3365045
