r(x_rel=0.75)	t=0	t=1000	t=2000	t=2360
0	17038	22215.157	36099.552	41342.124
0.18	17038	22281.657	36177.642	41421.323
0.36	17038	22348.268	36255.74	41500.529
0.54	17038	22441.758	36365.095	41611.434
0.72	17038	22566.186	36510.188	41758.581
0.9	17038	22723.162	36692.533	41943.502
1.08	17038	22913.686	36912.841	42166.915
1.26	17038	23138.567	37171.517	42429.225
1.44	17038	23398.549	37468.83	42730.698
1.62	17038	23694.366	37804.979	43071.528
1.8	17038	24026.755	38180.128	43451.872
1.98	17038	24396.457	38594.421	43871.868
2.16	17038	24804.217	39047.996	44331.644
2.34	17038	25250.77	39540.985	44831.33
2.52	17038	25736.835	40073.526	45371.061
2.7	17038	26263.105	40645.759	45950.984
2.88	17038	26830.235	41257.833	46571.264
3.06	17038	27438.832	41909.906	47232.092
3.24	17038	28089.44	42602.141	47933.691
3.42	17038	28782.537	43334.711	48676.321
3.6	17038	29518.517	44107.787	49460.29
3.78	17038	30297.685	44921.536	50285.957
3.96	17038	31120.245	45776.105	51153.738
4.14	17038	31986.293	46671.607	52064.105
4.32	17038	32895.809	47608.099	53017.582
4.5	17038	33848.643	48585.565	54014.733
4.68	17038	34844.515	49603.894	55056.149
4.86	17038	35882.999	50662.869	56142.42
5.04	17038	36963.536	51762.153	57274.12
5.22	17038	38085.177	52901.033	58451.519
