r(x_rel=0.25)	t=0	t=1000	t=2000	t=2360
0	29866	20928.538	8819.6951	3478.1724
0.20206897	29866	20919.487	8808.5163	3466.8584
0.40413793	29866	20910.444	8797.3318	3455.548
0.6062069	29866	20897.796	8781.6614	3439.721
0.80827586	29866	20881.044	8760.8525	3418.7391
1.0103448	29866	20860.035	8734.673	3392.3979
1.2124138	29866	20834.718	8703.0017	3360.613
1.4144828	29866	20805.084	8665.7561	3323.3474
1.6165517	29866	20771.145	8622.8685	3280.587
1.8186207	29866	20732.927	8574.2759	3232.3307
2.0206897	29866	20690.468	8519.9148	3178.5844
2.2227586	29866	20643.814	8459.7187	3119.3588
2.4248276	29866	20593.015	8393.6162	3054.667
2.6268966	29866	20538.13	8321.5301	2984.5234
2.8289655	29866	20479.218	8243.3765	2908.9424
3.0310345	29866	20416.344	8159.064	2827.9379
3.2331034	29866	20349.576	8068.4938	2741.5226
3.4351724	29866	20278.978	7971.5592	2649.7077
3.6372414	29866	20204.617	7868.1449	2552.5032
3.8393103	29866	20126.558	7758.1277	2449.9183
4.0413793	29866	20044.858	7641.3755	2341.9625
4.2434483	29866	19959.573	7517.7472	2228.648
4.4455172	29866	19870.746	7387.0922	2109.9923
4.6475862	29866	19778.416	7249.2497	1986.023
4.8496552	29866	19682.609	7104.0472	1856.7842
5.0517241	29866	19583.34	6951.2989	1722.3445
5.2537931	29866	19480.617	6790.803	1582.8088
5.4558621	29866	19374.437	6622.3387	1438.3334
5.657931	29866	19264.8	6445.6619	1289.1446
5.86	29866	19151.736	6260.5498	1135.5966
