r(x_rel=1)	t=0	t=1000	t=2000	t=2360
0	29866	15095.551	5063.4418	2685.2508
0.20206897	29866	15082.476	5058.525	2677.8336
0.40413793	29866	15069.396	5053.6149	2670.4134
0.6062069	29866	15051.072	5046.7548	2660.0185
0.80827586	29866	15026.743	5037.6795	2646.2178
1.0103448	29866	14996.141	5026.3161	2628.8605
1.2124138	29866	14959.129	5012.6481	2607.8704
1.4144828	29866	14915.616	4996.6828	2583.199
1.6165517	29866	14865.531	4978.441	2554.8097
1.8186207	29866	14808.811	4957.9519	2522.672
2.0206897	29866	14745.395	4935.2501	2486.7581
2.2227586	29866	14675.221	4910.3742	2447.0422
2.4248276	29866	14598.229	4883.3651	2403.4995
2.6268966	29866	14514.355	4854.2649	2356.1059
2.8289655	29866	14423.537	4823.1158	2304.8381
3.0310345	29866	14325.715	4789.9591	2249.6731
3.2331034	29866	14220.831	4754.8341	2190.5882
3.4351724	29866	14108.832	4717.7774	2127.5599
3.6372414	29866	13989.675	4678.8215	2060.5633
3.8393103	29866	13863.326	4637.9949	1989.5707
4.0413793	29866	13729.768	4595.3209	1914.549
4.2434483	29866	13589	4550.8175	1835.4572
4.4455172	29866	13441.041	4504.4977	1752.2413
4.6475862	29866	13285.935	4456.3696	1664.8292
4.8496552	29866	13123.75	4406.4379	1573.1224
5.0517241	29866	12954.58	4354.7056	1476.986
5.2537931	29866	12778.543	4301.1774	1376.2351
5.4558621	29866	12595.784	4245.8641	1270.6179
5.657931	29866	12406.465	4188.7879	1159.794
5.86	29866	12210.811	4130.0033	1043.3394
