r(x_rel=0.75)	t=0	t=1000	t=2000	t=2360
0	17038	22215.178	36099.674	41342.315
0.18	17038	22281.678	36177.765	41421.515
0.36	17038	22348.29	36255.864	41500.723
0.54	17038	22441.78	36365.219	41611.631
0.72	17038	22566.208	36510.313	41758.781
0.9	17038	22723.185	36692.66	41943.706
1.08	17038	22913.71	36912.969	42167.123
1.26	17038	23138.591	37171.647	42429.439
1.44	17038	23398.575	37468.962	42730.919
1.62	17038	23694.393	37805.114	43071.757
1.8	17038	24026.783	38180.266	43452.11
1.98	17038	24396.487	38594.563	43872.116
2.16	17038	24804.249	39048.142	44331.904
2.34	17038	25250.804	39541.136	44831.603
2.52	17038	25736.871	40073.683	45371.348
2.7	17038	26263.144	40645.924	45951.287
2.88	17038	26830.278	41258.007	46571.585
3.06	17038	27438.878	41910.09	47232.433
3.24	17038	28089.49	42602.337	47934.053
3.42	17038	28782.592	43334.921	48676.706
3.6	17038	29518.577	44108.014	49460.701
3.78	17038	30297.751	44921.781	50286.396
3.96	17038	31120.319	45776.371	51154.206
4.14	17038	31986.376	46671.895	52064.603
4.32	17038	32895.901	47608.411	53018.11
4.5	17038	33848.747	48585.901	54015.289
4.68	17038	34844.631	49604.255	55056.73
4.86	17038	35883.13	50663.251	56143.021
5.04	17038	36963.683	51762.554	57274.734
5.22	17038	38085.344	52901.449	58452.137
