r(x_rel=0.5)	t=0	t=1000	t=2000	t=2360
0	29866	19744.207	7607.29	3183.6179
0.20206897	29866	19736.26	7596.4557	3173.933
0.40413793	29866	19728.31	7585.6202	3164.2466
0.6062069	29866	19717.173	7570.448	3150.6821
0.80827586	29866	19702.385	7550.3171	3132.6825
1.0103448	29866	19683.784	7525.0174	3110.0582
1.2124138	29866	19661.284	7494.4506	3082.7189
1.4144828	29866	19634.83	7458.561	3050.6118
1.6165517	29866	19604.373	7417.3121	3013.7011
1.8186207	29866	19569.87	7370.6778	2971.9593
2.0206897	29866	19531.278	7318.6377	2925.364
2.2227586	29866	19488.55	7261.1745	2873.8951
2.4248276	29866	19441.634	7198.2732	2817.5348
2.6268966	29866	19390.477	7129.9198	2756.2667
2.8289655	29866	19335.02	7056.1013	2690.076
3.0310345	29866	19275.199	6976.8049	2618.9497
3.2331034	29866	19210.949	6892.0179	2542.8771
3.4351724	29866	19142.201	6801.7279	2461.85
3.6372414	29866	19068.887	6705.9229	2375.8639
3.8393103	29866	18990.937	6604.5917	2284.9181
4.0413793	29866	18908.287	6497.7247	2189.0167
4.2434483	29866	18820.878	6385.3157	2088.1691
4.4455172	29866	18728.659	6267.364	1982.3901
4.6475862	29866	18631.592	6143.8774	1871.7001
4.8496552	29866	18529.65	6014.8767	1756.1245
5.0517241	29866	18422.82	5880.4018	1635.6921
5.2537931	29866	18311.105	5740.5186	1510.4334
5.4558621	29866	18194.515	5595.3291	1380.3761
5.657931	29866	18073.063	5444.9822	1245.5402
5.86	29866	17946.78	5289.7211	1105.9624
