r(x_rel=0.75)	t=0	t=1000	t=2000	t=2360
0	29866	18217.931	6331.9966	2938.6851
0.20206897	29866	18207.308	6323.3292	2930.1499
0.40413793	29866	18196.681	6314.6624	2921.6115
0.6062069	29866	18181.793	6302.53	2909.6509
0.80827586	29866	18162.028	6286.4387	2893.7729
1.0103448	29866	18137.17	6266.2263	2873.8052
1.2124138	29866	18107.112	6241.8226	2849.6619
1.4144828	29866	18071.786	6213.1946	2821.2893
1.6165517	29866	18031.145	6180.3288	2788.6483
1.8186207	29866	17985.15	6143.225	2751.7069
2.0206897	29866	17933.77	6101.8935	2710.4377
2.2227586	29866	17876.978	6056.3551	2664.8159
2.4248276	29866	17814.754	6006.6415	2614.8196
2.6268966	29866	17747.078	5952.7961	2560.4285
2.8289655	29866	17673.939	5894.8761	2501.625
3.0310345	29866	17595.327	5832.9537	2438.3939
3.2331034	29866	17511.235	5767.1183	2370.7221
3.4351724	29866	17421.661	5697.4776	2298.5988
3.6372414	29866	17326.603	5624.1598	2222.0154
3.8393103	29866	17226.056	5547.3148	2140.9639
4.0413793	29866	17120.016	5467.1145	2055.4365
4.2434483	29866	17008.471	5383.7535	1965.4234
4.4455172	29866	16891.401	5297.4482	1870.9101
4.6475862	29866	16768.774	5208.4346	1771.8737
4.8496552	29866	16640.546	5116.9655	1668.2778
5.0517241	29866	16506.657	5023.3052	1560.0659
5.2537931	29866	16367.031	4927.7227	1447.1524
5.4558621	29866	16221.582	4830.4815	1329.411
5.657931	29866	16070.216	4731.8268	1206.66
5.86	29866	15912.877	4631.986	1078.6754
