t(s)	total_current(A)
0	-20
0.1	-20
0.2	-20
0.4	-20
0.8	-20
1.6	-20
3.2	-20
4.8	-20
8	-20
11.2	-20
14.4	-20
17.6	-20
20.8	-20
24	-20
27.2	-20
30.4	-20
33.6	-20
36.8	-20
40	-20
43.2	-20
46.4	-20
49.6	-20
52.8	-20
56	-20
