t(s)	total_voltage(V)
0	4.1809414
0.05	3.9965768
0.1	3.9956544
0.2	3.9938526
0.4	3.9904425
0.8	3.9843895
1.6	3.9747199
3.2	3.9611706
6.4	3.944103
12.8	3.9237894
19.2	3.9112042
25.6	3.902633
35.6	3.8932187
45.6	3.8864393
55.6	3.8810206
65.6	3.8762624
75.6	3.8717112
85.6	3.8671677
95.6	3.86257
105.6	3.8578099
115.6	3.8527883
125.6	3.8475378
135.6	3.8421508
145.6	3.8366557
155.6	3.8310511
165.6	3.8253895
175.6	3.8197476
185.6	3.8141573
195.6	3.8086199
205.6	3.803157
215.6	3.7978046
225.6	3.7925773
235.6	3.7874699
245.6	3.7824838
255.6	3.77763
265.6	3.7729112
275.6	3.7683177
285.6	3.7638414
295.6	3.7594813
305.6	3.7552325
315.6	3.7510813
325.6	3.7470137
335.6	3.7430216
345.6	3.7390947
355.6	3.7352154
365.6	3.7313668
375.6	3.7275396
385.6	3.7237251
395.6	3.7199092
405.6	3.7160805
415.6	3.7122361
425.6	3.7083735
435.6	3.7044849
445.6	3.7005641
455.6	3.6966117
465.6	3.6926283
475.6	3.6886091
485.6	3.6845499
495.6	3.6804521
505.6	3.6763177
515.6	3.6721429
525.6	3.6679249
535.6	3.6636652
545.6	3.6593656
555.6	3.6550233
565.6	3.6506363
575.6	3.6462063
585.6	3.6417347
595.6	3.6372204
605.6	3.6326627
615.6	3.6280641
625.6	3.6234268
635.6	3.618752
645.6	3.6140409
655.6	3.6092967
665.6	3.6045234
675.6	3.5997244
685.6	3.5949038
695.6	3.5900666
705.6	3.5852188
715.6	3.5803664
725.6	3.5755157
735.6	3.5706735
745.6	3.5658466
755.6	3.5610421
765.6	3.5562669
775.6	3.5515275
785.6	3.5468301
795.6	3.542181
805.6	3.5375861
815.6	3.5330509
825.6	3.5285808
835.6	3.5241816
845.6	3.5198595
855.6	3.5156206
865.6	3.5114709
875.6	3.5074164
885.6	3.5034629
895.6	3.4996136
905.6	3.4958701
915.6	3.4922329
925.6	3.4886993
935.6	3.4852644
945.6	3.4819223
955.6	3.4786668
965.6	3.47549
975.6	3.4723837
985.6	3.4693397
995.6	3.4663511
1000	3.4650516
1010	3.4621291
1020	3.4592443
1030	3.4563909
1040	3.4535629
1050	3.4507551
1060	3.4479624
1070	3.4451807
1080	3.4424062
1090	3.4396352
1100	3.4368647
1110	3.4340921
1120	3.431315
1130	3.4285313
1140	3.4257393
1150	3.4229373
1160	3.4201239
1170	3.4172981
1180	3.4144588
1190	3.411605
1200	3.408736
1210	3.4058511
1220	3.4029498
1230	3.4000316
1240	3.3970959
1250	3.3941425
1260	3.3911709
1270	3.388181
1280	3.3851731
1290	3.3821463
1300	3.3791011
1310	3.3760376
1320	3.3729551
1330	3.3698534
1340	3.3667325
1350	3.3635926
1360	3.3604334
1370	3.3572543
1380	3.3540556
1390	3.3508377
1400	3.3476003
1410	3.344343
1420	3.3410659
1430	3.3377696
1440	3.3344538
1450	3.3311183
1460	3.3277632
1470	3.3243889
1480	3.320996
1490	3.3175837
1500	3.3141526
1510	3.3107027
1520	3.3072336
1530	3.3037446
1540	3.3002355
1550	3.2967064
1560	3.2931564
1570	3.2895843
1580	3.2859897
1590	3.282372
1600	3.2787301
1610	3.2750623
1620	3.2713674
1630	3.2676446
1640	3.2638923
1650	3.2601087
1660	3.2562928
1670	3.2524437
1680	3.2485608
1690	3.2446435
1700	3.2406919
1710	3.2367069
1720	3.2326893
1730	3.2286403
1740	3.2245608
1750	3.2204519
1760	3.2163142
1770	3.2121471
1780	3.2079496
1790	3.2037192
1800	3.199453
1810	3.195147
1820	3.1907955
1830	3.1863929
1840	3.1819331
1850	3.1774094
1860	3.1728144
1870	3.1681406
1880	3.1633805
1890	3.1585269
1900	3.1535706
1910	3.1485032
1920	3.1433156
1930	3.1379972
1940	3.1325363
1950	3.1269201
1960	3.121134
1970	3.1151601
1980	3.1089764
1990	3.1025558
2000	3.0958632
2010	3.0888523
2020	3.0814614
2030	3.0736102
2040	3.0651977
2050	3.0561048
2060	3.0462091
2070	3.0354151
2080	3.0236896
2090	3.0110853
2100	2.9977351
2110	2.9838216
2120	2.9695398
2130	2.955064
2140	2.9405262
2150	2.9260041
2160	2.9115171
2170	2.8970302
2180	2.8824598
2190	2.8676811
2200	2.8525339
2210	2.8368266
2220	2.8203373
2230	2.802813
2240	2.7839667
2250	2.7634766
2260	2.7409818
2270	2.7160796
2280	2.6883204
2290	2.6572016
2300	2.6221575
2310	2.5825462
2320	2.5376394
2330	2.4866072
