t(s)	total_voltage(V)
0	4.1809414
0.0015625	3.8604034
0.00234375	3.8603643
0.00390625	3.8602863
0.00703125	3.8601302
0.01328125	3.8598184
0.02578125	3.8591968
0.05078125	3.8579619
0.10078125	3.8555279
0.20078125	3.850819
0.40078125	3.8420992
0.80078125	3.8273909
1.6007813	3.8064812
3.2007813	3.7834889
4.8007812	3.7712316
8.0007812	3.7540071
11.200781	3.7363094
14.400781	3.7160255
17.600781	3.6927753
20.800781	3.6663798
24.000781	3.6370157
27.200781	3.6047592
30.400781	3.5693615
33.600781	3.530855
36.800781	3.4899582
40.000781	3.4476187
43.200781	3.4034987
44.800781	3.3801795
46.400781	3.3560185
48.000781	3.3311275
49.600781	3.3057466
51.200781	3.2803006
52.800781	3.2553567
54.400781	3.2314025
56.000781	3.2086556
57.600781	3.1870653
59.200781	3.166441
60.800781	3.1465558
62.400781	3.1271974
62.600781	3.1248048
63.000781	3.1200354
63.400781	3.1152851
63.800781	3.1105519
64.200781	3.1058337
64.600781	3.1011282
65.000781	3.0964337
65.400781	3.0917485
65.800781	3.0870711
66.200781	3.0823999
66.600781	3.0777336
67.000781	3.0730707
67.400781	3.0684102
67.800781	3.0637506
68.200781	3.0590909
68.600781	3.05443
69.000781	3.0497668
69.400781	3.0451003
69.800781	3.0404295
70.200781	3.0357535
70.600781	3.0310713
70.800781	3.0287275
70.850781	3.0281413
70.863281	3.0279948
70.869531	3.0279215
70.870313	3.0279123
70.870703	3.0279077
70.870898	3.0279054
70.870947	3.0279049
