t(s)	total_voltage(V)
34960	3.0475726
35050	3.0325441
35140	3.016457
35230	2.9992035
35320	2.9806679
35410	2.9607259
35500	2.9392428
35590	2.9160742
35680	2.891064
35770	2.864043
35860	2.8348278
35950	2.8032189
36040	2.7690014
36130	2.7319416
36220	2.6917841
36310	2.6482507
36400	2.6010408
36490	2.5498256
36580	2.4942466
