t(s)	total_voltage(V)
0	4.1610342
0.1	4.1582268
0.3	4.1579732
0.7	4.1575173
1.5	4.1567687
3.1	4.1556618
6.3	4.1541338
12.7	4.1520096
25.5	4.1489918
51.1	4.1448196
102.3	4.1392888
192.3	4.1326578
282.3	4.1275589
372.3	4.1232076
462.3	4.1192014
552.3	4.1154796
642.3	4.1120677
732.3	4.1089017
822.3	4.1059195
912.3	4.1031335
1000	4.1006045
1090	4.098174
1180	4.0959016
1270	4.0937818
1360	4.0918091
1450	4.0899777
1540	4.0882819
1630	4.0867171
1720	4.0852777
1810	4.0839581
1900	4.082752
1990	4.0816531
2000	4.0815374
2090	4.0805498
2180	4.0796544
2270	4.0788438
2360	4.0781099
2450	4.0774445
2540	4.076839
2630	4.0762847
2720	4.0757728
2810	4.0752948
2900	4.0748419
2990	4.0744058
3080	4.0739786
3170	4.0735525
3260	4.0731201
3350	4.0726745
3440	4.0722089
3530	4.0717172
3620	4.0711931
3710	4.0706312
3800	4.0700261
3890	4.069373
3980	4.0686678
4000	4.0685036
4090	4.0677294
4180	4.0668954
4270	4.0659988
4360	4.0650375
4450	4.06401
4540	4.0629151
4630	4.0617523
4720	4.0605214
4810	4.0592227
4900	4.0578566
4990	4.0564242
5080	4.0549269
5170	4.0533661
5260	4.0517437
5350	4.0500618
5440	4.0483228
5530	4.046529
5620	4.044683
5710	4.0427875
5800	4.0408454
5890	4.0388594
5980	4.0368326
6070	4.0347677
6160	4.0326678
6250	4.0305357
6340	4.0283745
6430	4.0261867
6520	4.0239753
6610	4.0217429
6700	4.0194921
6790	4.0172255
6880	4.0149454
6970	4.0126542
7060	4.010354
7150	4.0080469
7240	4.0057348
7330	4.0034195
7420	4.0011027
7510	3.9987858
7600	3.9964702
7690	3.9941572
7780	3.9918479
7870	3.989543
7960	3.9872435
8050	3.98495
8140	3.9826629
8230	3.9803826
8320	3.9781093
8410	3.975843
8500	3.9735837
8590	3.9713313
8680	3.9690854
8770	3.9668458
8860	3.9646121
8950	3.9623837
9040	3.9601602
9130	3.957941
9220	3.9557256
9310	3.9535132
9400	3.9513034
9490	3.9490953
9580	3.9468883
9670	3.9446815
9760	3.942474
9850	3.9402649
9940	3.938053
10030	3.9358372
10120	3.9336158
10210	3.9313873
10300	3.9291499
10390	3.9269015
10480	3.9246396
10570	3.9223616
10660	3.9200646
10750	3.9177452
10840	3.9153999
10930	3.9130247
11020	3.9106154
11110	3.9081679
11200	3.9056777
11290	3.9031408
11380	3.9005537
11470	3.8979136
11560	3.8952188
11650	3.8924693
11740	3.8896671
11830	3.886816
11920	3.8839223
12010	3.880994
12100	3.8780408
12190	3.8750739
12280	3.8721048
12370	3.869145
12460	3.8662058
12550	3.8632974
12640	3.8604288
12730	3.8576072
12820	3.8548385
12910	3.8521268
13000	3.8494745
13090	3.8468828
13180	3.8443511
13270	3.8418782
13360	3.8394614
13450	3.8370978
13540	3.8347834
13630	3.8325143
13720	3.830286
13810	3.828094
13900	3.825934
13990	3.8238014
14080	3.8216921
14170	3.8196019
14260	3.8175269
14350	3.8154637
14440	3.8134087
14530	3.8113588
14620	3.8093113
14710	3.8072635
14800	3.805213
14890	3.8031577
14980	3.8010957
15070	3.7990254
15160	3.7969452
15250	3.7948538
15340	3.7927502
15430	3.7906335
15520	3.7885029
15610	3.7863577
15700	3.7841977
15790	3.7820225
15880	3.7798321
15970	3.7776263
16060	3.7754055
16150	3.7731698
16240	3.7709198
16330	3.7686559
16420	3.7663787
16510	3.7640891
16600	3.7617879
16690	3.7594761
16780	3.7571546
16870	3.7548246
16960	3.7524874
17050	3.7501441
17140	3.747796
17230	3.7454446
17320	3.7430911
17410	3.740737
17500	3.7383838
17590	3.7360328
17680	3.7336854
17770	3.7313432
17860	3.7290074
17950	3.7266794
18040	3.7243605
18130	3.722052
18220	3.719755
18310	3.7174708
18400	3.7152003
18490	3.7129445
18580	3.7107044
18670	3.7084808
18760	3.7062744
18850	3.7040858
18940	3.7019157
19030	3.6997644
19120	3.6976323
19210	3.6955197
19300	3.6934268
19390	3.6913538
19480	3.6893005
19570	3.6872669
19660	3.6852529
19750	3.6832583
19840	3.6812828
19930	3.6793259
20020	3.6773873
20110	3.6754664
20200	3.6735628
20290	3.6716757
20380	3.6698046
20470	3.6679487
20560	3.6661073
20650	3.6642797
20740	3.662465
20830	3.6606623
20920	3.6588709
21010	3.6570897
21100	3.655318
21190	3.6535546
21280	3.6517988
21370	3.6500494
21460	3.6483056
21550	3.6465661
21640	3.6448301
21730	3.6430965
21820	3.6413641
21910	3.639632
22000	3.6378988
22090	3.6361637
22180	3.6344253
22270	3.6326824
22360	3.630934
22450	3.6291787
22540	3.6274153
22630	3.6256425
22720	3.6238591
22810	3.6220636
22900	3.6202548
22990	3.6184314
23080	3.6165919
23170	3.6147349
23260	3.6128591
23350	3.6109631
23440	3.6090456
23530	3.6071051
23620	3.6051405
23710	3.6031504
23800	3.6011336
23890	3.5990891
23980	3.5970158
24070	3.5949127
24160	3.5927791
24250	3.5906143
24340	3.5884178
24430	3.5861892
24520	3.5839284
24610	3.5816353
24700	3.5793101
24790	3.5769533
24880	3.5745655
24970	3.5721476
25060	3.5697005
25150	3.5672255
25240	3.5647242
25330	3.5621981
25420	3.5596492
25510	3.5570794
25600	3.554491
25690	3.5518864
25780	3.549268
25870	3.5466384
25960	3.5440004
26050	3.5413567
26140	3.53871
26230	3.5360633
26320	3.5334194
26410	3.530781
26500	3.5281508
26590	3.5255316
26680	3.5229258
26770	3.5203359
26860	3.5177642
26950	3.5152128
27040	3.5126836
27130	3.5101783
27220	3.5076985
27310	3.5052456
27400	3.5028205
27490	3.5004243
27580	3.4980576
27670	3.4957207
27760	3.4934139
27850	3.4911372
27940	3.4888902
28030	3.4866724
28120	3.4844832
28210	3.4823215
28300	3.4801862
28390	3.4780759
28480	3.4759888
28570	3.4739232
28660	3.4718769
28750	3.4698475
28840	3.4678324
28930	3.4658286
29020	3.463833
29110	3.4618421
29200	3.459852
29290	3.4578586
29380	3.4558571
29470	3.4538427
29560	3.4518099
29650	3.4497526
29740	3.4476645
29830	3.4455383
29920	3.4433665
30010	3.4411404
30100	3.4388511
30190	3.4364885
30280	3.4340416
30370	3.4314989
30460	3.4288474
30550	3.4260736
30640	3.4231624
30730	3.4200982
30820	3.4168641
30910	3.4134426
31000	3.4098153
31090	3.4059635
31180	3.4018683
31270	3.3975113
31360	3.3928748
31450	3.3879426
31540	3.3827007
31630	3.3771378
31720	3.3712464
31810	3.3650229
31900	3.358469
31990	3.3515915
32080	3.3444033
32170	3.3369227
32260	3.3291738
32350	3.3211856
32440	3.3129913
32530	3.3046272
32620	3.2961311
32710	3.2875406
32800	3.2788922
32890	3.2702189
32980	3.2615493
33070	3.2529062
33160	3.2443058
33250	3.2357568
33340	3.2272606
33430	3.2188109
33520	3.2103941
33610	3.2019897
33700	3.1935706
33790	3.1851038
33880	3.1765512
33970	3.1678696
34060	3.1590116
34150	3.1499257
34240	3.1405568
34330	3.130846
34420	3.1207311
34510	3.1101459
34600	3.0990206
34690	3.0872813
34780	3.0748498
34870	3.0616429
