t(s)	total_voltage(V)
0	4.178911
0.1	4.1786296
0.3	4.1786035
0.7	4.1785567
1.5	4.1784799
3.1	4.178366
6.3	4.1782075
12.7	4.1779854
25.5	4.177668
51.1	4.1772251
102.3	4.1766285
192.3	4.1758886
282.3	4.1752941
372.3	4.1747654
462.3	4.1742594
552.3	4.1737696
642.3	4.1733
732.3	4.1728439
822.3	4.1723939
912.3	4.1719513
1000	4.1715275
1090	4.171097
1180	4.1706701
1270	4.1702464
1360	4.1698252
1450	4.1694059
1540	4.1689886
1630	4.1685728
1720	4.1681584
1810	4.1677451
1900	4.1673331
1990	4.1669222
2000	4.1668766
2090	4.1664667
2180	4.1660578
2270	4.16565
2360	4.1652431
2450	4.164837
2540	4.1644319
2630	4.1640277
2720	4.1636244
2810	4.1632219
2900	4.1628205
2990	4.1624199
3080	4.16202
3170	4.1616213
3260	4.1612235
3350	4.1608265
3440	4.1604303
3530	4.1600353
3620	4.1596412
3710	4.1592478
3800	4.1588556
3890	4.1584643
3980	4.1580739
4000	4.1579873
4090	4.157598
4180	4.1572098
4270	4.1568227
4360	4.1564364
4450	4.156051
4540	4.1556669
4630	4.1552836
4720	4.1549013
4810	4.15452
4900	4.1541399
4990	4.1537607
5080	4.1533824
5170	4.1530054
5260	4.1526293
5350	4.1522542
5440	4.1518802
5530	4.1515074
5620	4.1511355
5710	4.1507646
5800	4.150395
5890	4.1500264
5980	4.1496588
6070	4.1492923
6160	4.1489271
6250	4.1485628
6340	4.1481996
6430	4.1478376
6520	4.1474768
6610	4.1471169
6700	4.1467583
6790	4.1464009
6880	4.1460445
6970	4.1456892
7060	4.1453352
7150	4.1449824
7240	4.1446305
7330	4.1442799
7420	4.1439306
7510	4.1435824
7600	4.1432351
7690	4.1428894
7780	4.1425448
7870	4.1422012
7960	4.1418589
8050	4.1415179
8140	4.141178
8230	4.1408392
8320	4.1405019
8410	4.1401657
8500	4.1398306
8590	4.1394968
8680	4.1391644
8770	4.1388331
8860	4.1385028
8950	4.1381741
9040	4.1378467
9130	4.1375203
9220	4.1371952
9310	4.1368715
9400	4.136549
9490	4.1362276
9580	4.1359077
9670	4.1355891
9760	4.1352716
9850	4.1349553
9940	4.1346406
10030	4.1343271
10120	4.1340146
10210	4.1337037
10300	4.1333942
10390	4.1330857
10480	4.1327786
10570	4.132473
10660	4.1321685
10750	4.1318652
10840	4.1315635
10930	4.1312631
11020	4.1309639
11110	4.130666
11200	4.1303696
11290	4.1300745
11380	4.1297805
11470	4.1294881
11560	4.129197
11650	4.1289071
11740	4.1286186
11830	4.1283315
11920	4.1280458
12010	4.1277612
12100	4.1274782
12190	4.1271966
12280	4.1269162
12370	4.1266371
12460	4.1263595
12550	4.1260833
12640	4.1258082
12730	4.1255347
12820	4.1252626
12910	4.1249918
13000	4.1247222
13090	4.1244542
13180	4.1241876
13270	4.1239221
13360	4.1236582
13450	4.1233957
13540	4.1231345
13630	4.1228745
13720	4.1226162
13810	4.1223591
13900	4.1221033
13990	4.121849
14080	4.1215962
14170	4.1213446
14260	4.1210943
14350	4.1208456
14440	4.1205983
14530	4.1203521
14620	4.1201075
14710	4.1198643
14800	4.1196224
14890	4.1193818
14980	4.1191428
15070	4.1189051
15160	4.1186687
15250	4.1184337
15340	4.1182002
15430	4.117968
15520	4.1177371
15610	4.1175077
15700	4.1172797
15790	4.1170529
15880	4.1168276
15970	4.1166037
16060	4.1163812
16150	4.1161599
16240	4.1159402
16330	4.1157218
16420	4.1155046
16510	4.1152889
16600	4.1150746
16690	4.1148617
16780	4.11465
16870	4.1144398
16960	4.114231
17050	4.1140233
17140	4.1138172
17230	4.1136125
17320	4.113409
17410	4.1132068
17500	4.1130061
17590	4.1128068
17680	4.1126086
17770	4.1124119
17860	4.1122166
17950	4.1120225
18040	4.1118298
18130	4.1116385
18220	4.1114484
18310	4.1112596
18400	4.1110723
18490	4.1108863
18580	4.1107015
18670	4.110518
18760	4.1103359
18850	4.1101551
18940	4.1099756
19030	4.1097974
19120	4.1096205
19210	4.1094449
19300	4.1092705
19390	4.1090976
19480	4.1089258
19570	4.1087553
19660	4.1085861
19750	4.1084182
19840	4.1082516
19930	4.1080861
20020	4.1079221
