t(s)	total_voltage(V)
0	4.0634193
0.1	4.0360499
0.3	4.0336902
0.7	4.0294432
1.5	4.0225622
3.1	4.0127433
6.3	3.9999618
12.7	3.9836858
25.5	3.9638453
38.3	3.9521923
51.1	3.9452041
63.9	3.9407863
89.5	3.9354155
115.1	3.9320036
140.7	3.9291362
166.3	3.9259429
217.5	3.9168907
268.7	3.9044586
319.9	3.8900419
409.9	3.8632644
499.9	3.8379899
589.9	3.81542
679.9	3.794841
769.9	3.7746135
859.9	3.7535623
949.9	3.731306
1000	3.7183045
1090	3.6935257
1180	3.666549
1270	3.6376873
1360	3.6095814
1450	3.5845632
1540	3.5624614
1630	3.5428632
1720	3.525338
1810	3.5088974
1900	3.4926005
1990	3.4761764
2000	3.4743536
2090	3.4575388
2180	3.4399374
2270	3.4213494
2360	3.4014756
2450	3.3798927
2540	3.3562999
2630	3.3313518
2720	3.3066924
2810	3.2826733
2900	3.2574528
2990	3.2281616
3080	3.18865
3170	3.123784
3260	3.0370308
3350	2.9481396
3440	2.827487
3530	2.5973863
3620	2.0965568
