t(s)	total_current(A)
0	-10
0.1	-10
0.3	-10
0.7	-10
1.5	-10
3.1	-10
6.3	-10
12.7	-10
19.1	-10
25.5	-10
31.9	-10
38.3	-10
51.1	-10
63.9	-10
76.7	-10
102.3	-10
127.9	-10
179.1	-10
230.3	-10
281.5	-10
332.7	-10
383.9	-10
435.1	-10
486.3	-10
537.5	-10
588.7	-10
639.9	-10
691.1	-10
742.3	-10
793.5	-10
844.7	-10
895.9	-10
985.9	-10
1000	-10
1090	-10
1180	-10
1270	-10
1360	-10
1450	-10
1540	-10
1562.5	-10
1585	-10
1607.5	-10
1630	-10
1652.5	-10
1675	-10
