t(s)	total_current(A)
155380	-0.05
155470	-0.05
155560	-0.05
155650	-0.05
155740	-0.05
155830	-0.05
155920	-0.05
156010	-0.05
156100	-0.05
156190	-0.05
156280	-0.05
156370	-0.05
156460	-0.05
156550	-0.05
156640	-0.05
156730	-0.05
156820	-0.05
156910	-0.05
157000	-0.05
157090	-0.05
157180	-0.05
157270	-0.05
157360	-0.05
157450	-0.05
157540	-0.05
157630	-0.05
157720	-0.05
157810	-0.05
157900	-0.05
157990	-0.05
158080	-0.05
158170	-0.05
158260	-0.05
158350	-0.05
158440	-0.05
158530	-0.05
158620	-0.05
158710	-0.05
158800	-0.05
158890	-0.05
158980	-0.05
159070	-0.05
159160	-0.05
159250	-0.05
159340	-0.05
159430	-0.05
159520	-0.05
159610	-0.05
159700	-0.05
159790	-0.05
159880	-0.05
159970	-0.05
160060	-0.05
160150	-0.05
160240	-0.05
160330	-0.05
160420	-0.05
160510	-0.05
160600	-0.05
160690	-0.05
160780	-0.05
160870	-0.05
160960	-0.05
161050	-0.05
161140	-0.05
161230	-0.05
161320	-0.05
161410	-0.05
161500	-0.05
161590	-0.05
161680	-0.05
161770	-0.05
161860	-0.05
161950	-0.05
162040	-0.05
162130	-0.05
162220	-0.05
162310	-0.05
162400	-0.05
162490	-0.05
162580	-0.05
162670	-0.05
162760	-0.05
162850	-0.05
162940	-0.05
163030	-0.05
163120	-0.05
163210	-0.05
163300	-0.05
163390	-0.05
163480	-0.05
163570	-0.05
163660	-0.05
163750	-0.05
163840	-0.05
163930	-0.05
164020	-0.05
164110	-0.05
164200	-0.05
164290	-0.05
164380	-0.05
164470	-0.05
164560	-0.05
164650	-0.05
164740	-0.05
164830	-0.05
164920	-0.05
165010	-0.05
165100	-0.05
165190	-0.05
165280	-0.05
165370	-0.05
165460	-0.05
165550	-0.05
165640	-0.05
165730	-0.05
165820	-0.05
165910	-0.05
166000	-0.05
166090	-0.05
166180	-0.05
166270	-0.05
166360	-0.05
166450	-0.05
166540	-0.05
166630	-0.05
166720	-0.05
166810	-0.05
166900	-0.05
166990	-0.05
167080	-0.05
167170	-0.05
167260	-0.05
167350	-0.05
167440	-0.05
167530	-0.05
167620	-0.05
167710	-0.05
167800	-0.05
167890	-0.05
167980	-0.05
168070	-0.05
168160	-0.05
168250	-0.05
168340	-0.05
168430	-0.05
168520	-0.05
168610	-0.05
168700	-0.05
168790	-0.05
168880	-0.05
168970	-0.05
169060	-0.05
169150	-0.05
169240	-0.05
169330	-0.05
169420	-0.05
169510	-0.05
169600	-0.05
169690	-0.05
169780	-0.05
169870	-0.05
169960	-0.05
170050	-0.05
170140	-0.05
170230	-0.05
170320	-0.05
170410	-0.05
170500	-0.05
170590	-0.05
170680	-0.05
170770	-0.05
170860	-0.05
170950	-0.05
171040	-0.05
171130	-0.05
171220	-0.05
171310	-0.05
171400	-0.05
171490	-0.05
171580	-0.05
171670	-0.05
171760	-0.05
171850	-0.05
171940	-0.05
172030	-0.05
172120	-0.05
172210	-0.05
172300	-0.05
172390	-0.05
172480	-0.05
172570	-0.05
172660	-0.05
172750	-0.05
172840	-0.05
172930	-0.05
173020	-0.05
173110	-0.05
173200	-0.05
173290	-0.05
173380	-0.05
173470	-0.05
173560	-0.05
173650	-0.05
173740	-0.05
173830	-0.05
173920	-0.05
174010	-0.05
174100	-0.05
174190	-0.05
174280	-0.05
174370	-0.05
174460	-0.05
174550	-0.05
174640	-0.05
174730	-0.05
174820	-0.05
174910	-0.05
175000	-0.05
175090	-0.05
175180	-0.05
175270	-0.05
175360	-0.05
175450	-0.05
175540	-0.05
175630	-0.05
175720	-0.05
175810	-0.05
175900	-0.05
175990	-0.05
176080	-0.05
176170	-0.05
176260	-0.05
176350	-0.05
176440	-0.05
176530	-0.05
176620	-0.05
176710	-0.05
176800	-0.05
176890	-0.05
176980	-0.05
177070	-0.05
177160	-0.05
177250	-0.05
177340	-0.05
177430	-0.05
177520	-0.05
177610	-0.05
177700	-0.05
177790	-0.05
177880	-0.05
177970	-0.05
178060	-0.05
178150	-0.05
178240	-0.05
178330	-0.05
178420	-0.05
178510	-0.05
178600	-0.05
178690	-0.05
178780	-0.05
178870	-0.05
178960	-0.05
179050	-0.05
179140	-0.05
179230	-0.05
179320	-0.05
179410	-0.05
179500	-0.05
179590	-0.05
179680	-0.05
179770	-0.05
179860	-0.05
179950	-0.05
180040	-0.05
180130	-0.05
180220	-0.05
180310	-0.05
180400	-0.05
180490	-0.05
180580	-0.05
180670	-0.05
180760	-0.05
180850	-0.05
180940	-0.05
181030	-0.05
181120	-0.05
181210	-0.05
181300	-0.05
181390	-0.05
181480	-0.05
181570	-0.05
181660	-0.05
181750	-0.05
181840	-0.05
181930	-0.05
182020	-0.05
182110	-0.05
182200	-0.05
182290	-0.05
182380	-0.05
182470	-0.05
182560	-0.05
182650	-0.05
182740	-0.05
182830	-0.05
182920	-0.05
183010	-0.05
183100	-0.05
183190	-0.05
183280	-0.05
183370	-0.05
183460	-0.05
183550	-0.05
183640	-0.05
183730	-0.05
183820	-0.05
183910	-0.05
184000	-0.05
184090	-0.05
184180	-0.05
184270	-0.05
184360	-0.05
184450	-0.05
184540	-0.05
184630	-0.05
184720	-0.05
184810	-0.05
184900	-0.05
184990	-0.05
185080	-0.05
185170	-0.05
185260	-0.05
185350	-0.05
185440	-0.05
185530	-0.05
185620	-0.05
185710	-0.05
185800	-0.05
185890	-0.05
185980	-0.05
186070	-0.05
186160	-0.05
186250	-0.05
186340	-0.05
186430	-0.05
186520	-0.05
186610	-0.05
186700	-0.05
186790	-0.05
186880	-0.05
186970	-0.05
187060	-0.05
187150	-0.05
187240	-0.05
187330	-0.05
187420	-0.05
187510	-0.05
187600	-0.05
187690	-0.05
187780	-0.05
187870	-0.05
187960	-0.05
188050	-0.05
188140	-0.05
188230	-0.05
188320	-0.05
188410	-0.05
188500	-0.05
188590	-0.05
188680	-0.05
188770	-0.05
188860	-0.05
188950	-0.05
189040	-0.05
189130	-0.05
189220	-0.05
189310	-0.05
189400	-0.05
189490	-0.05
189580	-0.05
189670	-0.05
189760	-0.05
189850	-0.05
189940	-0.05
190030	-0.05
190120	-0.05
190210	-0.05
190300	-0.05
190390	-0.05
190480	-0.05
190570	-0.05
190660	-0.05
190750	-0.05
190840	-0.05
190930	-0.05
191020	-0.05
191110	-0.05
191200	-0.05
191290	-0.05
191380	-0.05
191470	-0.05
191560	-0.05
191650	-0.05
191740	-0.05
191830	-0.05
191920	-0.05
192010	-0.05
192100	-0.05
192190	-0.05
192280	-0.05
192370	-0.05
192460	-0.05
192550	-0.05
192640	-0.05
192730	-0.05
192820	-0.05
192910	-0.05
193000	-0.05
193090	-0.05
193180	-0.05
193270	-0.05
193360	-0.05
193450	-0.05
193540	-0.05
193630	-0.05
193720	-0.05
193810	-0.05
193900	-0.05
193990	-0.05
194080	-0.05
194170	-0.05
194260	-0.05
194350	-0.05
194440	-0.05
194530	-0.05
194620	-0.05
194710	-0.05
194800	-0.05
194890	-0.05
194980	-0.05
195070	-0.05
195160	-0.05
195250	-0.05
195340	-0.05
195430	-0.05
195520	-0.05
195610	-0.05
195700	-0.05
195790	-0.05
195880	-0.05
195970	-0.05
196060	-0.05
196150	-0.05
196240	-0.05
196330	-0.05
196420	-0.05
196510	-0.05
196600	-0.05
196690	-0.05
196780	-0.05
196870	-0.05
196960	-0.05
197050	-0.05
197140	-0.05
197230	-0.05
197320	-0.05
197410	-0.05
197500	-0.05
197590	-0.05
197680	-0.05
197770	-0.05
197860	-0.05
197950	-0.05
198040	-0.05
198130	-0.05
198220	-0.05
198310	-0.05
198400	-0.05
198490	-0.05
198580	-0.05
198670	-0.05
198760	-0.05
198850	-0.05
198940	-0.05
199030	-0.05
199120	-0.05
199210	-0.05
199300	-0.05
199390	-0.05
199480	-0.05
199570	-0.05
199660	-0.05
199750	-0.05
199840	-0.05
199930	-0.05
200020	-0.05
200110	-0.05
200200	-0.05
200290	-0.05
200380	-0.05
200470	-0.05
200560	-0.05
200650	-0.05
200740	-0.05
200830	-0.05
200920	-0.05
201010	-0.05
201100	-0.05
201190	-0.05
201280	-0.05
201370	-0.05
201460	-0.05
201550	-0.05
201640	-0.05
201730	-0.05
201820	-0.05
201910	-0.05
202000	-0.05
202090	-0.05
202180	-0.05
202270	-0.05
202360	-0.05
202450	-0.05
202540	-0.05
202630	-0.05
202720	-0.05
202810	-0.05
202900	-0.05
202990	-0.05
203080	-0.05
203170	-0.05
203260	-0.05
203350	-0.05
203440	-0.05
203530	-0.05
203620	-0.05
203710	-0.05
203800	-0.05
203890	-0.05
203980	-0.05
204070	-0.05
204160	-0.05
204250	-0.05
204340	-0.05
204430	-0.05
204520	-0.05
204610	-0.05
204700	-0.05
204790	-0.05
204880	-0.05
204970	-0.05
205060	-0.05
205150	-0.05
205240	-0.05
205330	-0.05
205420	-0.05
205510	-0.05
205600	-0.05
205690	-0.05
205780	-0.05
205870	-0.05
205960	-0.05
206050	-0.05
206140	-0.05
206230	-0.05
206320	-0.05
206410	-0.05
206500	-0.05
206590	-0.05
206680	-0.05
206770	-0.05
206860	-0.05
206950	-0.05
207040	-0.05
207130	-0.05
207220	-0.05
207310	-0.05
207400	-0.05
207490	-0.05
207580	-0.05
207670	-0.05
207760	-0.05
207850	-0.05
207940	-0.05
208030	-0.05
208120	-0.05
208210	-0.05
208300	-0.05
208390	-0.05
208480	-0.05
208570	-0.05
208660	-0.05
208750	-0.05
208840	-0.05
208930	-0.05
209020	-0.05
209110	-0.05
209200	-0.05
209290	-0.05
209380	-0.05
209470	-0.05
209560	-0.05
209650	-0.05
209740	-0.05
209830	-0.05
209920	-0.05
210010	-0.05
210100	-0.05
210190	-0.05
210280	-0.05
210370	-0.05
210460	-0.05
210550	-0.05
210640	-0.05
210730	-0.05
210820	-0.05
210910	-0.05
211000	-0.05
211090	-0.05
211180	-0.05
211270	-0.05
211360	-0.05
211450	-0.05
211540	-0.05
211630	-0.05
211720	-0.05
211810	-0.05
211900	-0.05
211990	-0.05
212080	-0.05
212170	-0.05
212260	-0.05
212350	-0.05
212440	-0.05
212530	-0.05
212620	-0.05
212710	-0.05
212800	-0.05
212890	-0.05
212980	-0.05
213070	-0.05
213160	-0.05
213250	-0.05
213340	-0.05
213430	-0.05
213520	-0.05
213610	-0.05
213700	-0.05
213790	-0.05
213880	-0.05
213970	-0.05
214060	-0.05
214150	-0.05
214240	-0.05
214330	-0.05
214420	-0.05
214510	-0.05
214600	-0.05
214690	-0.05
214780	-0.05
214870	-0.05
214960	-0.05
215050	-0.05
215140	-0.05
215230	-0.05
215320	-0.05
215410	-0.05
215500	-0.05
215590	-0.05
215680	-0.05
215770	-0.05
215860	-0.05
215950	-0.05
216040	-0.05
216130	-0.05
216220	-0.05
216310	-0.05
216400	-0.05
216490	-0.05
216580	-0.05
216670	-0.05
216760	-0.05
216850	-0.05
216940	-0.05
217030	-0.05
217120	-0.05
217210	-0.05
217300	-0.05
217390	-0.05
217480	-0.05
217570	-0.05
217660	-0.05
217750	-0.05
217840	-0.05
217930	-0.05
218020	-0.05
218110	-0.05
218200	-0.05
218290	-0.05
218380	-0.05
218470	-0.05
218560	-0.05
218650	-0.05
218740	-0.05
218830	-0.05
218920	-0.05
219010	-0.05
219100	-0.05
219190	-0.05
219280	-0.05
219370	-0.05
219460	-0.05
219550	-0.05
219640	-0.05
219730	-0.05
219820	-0.05
219910	-0.05
220000	-0.05
220090	-0.05
220180	-0.05
220270	-0.05
220360	-0.05
220450	-0.05
220540	-0.05
220630	-0.05
220720	-0.05
220810	-0.05
220900	-0.05
220990	-0.05
221080	-0.05
221170	-0.05
221260	-0.05
221350	-0.05
221440	-0.05
221530	-0.05
221620	-0.05
221710	-0.05
221800	-0.05
221890	-0.05
221980	-0.05
222070	-0.05
222160	-0.05
222250	-0.05
222340	-0.05
222430	-0.05
222520	-0.05
222610	-0.05
222700	-0.05
222790	-0.05
222880	-0.05
222970	-0.05
223060	-0.05
223150	-0.05
223240	-0.05
223330	-0.05
223420	-0.05
223510	-0.05
223600	-0.05
223690	-0.05
223780	-0.05
223870	-0.05
223960	-0.05
224050	-0.05
224140	-0.05
224230	-0.05
224320	-0.05
224410	-0.05
224500	-0.05
224590	-0.05
224680	-0.05
224770	-0.05
224860	-0.05
224950	-0.05
225040	-0.05
225130	-0.05
225220	-0.05
225310	-0.05
225400	-0.05
225490	-0.05
225580	-0.05
225670	-0.05
225760	-0.05
225850	-0.05
225940	-0.05
226030	-0.05
226120	-0.05
226210	-0.05
226300	-0.05
226390	-0.05
226480	-0.05
226570	-0.05
226660	-0.05
226750	-0.05
226840	-0.05
226930	-0.05
227020	-0.05
227110	-0.05
227200	-0.05
227290	-0.05
227380	-0.05
227470	-0.05
227560	-0.05
227650	-0.05
227740	-0.05
227830	-0.05
227920	-0.05
228010	-0.05
228100	-0.05
228190	-0.05
228280	-0.05
228370	-0.05
228460	-0.05
228550	-0.05
228640	-0.05
228730	-0.05
228820	-0.05
228910	-0.05
229000	-0.05
229090	-0.05
229180	-0.05
229270	-0.05
229360	-0.05
229450	-0.05
229540	-0.05
229630	-0.05
229720	-0.05
229810	-0.05
229900	-0.05
229990	-0.05
230080	-0.05
230170	-0.05
230260	-0.05
230350	-0.05
230440	-0.05
230530	-0.05
230620	-0.05
230710	-0.05
230800	-0.05
230890	-0.05
230980	-0.05
231070	-0.05
231160	-0.05
231250	-0.05
231340	-0.05
231430	-0.05
231520	-0.05
231610	-0.05
231700	-0.05
231790	-0.05
231880	-0.05
231970	-0.05
232060	-0.05
232150	-0.05
232240	-0.05
232330	-0.05
232420	-0.05
232510	-0.05
232600	-0.05
232690	-0.05
232780	-0.05
232870	-0.05
232960	-0.05
233050	-0.05
233140	-0.05
233230	-0.05
233320	-0.05
233410	-0.05
233500	-0.05
233590	-0.05
233680	-0.05
233770	-0.05
233860	-0.05
233950	-0.05
234040	-0.05
234130	-0.05
234220	-0.05
234310	-0.05
234400	-0.05
234490	-0.05
234580	-0.05
234670	-0.05
234760	-0.05
234850	-0.05
234940	-0.05
235030	-0.05
235120	-0.05
235210	-0.05
235300	-0.05
235390	-0.05
235480	-0.05
235570	-0.05
235660	-0.05
235750	-0.05
235840	-0.05
235930	-0.05
236020	-0.05
236110	-0.05
236200	-0.05
236290	-0.05
236380	-0.05
236470	-0.05
236560	-0.05
236650	-0.05
236740	-0.05
236830	-0.05
236920	-0.05
237010	-0.05
237100	-0.05
237190	-0.05
237280	-0.05
237370	-0.05
237460	-0.05
237550	-0.05
237640	-0.05
237730	-0.05
237820	-0.05
237910	-0.05
238000	-0.05
238090	-0.05
238180	-0.05
238270	-0.05
238360	-0.05
238450	-0.05
238540	-0.05
238630	-0.05
238720	-0.05
238810	-0.05
238900	-0.05
238990	-0.05
239080	-0.05
239170	-0.05
239260	-0.05
239350	-0.05
239440	-0.05
239530	-0.05
239620	-0.05
239710	-0.05
239800	-0.05
239890	-0.05
239980	-0.05
240070	-0.05
240160	-0.05
240250	-0.05
240340	-0.05
240430	-0.05
240520	-0.05
240610	-0.05
240700	-0.05
240790	-0.05
240880	-0.05
240970	-0.05
241060	-0.05
241150	-0.05
241240	-0.05
241330	-0.05
241420	-0.05
241510	-0.05
241600	-0.05
241690	-0.05
241780	-0.05
241870	-0.05
241960	-0.05
242050	-0.05
242140	-0.05
242230	-0.05
242320	-0.05
242410	-0.05
242500	-0.05
242590	-0.05
242680	-0.05
242770	-0.05
242860	-0.05
242950	-0.05
243040	-0.05
243130	-0.05
243220	-0.05
243310	-0.05
243400	-0.05
243490	-0.05
243580	-0.05
243670	-0.05
243760	-0.05
243850	-0.05
243940	-0.05
244030	-0.05
244120	-0.05
244210	-0.05
244300	-0.05
244390	-0.05
244480	-0.05
244570	-0.05
244660	-0.05
244750	-0.05
244840	-0.05
244930	-0.05
245020	-0.05
245110	-0.05
245200	-0.05
245290	-0.05
245380	-0.05
245470	-0.05
245560	-0.05
245650	-0.05
245740	-0.05
245830	-0.05
245920	-0.05
246010	-0.05
246100	-0.05
246190	-0.05
246280	-0.05
246370	-0.05
246460	-0.05
246550	-0.05
246640	-0.05
246730	-0.05
246820	-0.05
246910	-0.05
247000	-0.05
247090	-0.05
247180	-0.05
247270	-0.05
247360	-0.05
247450	-0.05
247540	-0.05
247630	-0.05
247720	-0.05
247810	-0.05
247900	-0.05
247990	-0.05
248080	-0.05
248170	-0.05
248260	-0.05
248350	-0.05
248440	-0.05
248530	-0.05
248620	-0.05
248710	-0.05
248800	-0.05
248890	-0.05
248980	-0.05
249070	-0.05
249160	-0.05
249250	-0.05
249340	-0.05
249430	-0.05
249520	-0.05
249610	-0.05
249700	-0.05
249790	-0.05
249880	-0.05
249970	-0.05
250060	-0.05
250150	-0.05
250240	-0.05
250330	-0.05
250420	-0.05
250510	-0.05
250600	-0.05
250690	-0.05
250780	-0.05
250870	-0.05
250960	-0.05
251050	-0.05
251140	-0.05
251230	-0.05
251320	-0.05
251410	-0.05
251500	-0.05
251590	-0.05
251680	-0.05
251770	-0.05
251860	-0.05
251950	-0.05
252040	-0.05
252130	-0.05
252220	-0.05
252310	-0.05
252400	-0.05
252490	-0.05
252580	-0.05
252670	-0.05
252760	-0.05
252850	-0.05
252940	-0.05
253030	-0.05
253120	-0.05
253210	-0.05
253300	-0.05
253390	-0.05
253480	-0.05
253570	-0.05
253660	-0.05
253750	-0.05
253840	-0.05
253930	-0.05
254020	-0.05
254110	-0.05
254200	-0.05
254290	-0.05
254380	-0.05
254470	-0.05
254560	-0.05
254650	-0.05
254740	-0.05
254830	-0.05
254920	-0.05
255010	-0.05
255100	-0.05
255190	-0.05
255280	-0.05
255370	-0.05
255460	-0.05
255550	-0.05
255640	-0.05
255730	-0.05
255820	-0.05
255910	-0.05
256000	-0.05
256090	-0.05
256180	-0.05
256270	-0.05
256360	-0.05
256450	-0.05
256540	-0.05
256630	-0.05
256720	-0.05
256810	-0.05
256900	-0.05
256990	-0.05
257080	-0.05
257170	-0.05
257260	-0.05
257350	-0.05
257440	-0.05
257530	-0.05
257620	-0.05
257710	-0.05
257800	-0.05
257890	-0.05
257980	-0.05
258070	-0.05
258160	-0.05
258250	-0.05
258340	-0.05
258430	-0.05
258520	-0.05
258610	-0.05
258700	-0.05
258790	-0.05
258880	-0.05
258970	-0.05
259060	-0.05
259150	-0.05
259240	-0.05
259330	-0.05
259420	-0.05
259510	-0.05
259600	-0.05
259690	-0.05
259780	-0.05
259870	-0.05
259960	-0.05
260050	-0.05
260140	-0.05
260230	-0.05
260320	-0.05
260410	-0.05
260500	-0.05
260590	-0.05
260680	-0.05
260770	-0.05
260860	-0.05
260950	-0.05
261040	-0.05
261130	-0.05
261220	-0.05
261310	-0.05
261400	-0.05
261490	-0.05
261580	-0.05
261670	-0.05
261760	-0.05
261850	-0.05
261940	-0.05
262030	-0.05
262120	-0.05
262210	-0.05
262300	-0.05
262390	-0.05
262480	-0.05
262570	-0.05
262660	-0.05
262750	-0.05
262840	-0.05
262930	-0.05
263020	-0.05
263110	-0.05
263200	-0.05
263290	-0.05
263380	-0.05
263470	-0.05
263560	-0.05
263650	-0.05
263740	-0.05
263830	-0.05
263920	-0.05
264010	-0.05
264100	-0.05
264190	-0.05
264280	-0.05
264370	-0.05
264460	-0.05
264550	-0.05
264640	-0.05
264730	-0.05
264820	-0.05
264910	-0.05
265000	-0.05
265090	-0.05
265180	-0.05
265270	-0.05
265360	-0.05
265450	-0.05
265540	-0.05
265630	-0.05
265720	-0.05
265810	-0.05
265900	-0.05
265990	-0.05
266080	-0.05
266170	-0.05
266260	-0.05
266350	-0.05
266440	-0.05
266530	-0.05
266620	-0.05
266710	-0.05
266800	-0.05
266890	-0.05
266980	-0.05
267070	-0.05
267160	-0.05
267250	-0.05
267340	-0.05
267430	-0.05
267520	-0.05
267610	-0.05
267700	-0.05
267790	-0.05
267880	-0.05
267970	-0.05
268060	-0.05
268150	-0.05
268240	-0.05
268330	-0.05
268420	-0.05
268510	-0.05
268600	-0.05
268690	-0.05
268780	-0.05
268870	-0.05
268960	-0.05
269050	-0.05
269140	-0.05
269230	-0.05
269320	-0.05
269410	-0.05
269500	-0.05
269590	-0.05
269680	-0.05
269770	-0.05
269860	-0.05
269950	-0.05
270040	-0.05
270130	-0.05
270220	-0.05
270310	-0.05
270400	-0.05
270490	-0.05
270580	-0.05
270670	-0.05
270760	-0.05
270850	-0.05
270940	-0.05
271030	-0.05
271120	-0.05
271210	-0.05
271300	-0.05
271390	-0.05
271480	-0.05
271570	-0.05
271660	-0.05
271750	-0.05
271840	-0.05
271930	-0.05
272020	-0.05
272110	-0.05
272200	-0.05
272290	-0.05
272380	-0.05
272470	-0.05
272560	-0.05
272650	-0.05
272740	-0.05
272830	-0.05
272920	-0.05
273010	-0.05
273100	-0.05
273190	-0.05
273280	-0.05
273370	-0.05
273460	-0.05
273550	-0.05
273640	-0.05
273730	-0.05
273820	-0.05
273910	-0.05
274000	-0.05
274090	-0.05
274180	-0.05
274270	-0.05
274360	-0.05
274450	-0.05
274540	-0.05
274630	-0.05
274720	-0.05
274810	-0.05
274900	-0.05
274990	-0.05
275080	-0.05
275170	-0.05
275260	-0.05
275350	-0.05
275440	-0.05
275530	-0.05
275620	-0.05
275710	-0.05
275800	-0.05
275890	-0.05
275980	-0.05
276070	-0.05
276160	-0.05
276250	-0.05
276340	-0.05
276430	-0.05
276520	-0.05
276610	-0.05
276700	-0.05
276790	-0.05
276880	-0.05
276970	-0.05
277060	-0.05
277150	-0.05
277240	-0.05
277330	-0.05
277420	-0.05
277510	-0.05
277600	-0.05
277690	-0.05
277780	-0.05
277870	-0.05
277960	-0.05
278050	-0.05
278140	-0.05
278230	-0.05
278320	-0.05
278410	-0.05
278500	-0.05
278590	-0.05
278680	-0.05
278770	-0.05
278860	-0.05
278950	-0.05
279040	-0.05
279130	-0.05
279220	-0.05
279310	-0.05
279400	-0.05
279490	-0.05
279580	-0.05
279670	-0.05
279760	-0.05
279850	-0.05
279940	-0.05
280030	-0.05
280120	-0.05
280210	-0.05
280300	-0.05
280390	-0.05
280480	-0.05
280570	-0.05
280660	-0.05
280750	-0.05
280840	-0.05
280930	-0.05
281020	-0.05
281110	-0.05
281200	-0.05
281290	-0.05
281380	-0.05
281470	-0.05
281560	-0.05
281650	-0.05
281740	-0.05
281830	-0.05
281920	-0.05
282010	-0.05
282100	-0.05
282190	-0.05
282280	-0.05
282370	-0.05
282460	-0.05
282550	-0.05
282640	-0.05
282730	-0.05
282820	-0.05
282910	-0.05
283000	-0.05
283090	-0.05
283180	-0.05
283270	-0.05
283360	-0.05
283450	-0.05
283540	-0.05
283630	-0.05
283720	-0.05
283810	-0.05
283900	-0.05
283990	-0.05
284080	-0.05
284170	-0.05
284260	-0.05
284350	-0.05
284440	-0.05
284530	-0.05
284620	-0.05
284710	-0.05
284800	-0.05
284890	-0.05
284980	-0.05
285070	-0.05
285160	-0.05
285250	-0.05
285340	-0.05
285430	-0.05
285520	-0.05
285610	-0.05
285700	-0.05
285790	-0.05
285880	-0.05
285970	-0.05
286060	-0.05
286150	-0.05
286240	-0.05
286330	-0.05
286420	-0.05
286510	-0.05
286600	-0.05
286690	-0.05
286780	-0.05
286870	-0.05
286960	-0.05
287050	-0.05
287140	-0.05
287230	-0.05
287320	-0.05
287410	-0.05
287500	-0.05
287590	-0.05
287680	-0.05
287770	-0.05
287860	-0.05
287950	-0.05
288040	-0.05
288130	-0.05
288220	-0.05
288310	-0.05
288400	-0.05
288490	-0.05
288580	-0.05
288670	-0.05
288760	-0.05
288850	-0.05
288940	-0.05
289030	-0.05
289120	-0.05
289210	-0.05
289300	-0.05
289390	-0.05
289480	-0.05
289570	-0.05
289660	-0.05
289750	-0.05
289840	-0.05
289930	-0.05
290020	-0.05
290110	-0.05
290200	-0.05
290290	-0.05
290380	-0.05
290470	-0.05
290560	-0.05
290650	-0.05
290740	-0.05
290830	-0.05
290920	-0.05
291010	-0.05
291100	-0.05
291190	-0.05
291280	-0.05
291370	-0.05
291460	-0.05
291550	-0.05
291640	-0.05
291730	-0.05
291820	-0.05
291910	-0.05
292000	-0.05
292090	-0.05
292180	-0.05
292270	-0.05
292360	-0.05
292450	-0.05
292540	-0.05
292630	-0.05
292720	-0.05
292810	-0.05
292900	-0.05
292990	-0.05
293080	-0.05
293170	-0.05
293260	-0.05
293350	-0.05
293440	-0.05
293530	-0.05
293620	-0.05
293710	-0.05
293800	-0.05
293890	-0.05
293980	-0.05
294070	-0.05
294160	-0.05
294250	-0.05
294340	-0.05
294430	-0.05
294520	-0.05
294610	-0.05
294700	-0.05
294790	-0.05
294880	-0.05
294970	-0.05
295060	-0.05
295150	-0.05
295240	-0.05
295330	-0.05
295420	-0.05
295510	-0.05
295600	-0.05
295690	-0.05
295780	-0.05
295870	-0.05
295960	-0.05
296050	-0.05
296140	-0.05
296230	-0.05
296320	-0.05
296410	-0.05
296500	-0.05
296590	-0.05
296680	-0.05
296770	-0.05
296860	-0.05
296950	-0.05
297040	-0.05
297130	-0.05
297220	-0.05
297310	-0.05
297400	-0.05
297490	-0.05
297580	-0.05
297670	-0.05
297760	-0.05
297850	-0.05
297940	-0.05
298030	-0.05
298120	-0.05
298210	-0.05
298300	-0.05
298390	-0.05
298480	-0.05
298570	-0.05
298660	-0.05
298750	-0.05
298840	-0.05
298930	-0.05
299020	-0.05
299110	-0.05
299200	-0.05
299290	-0.05
299380	-0.05
299470	-0.05
299560	-0.05
299650	-0.05
299740	-0.05
299830	-0.05
299920	-0.05
300010	-0.05
300100	-0.05
300190	-0.05
300280	-0.05
300370	-0.05
300460	-0.05
300550	-0.05
300640	-0.05
300730	-0.05
300820	-0.05
300910	-0.05
301000	-0.05
301090	-0.05
301180	-0.05
301270	-0.05
301360	-0.05
301450	-0.05
301540	-0.05
301630	-0.05
301720	-0.05
301810	-0.05
301900	-0.05
301990	-0.05
302080	-0.05
302170	-0.05
302260	-0.05
302350	-0.05
302440	-0.05
302530	-0.05
302620	-0.05
302710	-0.05
302800	-0.05
302890	-0.05
302980	-0.05
303070	-0.05
303160	-0.05
303250	-0.05
303340	-0.05
303430	-0.05
303520	-0.05
303610	-0.05
303700	-0.05
303790	-0.05
303880	-0.05
303970	-0.05
304060	-0.05
304150	-0.05
304240	-0.05
304330	-0.05
304420	-0.05
304510	-0.05
304600	-0.05
304690	-0.05
304780	-0.05
304870	-0.05
304960	-0.05
305050	-0.05
305140	-0.05
305230	-0.05
305320	-0.05
305410	-0.05
305500	-0.05
305590	-0.05
305680	-0.05
305770	-0.05
305860	-0.05
305950	-0.05
306040	-0.05
306130	-0.05
306220	-0.05
306310	-0.05
306400	-0.05
306490	-0.05
306580	-0.05
306670	-0.05
306760	-0.05
306850	-0.05
306940	-0.05
307030	-0.05
307120	-0.05
307210	-0.05
307300	-0.05
307390	-0.05
307480	-0.05
307570	-0.05
307660	-0.05
307750	-0.05
307840	-0.05
307930	-0.05
308020	-0.05
308110	-0.05
308200	-0.05
308290	-0.05
308380	-0.05
308470	-0.05
308560	-0.05
308650	-0.05
308740	-0.05
308830	-0.05
308920	-0.05
309010	-0.05
309100	-0.05
309190	-0.05
309280	-0.05
309370	-0.05
309460	-0.05
309550	-0.05
309640	-0.05
309730	-0.05
309820	-0.05
309910	-0.05
310000	-0.05
310090	-0.05
310180	-0.05
310270	-0.05
310360	-0.05
310450	-0.05
310540	-0.05
310630	-0.05
310720	-0.05
310810	-0.05
310900	-0.05
310990	-0.05
311080	-0.05
311170	-0.05
311260	-0.05
311350	-0.05
311440	-0.05
311530	-0.05
311620	-0.05
311710	-0.05
311800	-0.05
311890	-0.05
311980	-0.05
312070	-0.05
312160	-0.05
312250	-0.05
312340	-0.05
312430	-0.05
312520	-0.05
312610	-0.05
