r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29739.144	29144.994	27697.481	24762.386	23204.143	21524.964	19966.455	18514.165	15478.119	14667.27	13824.247	12950.753	12062.721	11188.287	2281.8452	1956.5931	3922.1017	4678.6946	5407.3866	6885.9513	9923.0022	10631.579	11322.704	12004.043	12683.954	13373.889	14087.131	14834.283	15621.702	16452.605	17324.686	18216.843	19075.976	19775.46
0.20206897	29866	29735.693	29139.236	27691.43	24756.245	23197.395	21518.046	19960.445	18508.143	15471.559	14660.456	13817.151	12943.438	12055.388	11181.197	2275.7427	1954.0827	3928.5665	4684.7858	5413.3218	6892.2498	9928.9274	10637.334	11328.349	12009.638	12689.577	13379.651	14093.139	14840.605	15628.375	16459.644	17332.035	18224.204	19082.779	19781.482
0.40413793	29866	29732.22	29133.476	27685.379	24750.102	23190.645	21511.129	19954.435	18502.12	15464.999	14653.641	13810.053	12936.123	12048.055	11174.108	2269.6466	1951.6132	3935.029	4690.8758	5419.257	6898.5493	9934.8518	10643.089	11333.993	12015.233	12695.201	13385.413	14099.148	14846.928	15635.049	16466.685	17339.386	18231.564	19089.578	19787.501
0.6062069	29866	29727.309	29125.407	27676.908	24741.502	23181.192	21501.45	19946.024	18493.687	15455.812	14644.098	13800.114	12925.881	12037.79	11164.187	2261.126	1948.2434	3944.0715	4699.3991	5427.5662	6907.3709	9943.1442	10651.144	11341.895	12023.066	12703.074	13393.483	14107.563	14855.784	15644.397	16476.546	17349.678	18241.867	19099.089	19795.919
0.80827586	29866	29720.71	29114.693	27665.671	24730.091	23168.646	21488.616	19934.87	18482.498	15443.622	14631.434	13786.926	12912.292	12024.175	11151.033	2249.848	1943.9296	3956.0577	4710.7009	5438.5885	6919.077	9954.1411	10661.828	11352.376	12033.456	12713.52	13404.19	14118.731	14867.536	15656.802	16489.631	17363.336	18255.529	19111.692	19807.072
1.0103448	29866	29712.286	29101.219	27651.554	24715.75	23152.872	21472.501	19920.864	18468.436	15428.3	14615.516	13770.348	12895.215	12007.072	11134.514	2235.7188	1938.7615	3971.1034	4724.8933	5452.437	6933.791	9967.9528	10675.247	11365.542	12046.51	12726.645	13417.648	14132.769	14882.31	15672.398	16506.082	17380.501	18272.689	19127.505	19821.063
1.2124138	29866	29701.921	29084.924	27634.504	24698.425	23133.804	21453.054	19903.955	18451.447	15409.787	14596.28	13750.316	12874.583	11986.42	11114.577	2218.7152	1932.8946	3989.2552	4742.0238	5469.1632	6951.5718	9984.6271	10691.45	11381.441	12062.276	12742.502	13433.909	14149.734	14900.167	15691.247	16525.964	17401.242	18293.405	19146.571	19837.929
1.4144828	29866	29689.496	29065.77	27614.495	24678.082	23111.401	21430.25	19884.123	18431.5	15388.046	14573.688	13726.79	12850.361	11962.187	11091.196	2198.8464	1926.5365	4010.5319	4762.115	5488.7951	6972.4538	10004.187	10710.46	11400.097	12080.779	12761.116	13453.006	14169.662	14921.142	15713.389	16549.317	17425.598	18317.706	19168.904	19857.68
1.6165517	29866	29674.887	29043.729	27591.51	24654.702	23085.635	21404.082	19861.354	18408.574	15363.054	14547.715	13699.743	12822.524	11934.355	11064.359	2176.1429	1919.9434	4034.9388	4785.1766	5511.3497	6996.4606	10026.646	10732.29	11421.525	12102.035	12782.507	13474.959	14192.575	14945.262	15738.852	16576.172	17453.595	18345.606	19194.501	19880.312
1.8186207	29866	29657.962	29018.777	27565.54	24628.27	23056.481	21374.55	19835.646	18382.655	15334.791	14518.339	13669.156	12791.055	11902.917	11034.066	2150.6529	1913.4202	4062.473	4811.2119	5536.8385	7023.6106	10052.007	10756.947	11445.733	12126.054	12806.686	13499.784	14218.494	14972.548	15767.656	16606.55	17485.253	18377.11	19223.349	19905.812
2.0206897	29866	29638.587	28990.891	27536.577	24598.771	23023.916	21341.66	19806.995	18353.73	15303.244	14485.543	13635.01	12755.942	11867.867	11000.319	2122.4427	1907.3218	4093.1265	4840.2193	5565.2702	7053.919	10080.273	10784.434	11472.725	12152.843	12833.664	13527.496	14247.434	15003.019	15799.824	16640.472	17520.587	18412.216	19255.426	19934.16
2.2227586	29866	29616.62	28960.05	27504.617	24566.196	22987.919	21305.425	19775.404	18321.79	15268.397	14449.312	13597.29	12717.172	11829.205	10963.127	2091.5992	1902.0534	4126.8875	4872.1944	5596.6517	7087.3998	10111.441	10814.751	11502.503	12182.405	12863.448	13558.107	14279.412	15036.692	15835.373	16677.957	17559.613	18450.92	19290.706	19965.333
2.4248276	29866	29591.921	28926.235	27469.658	24530.534	22948.468	21265.86	19740.876	18286.825	15230.236	14409.629	13555.98	12674.738	11786.933	10922.499	2058.2341	1898.0713	4163.7415	4907.1306	5630.9892	7124.0659	10145.509	10847.897	11535.069	12214.744	12896.047	13591.63	14314.444	15073.584	15874.322	16719.024	17602.342	18493.212	19329.156	19999.303
2.6268966	29866	29564.351	28889.426	27431.698	24491.775	22905.54	21222.985	19703.412	18248.827	15188.749	14366.479	13511.065	12628.629	11741.054	10878.449	2022.4904	1895.8824	4203.6717	4945.0196	5668.289	7163.9302	10182.471	10883.869	11570.423	12249.864	12931.467	13628.077	14352.545	15113.714	15916.69	16763.692	17648.788	18539.078	19370.738	20036.038
2.8289655	29866	29533.774	28849.605	27390.735	24449.907	22859.113	21176.824	19663.018	18207.787	15143.921	14319.844	13462.531	12578.841	11691.575	10830.994	1984.5512	1896.0417	4246.6595	4985.8518	5708.5572	7207.0051	10222.32	10922.664	11608.563	12287.765	12969.716	13667.46	14393.732	15157.101	15962.498	16811.981	17698.961	18588.503	19415.411	20075.506
3.0310345	29866	29500.061	28806.755	27346.769	24404.921	22809.162	21127.405	19619.696	18163.697	15095.738	14269.709	13410.361	12525.364	11638.504	10780.15	1944.6509	1899.1482	4292.6845	5029.6166	5751.8011	7253.303	10265.05	10964.277	11649.488	12328.45	13010.801	13709.795	14438.022	15203.763	16011.765	16863.91	17752.872	18641.466	19463.126	20117.67
3.2331034	29866	29463.088	28760.858	27299.799	24356.803	22755.662	21074.76	19573.45	18116.548	15044.185	14216.056	13354.54	12468.194	11581.851	10725.94	1903.0907	1905.8376	4341.7251	5076.3028	5798.0283	7302.8362	10310.652	11008.703	11693.197	12371.921	13054.729	13755.093	14485.434	15253.721	16064.514	16919.501	17810.533	18697.943	19513.833	20162.492
3.4351724	29866	29422.74	28711.899	27249.826	24305.543	22698.585	21018.924	19524.281	18066.334	14989.246	14158.866	13295.051	12407.324	11521.628	10668.385	1860.258	1916.7711	4393.7583	5125.8985	5847.2481	7355.617	10359.118	11055.936	11739.686	12418.178	13101.509	13803.372	14535.986	15306.996	16120.767	16978.775	17871.953	18757.905	19567.475	20209.933
3.6372414	29866	29378.909	28659.865	27196.85	24251.125	22637.903	20959.938	19472.191	18013.045	14930.904	14098.12	13231.878	12342.75	11457.848	10607.509	1816.6519	1932.62	4448.76	5178.3918	5899.4708	7411.6574	10410.437	11105.971	11788.953	12467.224	13151.15	13854.646	14589.699	15363.611	16180.548	17041.757	17937.142	18821.318	19623.99	20259.954
3.8393103	29866	29331.497	28604.742	27140.871	24193.536	22573.587	20897.846	19417.179	17956.674	14869.141	14033.797	13165.004	12274.468	11390.529	10543.34	1772.9156	1954.0451	4506.7048	5233.7707	5954.7085	7470.9694	10464.6	11158.801	11840.995	12519.06	13203.661	13908.934	14646.594	15423.589	16243.882	17108.469	18006.108	18888.146	19683.313	20312.515
4.0413793	29866	29280.41	28546.52	27081.889	24132.759	22505.606	20832.698	19359.244	17897.213	14803.938	13965.877	13094.41	12202.475	11319.688	10475.905	1729.8779	1981.6701	4567.5662	5292.0234	6012.975	7533.5643	10521.595	11214.419	11895.81	12573.688	13259.054	13966.252	14706.695	15486.957	16310.797	17178.936	18078.859	18958.343	19745.375	20367.574
4.2434483	29866	29225.568	28485.189	27019.905	24068.776	22433.927	20764.549	19298.381	17834.652	14735.277	13894.337	13020.08	12126.769	11245.347	10405.235	1688.6059	2016.0484	4631.3167	5353.1387	6074.2862	7599.453	10581.412	11272.818	11953.395	12631.11	13317.339	14026.622	14770.023	15553.739	16381.319	17253.186	18155.401	19031.861	19810.101	20425.092
4.4455172	29866	29166.899	28420.742	26954.92	24001.569	22358.519	20693.456	19234.585	17768.985	14663.134	13819.152	12941.994	12047.35	11167.529	10331.362	1650.4724	2057.6252	4697.9279	5417.1065	6138.6601	7668.6456	10644.039	11333.991	12013.747	12691.33	13378.529	14090.063	14836.606	15623.964	16455.477	17331.243	18235.738	19108.641	19877.415	20485.03
4.6475862	29866	29104.34	28353.174	26886.933	23931.116	22279.348	20619.484	19167.848	17700.202	14587.489	13740.299	12860.134	11964.219	11086.26	10254.319	1617.2414	2106.6942	4767.3703	5483.9178	6206.1171	7741.1512	10709.463	11397.93	12076.863	12754.35	13442.639	14156.599	14906.469	15697.662	16533.304	17413.137	18319.873	19188.621	19947.234	20547.352
4.8496552	29866	29037.846	28282.482	26815.945	23857.394	22196.379	20542.701	19098.16	17628.296	14508.316	13657.751	12774.482	11877.377	11001.569	10174.143	1591.1769	2163.3549	4839.6134	5553.565	6276.6799	7816.9778	10777.673	11464.628	12142.739	12820.174	13509.684	14226.252	14979.641	15774.861	16614.83	17498.895	18407.804	19271.729	20019.474	20612.023
5.0517241	29866	28967.385	28208.663	26741.956	23780.378	22109.579	20463.18	19025.509	17553.258	14425.593	13571.482	12685.018	11786.831	10913.489	10090.87	1575.1808	2227.4748	4914.6262	5626.043	6350.374	7896.1315	10848.655	11534.077	12211.375	12888.807	13579.679	14299.048	15056.151	15855.595	16700.088	17588.546	18499.529	19357.886	20094.048	20679.01
5.2537931	29866	28892.942	28131.719	26664.968	23700.041	22018.913	20380.995	18949.881	17475.081	14339.291	13481.464	12591.726	11692.588	10822.054	10004.539	1572.9691	2298.6686	4992.3766	5701.349	6427.2269	7978.6169	10922.396	11606.27	12282.766	12960.253	13652.644	14375.014	15136.029	15939.897	16789.115	17682.121	18595.04	19447.003	20170.869	20748.286
5.4558621	29866	28814.521	28051.653	26584.979	23616.353	21924.349	20296.226	18871.26	17393.757	14249.384	13387.668	12494.586	11594.656	10727.304	9915.1871	1589.2974	2376.3127	5072.8325	5779.4833	6507.269	8064.436	10998.884	11681.199	12356.911	13034.519	13728.599	14454.178	15219.308	16027.802	16881.945	17779.649	18694.324	19538.983	20249.846	20819.824
5.657931	29866	28732.143	27968.468	26501.991	23529.281	21825.857	20208.952	18789.629	17309.276	14155.841	13290.063	12393.581	11493.049	10629.28	9822.8554	1630.248	2459.6216	5155.961	5860.4503	6590.5328	8153.5882	11078.104	11758.857	12433.809	13111.612	13807.564	14536.569	15306.022	16119.346	16978.616	17881.159	18797.364	19633.718	20330.891	20893.603
5.86	29866	28645.87	27882.193	26416.024	23438.81	21723.431	20119.273	18704.99	17221.653	14058.657	13188.645	12288.721	11387.808	10528.05	9727.6046	1703.4919	2547.8067	5241.7103	5944.2392	6677.0319	8246.0475	11160.024	11839.218	12513.438	13191.523	13889.543	14622.198	15396.184	16214.544	17079.143	17986.657	18904.107	19731.073	20413.903	20969.589
