r(x_rel=0.75)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.004	17039.786	17186.372	18986.459	20512.255	22247.205	24096.033	26013.202	29947.561	30936.961	31925.758	32913.602	33900.662	34887.318	45791.328	46389.764	49402.787	49879.839	50073.217	49717.766	47230.097	46412.386	45549.174	44651.002	43725.838	42780.321	41820.062	40849.633	39872.458	38890.773	37905.72	36917.635	35926.434	35031.602
0.18	17038	17038.006	17040.172	17195.974	19024.091	20557.148	22296.002	24147.092	26065.676	30001.001	30990.38	31979.125	32966.918	33953.945	34940.592	45845.171	46443.642	49435.957	49897.413	50075.27	49696.585	47187.137	46366.726	45501.416	44601.612	43675.199	42728.762	41767.856	40796.993	39819.536	38837.654	37852.438	36864.189	35872.814	34977.826
0.36	17038	17038.009	17040.591	17205.782	19061.851	20602.109	22344.836	24198.175	26118.164	30054.442	31043.799	32032.491	33020.233	34007.228	34993.866	45899.016	46497.521	49468.72	49914.542	50076.931	49675.166	47144.096	46321.003	45453.609	44552.183	43624.532	42677.182	41715.635	40744.345	39766.608	38784.531	37799.151	36810.739	35819.19	34924.046
0.54	17038	17038.013	17041.25	17219.954	19114.988	20665.2	22413.285	24269.742	26191.679	30129.259	31118.581	32107.199	33094.872	34081.824	35068.451	45974.404	46572.953	49513.717	49937.573	50078.427	49644.677	47083.666	46256.857	45386.574	44482.902	43553.537	42604.926	41642.496	40670.618	39692.496	38710.148	37724.541	36735.899	35744.107	34848.744
0.72	17038	17038.02	17042.265	17239.541	19185.952	20749.148	22504.226	24364.765	26289.251	30228.505	31217.778	32206.296	33193.878	34180.774	35167.39	46074.414	46673.019	49571.849	49966.446	50078.952	49603.348	47003.202	46171.529	45297.466	44390.857	43459.254	42509	41545.424	40572.784	39594.163	38611.461	37625.552	36636.604	35644.487	34748.836
0.9	17038	17038.034	17043.789	17265.416	19275.862	20855.021	22618.707	24484.292	26411.927	30353.198	31342.402	32330.794	33318.263	34305.094	35291.698	46200.08	46798.746	49642.374	50000.053	50077.307	49550.029	46901.629	46063.952	45185.22	44274.986	43340.627	42388.358	41423.381	40449.811	39470.58	38487.442	37501.156	36511.821	35519.296	34623.283
1.08	17038	17038.059	17046.041	17298.553	19385.54	20983.474	22757.298	24628.858	26560.215	30503.798	31492.908	32481.147	33468.485	34455.243	35441.839	46351.875	46950.598	49723.804	50036.73	50071.969	49483.612	46778.257	45933.481	45049.229	44134.713	43197.108	42242.475	41275.861	40301.209	39321.267	38337.614	37350.873	36361.068	35368.047	34471.601
1.26	17038	17038.103	17049.332	17340.092	19515.747	21135.027	22920.403	24798.811	26734.426	30680.552	31669.54	32657.598	33644.787	34631.467	35618.061	46530.06	47128.821	49814.099	50074.373	50061.12	49402.905	46632.51	45779.611	44889.041	43969.632	43028.33	42071.018	41102.56	40126.695	39145.951	38161.707	37174.432	36184.073	35190.469	34293.518
1.44	17038	17038.183	17054.103	17391.368	19667.249	21310.159	23108.358	24994.421	26934.782	30883.605	31872.438	32860.287	33847.313	34833.914	35820.516	46734.797	47333.55	49910.723	50110.496	50042.678	49306.605	46463.839	45601.879	44704.261	43779.404	42834.005	41873.74	40903.264	39926.075	38944.453	37959.547	36971.661	35980.657	34986.381	34088.858
1.62	17038	17038.329	17060.966	17453.925	19840.842	21509.339	23321.473	25215.923	27161.457	31113.047	32101.686	33089.301	34076.154	35062.68	36049.302	46966.197	47564.853	50010.656	50142.263	50014.321	49193.299	46271.689	45399.83	44494.513	43563.72	42613.877	41650.436	40677.804	39699.208	38716.644	37731.009	36742.43	35750.692	34755.654	33857.494
