r(x_rel=0.75)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29722.414	29030.816	27301.293	23746.474	21940.955	20313.451	18850.471	17228.315	13702.503	12819.331	11960.799	11152.977	10413.625	9739.1146	2207.7851	1918.6227	4106.3613	4954.2941	5817.4694	7591.7188	10918.558	11749.012	12599.737	13470.968	14363.671	15286.391	16252.805	17266.198	18292.351	19250.542	20079.946	20803.732	21488.26	22113.327
0.20206897	29866	29718.48	29024.022	27294	23739.042	21933.611	20307.374	18844.269	17221.225	13695.16	12812.097	11953.875	11146.579	10407.828	9733.7851	2202.4365	1916.4426	4113.3946	4961.2961	5824.7051	7599.0105	10925.322	11755.942	12606.843	13478.237	14371.134	15294.157	16260.987	17274.733	18300.73	19257.962	20086.217	20809.401	21493.877	22119.157
0.40413793	29866	29714.52	29017.224	27286.707	23731.609	21926.269	20301.298	18838.064	17214.135	13687.816	12804.864	11946.953	11140.184	10402.034	9728.457	2197.0875	1914.3032	4120.4262	4968.2988	5831.9419	7606.3012	10932.087	11762.872	12613.95	13485.508	14378.597	15301.924	16269.17	17283.269	18309.106	19265.376	20092.484	20815.069	21499.496	22124.988
0.6062069	29866	29708.918	29007.7	27276.498	23721.202	21915.993	20292.799	18829.372	17204.207	13677.535	12794.739	11937.266	11131.236	10393.927	9721.0008	2189.5982	1911.3951	4130.2669	4978.1044	5842.0758	7616.506	10941.559	11772.577	12623.901	13495.687	14389.048	15312.802	16280.631	17295.222	18320.828	19275.744	20101.25	20823.002	21507.362	22133.155
0.80827586	29866	29701.389	28995.053	27262.954	23707.394	21902.367	20281.533	18817.834	17191.033	13663.897	12781.31	11924.422	11119.376	10383.183	9711.1153	2179.663	1907.6932	4143.3146	4991.1149	5855.5231	7630.0391	10954.126	11785.453	12637.104	13509.193	14402.915	15327.237	16295.842	17311.081	18336.368	19289.477	20112.863	20833.521	21517.8	22143.993
1.0103448	29866	29691.772	28979.142	27245.938	23690.044	21885.257	20267.393	18803.321	17174.475	13646.763	12764.444	11908.296	11104.49	10369.697	9698.7036	2167.1811	1903.2931	4159.6982	5007.4663	5872.4251	7647.036	10969.92	11801.635	12653.697	13526.166	14420.344	15345.383	16314.964	17331.012	18355.879	19306.699	20127.429	20846.732	21530.918	22157.618
1.2124138	29866	29679.933	28959.896	27225.387	23669.083	21864.605	20250.337	18785.771	17154.468	13626.069	12744.079	11888.835	11086.534	10353.431	9683.7254	2152.1092	1898.3537	4179.4724	5027.2228	5892.8492	7667.5555	10989.001	11821.186	12673.744	13546.672	14441.402	15367.314	16338.076	17355.094	18379.422	19327.451	20144.988	20862.678	21546.768	22174.087
1.4144828	29866	29665.73	28937.267	27201.267	23644.476	21840.386	20230.348	18765.142	17130.974	13601.782	12720.187	11866.016	11065.491	10334.369	9666.1627	2134.4295	1893.0848	4202.6627	5050.4213	5916.8345	7691.6263	11011.405	11844.143	12697.281	13570.747	14466.13	15393.073	16365.226	17383.37	18407.023	19351.74	20165.548	20881.383	21565.379	22193.434
1.6165517	29866	29649.019	28911.217	27173.557	23616.197	21812.589	20207.423	18741.402	17103.969	13573.882	12692.752	11839.831	11041.357	10312.509	9646.0086	2114.1396	1887.7455	4229.281	5077.0864	5944.408	7719.2621	11037.155	11870.529	12724.333	13598.417	14494.555	15422.692	16396.447	17415.87	18438.691	19379.554	20189.105	20902.857	21586.771	22215.683
1.8186207	29866	29629.641	28881.714	27142.244	23584.231	21781.212	20181.567	18714.523	17073.433	13542.357	12661.768	11810.28	11014.139	10287.856	9623.2626	2091.2513	1882.6451	4259.3316	5107.237	5975.5902	7750.4687	11066.267	11900.362	12754.917	13629.698	14526.696	15456.196	16431.767	17452.615	18474.42	19410.87	20215.646	20927.104	21610.958	22240.855
