r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.8289655	29866	29390.524	28341.854	26011.86	21456.37	19803.387	18318.271	16523.973	14428.862	10731.119	10067.677	9493.9773	8980.1859	8496.4597	8012.6561	1871.3234	1848.8873	4896.3911	6030.7612	7218.3258	9326.2941	13612.313	14954.125	16369.263	17777.027	19037.579	20069.015	20945.992	21782.207	22638.736	23533.628	24466.305	25430.186	26417.05	27317.991
3.0310345	29866	29341.073	28275.113	25940.731	21396.664	19759.575	18271.73	16464.749	14364.482	10687.254	10030.143	9461.2196	8950.3767	8467.8235	7983.3569	1836.6612	1859.5057	4959.2701	6101.444	7289.4965	9384.3114	13689.027	15036.891	16455.319	17860.395	19108.769	20126.085	20996.415	21832.279	22690.854	23588.197	24523.048	25488.637	26476.7	27378.301
3.2331034	29866	29286.652	28203.529	25864.717	21333.284	19712.935	18221.79	16401.215	14295.716	10640.67	9990.2695	9426.377	8918.6117	8437.242	7951.991	1800.5584	1874.5508	5026.7524	6177.2799	7365.348	9446.1052	13771.292	15125.53	16547.344	17949.217	19184.184	20186.578	21050.183	21885.839	22746.642	23646.599	24583.756	25551.15	26540.473	27442.763
3.4351724	29866	29227.045	28127.061	25783.812	21266.321	19663.49	18168.403	16333.322	14222.572	10591.42	9948.1004	9389.4774	8884.9048	8404.7154	7918.5433	1763.3881	1894.7773	5098.9195	6258.321	7445.8265	9511.6471	13859.166	15220.08	16645.348	18043.429	19263.689	20250.416	21107.283	21942.903	22806.123	23708.856	24648.447	25617.74	26608.38	27511.384
3.6372414	29866	29162.049	28045.668	25698.013	21195.87	19611.262	18111.519	16261.02	14145.059	10539.562	9903.6807	9350.5504	8849.2707	8370.2433	7882.9969	1725.6379	1920.9641	5175.8631	6344.6172	7530.8691	9580.9094	13952.709	15320.581	16749.343	18142.958	19347.138	20317.518	21167.706	22003.489	22869.318	23774.988	24717.138	25688.417	26680.429	27584.168
3.8393103	29866	29091.469	27959.315	25607.315	21122.036	19556.27	18051.085	16184.255	14063.188	10485.156	9857.0577	9309.6263	8811.7238	8333.8248	7845.3332	1687.9442	1953.8952	5257.6861	6436.2156	7620.4036	9653.8658	14051.985	15427.076	16859.338	18247.718	19434.372	20387.806	21231.444	22067.614	22936.252	23845.016	24789.846	25763.197	26756.628	27661.121
4.0413793	29866	29015.121	27867.966	25511.713	21044.936	19498.532	17987.043	16102.975	13976.973	10428.266	9808.2806	9266.7366	8772.2791	8295.4579	7805.5315	1651.135	1994.3336	5344.5035	6533.1585	7714.3479	9730.492	14157.059	15539.605	16975.34	18357.614	19525.223	20461.202	21298.491	22135.3	23006.95	23918.963	24866.591	25842.091	26836.986	27742.247
4.2434483	29866	28932.832	27771.589	25411.203	20964.691	19438.061	17919.33	16017.124	13886.431	10368.958	9757.4005	9221.9133	8730.9513	8255.1398	7763.5692	1616.2843	2042.9886	5436.4424	6635.4823	7812.6096	9810.7658	14267.996	15658.21	17097.352	18472.536	19619.512	20537.632	21368.844	22206.568	23081.437	23996.854	24947.39	25925.115	26921.511	27827.551
4.4455172	29866	28844.447	27670.155	25305.781	20881.435	19374.867	17847.88	15926.648	13791.58	10307.301	9704.47	9175.1891	8687.7549	8212.8664	7719.421	1584.7819	2100.4774	5533.6424	6743.2152	7915.0863	9894.6687	14384.866	15782.934	17225.378	18592.358	19717.052	20617.026	21442.501	22281.442	23159.742	24078.711	25032.263	26012.281	27010.214	27917.038
4.6475862	29866	28749.826	27563.637	25195.441	20795.311	19308.956	17772.622	15831.49	13692.443	10243.368	9649.5431	9126.5971	8642.704	8168.6323	7673.0591	1558.422	2167.2805	5636.256	6856.3752	8021.6651	9982.1857	14507.739	15913.82	17359.414	18716.94	19817.644	20699.318	21519.466	22359.949	23241.892	24164.56	25121.23	26103.604	27103.101	28010.712
4.8496552	29866	28648.85	27452.013	25080.181	20706.472	19240.327	17693.48	15731.597	13589.043	10177.231	9592.6751	9076.1705	8595.8122	8122.4305	7624.4531	1539.5149	2243.6963	5744.4484	6974.9678	8132.2232	10073.306	14636.686	16050.908	17499.454	18846.12	19921.087	20784.447	21599.745	22442.115	23327.917	24254.427	25214.312	26199.099	27200.182	28108.577
5.0517241	29866	28541.426	27335.264	24959.994	20615.079	19168.975	17610.373	15626.915	13481.411	10108.969	9533.9219	9023.9426	8547.0923	8074.2521	7573.5693	1531.0302	2329.7986	5858.3966	7098.9833	8246.629	10168.026	14771.78	16194.241	17645.487	18979.72	20027.17	20872.361	21683.347	22527.971	23417.849	24348.338	25311.528	26298.779	27301.465	28210.637
5.2537931	29866	28427.486	27213.373	24834.878	20521.304	19094.889	17523.217	15517.392	13369.576	10038.659	9473.3404	8969.9465	8496.556	8024.0863	7520.3707	1536.7773	2425.4088	5978.2893	7228.3941	8364.743	10266.344	14913.096	16343.859	17797.495	19117.538	20135.683	20963.012	21770.286	22617.55	23511.718	24446.321	25412.9	26402.659	27406.958	28316.896
5.4558621	29866	28306.99	27086.329	24704.827	20425.329	19018.049	17431.919	15402.98	13253.573	9966.3811	9410.9875	8914.215	8444.2141	7971.92	7464.817	1561.6364	2530.1001	6104.3253	7363.1509	8486.4197	10368.271	15060.707	16499.801	17955.453	19259.346	20246.418	21056.36	21860.58	22710.884	23609.558	24548.403	25518.45	26510.754	27516.67	28427.358
5.657931	29866	28179.93	26954.122	24569.837	20327.344	18938.431	17336.384	15283.633	13133.442	9892.219	9346.9205	8856.7803	8390.0757	7917.7376	7406.8638	1611.8519	2643.259	6236.7115	7503.1799	8611.5105	10473.82	15214.689	16662.105	18119.326	19404.893	20359.171	21152.37	21954.252	22808.012	23711.404	24654.613	25628.198	26623.078	27630.609	28542.024
5.86	29866	28046.36	26816.781	24429.938	20227.566	18856.02	17236.536	15159.343	13009.254	9816.2721	9281.2099	8797.6869	8334.1612	7861.5341	7346.4777	1695.2939	2764.2111	6375.624	7648.3445	8739.8397	10582.993	15375.078	16830.765	18289.028	19553.866	20473.731	21250.995	22051.304	22908.944	23817.263	24764.952	25742.139	26739.618	27748.754	28660.871
