r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29687.743	28799.272	26507.427	21882.641	20113.807	18637.597	16930.338	14878.052	11044.186	10335.347	9726.5082	9190.311	8696.6483	8215.5721	2127.7597	1863.6201	4464.076	5546.4729	6718.417	8916.255	13085.128	14382.432	15771.446	17190.245	18525.476	19658	20591.062	21434.458	22277.897	23155.639	24072.746	25024.211	26002.202	26898.108
0.20206897	29866	29682.813	28790.404	26497.663	21874.075	20107.594	18631.386	16922.439	14869.195	11037.89	10329.967	9721.8516	9186.1276	8692.6907	8211.5925	2122.549	1861.9273	4472.5181	5555.8683	6728.3173	8924.4409	13095.389	14393.609	15783.191	17201.894	18535.829	19666.337	20598.126	21441.293	22284.968	23163.048	24080.469	25032.188	26010.362	26906.375
0.40413793	29866	29677.849	28781.531	26487.898	21865.515	20101.385	18625.172	16914.537	14860.338	11031.599	10324.59	9717.1975	9181.9457	8688.7334	8207.6122	2117.3416	1860.2776	4480.9622	5565.2689	6738.2166	8932.6233	13105.654	14404.788	15794.937	17213.541	18546.173	19674.667	20605.188	21448.129	22292.041	23170.459	24088.194	25040.166	26018.523	26914.642
0.6062069	29866	29670.825	28769.097	26474.228	21853.541	20092.699	18616.467	16903.466	14847.938	11022.8	10317.07	9710.687	9176.094	8683.1942	8202.0386	2110.058	1858.0601	4492.7883	5578.4409	6752.0734	8944.0707	13120.034	14420.447	15811.384	17229.841	18560.638	19686.311	20615.069	21457.7	22301.945	23180.838	24099.011	25051.336	26029.95	26926.217
0.80827586	29866	29661.38	28752.583	26456.094	21837.678	20081.189	18604.909	16888.766	14831.489	11011.143	10307.108	9702.0599	9168.3369	8675.8479	8194.6425	2100.409	1855.2833	4508.4839	5595.9337	6770.451	8959.2425	13139.128	14441.231	15833.208	17251.455	18579.794	19701.727	20628.167	21470.399	22315.089	23194.61	24113.364	25066.157	26045.11	26941.573
1.0103448	29866	29649.31	28731.802	26433.308	21817.778	20066.748	18590.372	16870.274	14810.822	10996.523	10294.613	9691.2356	9158.5993	8666.6203	8185.3463	2088.3075	1852.0604	4528.2172	5617.943	6793.534	8978.2829	13163.144	14467.363	15860.636	17278.596	18603.812	19721.046	20644.609	21486.358	22331.612	23211.923	24131.405	25084.785	26064.161	26960.869
1.2124138	29866	29634.438	28706.656	26405.786	21793.79	20049.335	18572.789	16847.905	14785.861	10978.901	10279.551	9678.1839	9146.8506	8655.479	8174.1125	2073.7253	1848.5645	4552.0713	5644.5715	6821.4027	9001.2481	13192.189	14498.953	15893.776	17311.354	18632.747	19744.309	20664.446	21505.639	22351.58	23232.845	24153.206	25107.29	26087.176	26984.177
1.4144828	29866	29616.584	28677.079	26373.482	21765.701	20028.937	18552.118	16821.605	14756.564	10958.269	10261.917	9662.8951	9133.0784	8642.4073	8160.9194	2056.6612	1845.0207	4580.0986	5675.8886	6854.0963	9028.1591	13226.334	14536.069	15932.689	17349.771	18666.603	19771.514	20687.7	21528.277	22375.034	23257.418	24178.807	25133.716	26114.196	27011.538
1.6165517	29866	29595.554	28643.017	26336.366	21733.519	20005.555	18528.325	16791.328	14722.907	10934.634	10241.714	9645.3705	9117.2789	8627.3964	8145.7517	2037.1317	1841.7048	4612.3391	5711.9503	6891.6329	9059.0187	13265.634	14578.76	15977.417	17393.863	18705.359	19802.64	20714.377	21554.295	22402.002	23285.673	24208.238	25164.09	26145.247	27042.978
1.8186207	29866	29571.143	28604.421	26294.42	21697.266	19979.197	18501.379	16757.036	14684.875	10908.012	10218.956	9625.6179	9099.4536	8610.4413	8128.5972	2015.1685	1838.9454	4648.8289	5752.8074	6934.0184	9093.8195	13310.135	14627.068	16027.99	17443.631	18748.975	19837.648	20744.476	21583.71	22432.507	23317.63	24241.52	25198.431	26180.349	27078.513
2.0206897	29866	29543.132	28561.245	26247.631	21656.975	19949.878	18471.25	16718.69	14642.458	10878.427	10193.663	9603.6497	9079.6074	8591.5398	8109.4454	1990.8195	1837.1251	4689.6036	5798.5091	6981.2497	9132.547	13359.886	14681.03	16084.431	17499.066	18797.394	19876.492	20777.99	21616.537	22466.567	23353.31	24278.672	25236.758	26219.515	27118.156
2.2227586	29866	29511.297	28513.446	26195.988	21612.686	19917.616	18437.909	16676.251	14595.65	10845.908	10165.859	9579.4816	9057.7477	8570.6907	8088.2859	1964.1523	1836.683	4734.7018	5849.1046	7033.3165	9175.182	13414.93	14740.681	16146.761	17560.151	18850.55	19919.115	20814.911	21652.788	22504.201	23392.733	24319.711	25279.083	26262.758	27161.917
2.4248276	29866	29475.406	28460.977	26139.483	21564.45	19882.431	18401.322	16629.68	14544.449	10810.491	10135.572	9553.1324	9033.8836	8547.894	8065.1085	1935.2585	1838.1161	4784.1659	5904.6441	7090.2017	9221.7019	13475.317	14806.056	16214.999	17626.862	18908.361	19965.456	20855.227	21692.475	22545.429	23435.914	24364.653	25325.421	26310.088	27209.805
2.6268966	29866	29435.226	28403.794	26078.109	21512.323	19844.347	18361.455	16578.935	14488.852	10772.213	10102.833	9524.6232	9008.0257	8523.1501	8039.9024	1904.2612	1841.9799	4838.044	5965.1789	7151.8816	9272.0816	13541.094	14877.192	16289.161	17699.167	18970.739	20015.447	20898.925	21735.611	22590.267	23482.873	24413.512	25375.785	26361.516	27261.827
