x	t=0	t=1000	t=1665
0	1.2716767e-05	2.5936432	3.8610382
2.937931	1.2716767e-05	2.597983	3.8561299
5.8758621	1.2716767e-05	2.6111939	3.841291
8.8137931	1.2716767e-05	2.6334443	3.8165876
11.751724	1.2716767e-05	2.6650093	3.7821219
14.689655	1.2716767e-05	2.7062631	3.7380338
17.627586	1.2716767e-05	2.7576673	3.6845212
20.565517	1.2716767e-05	2.8197538	3.6218081
23.503448	1.2716767e-05	2.8930953	3.55018
26.441379	1.2716767e-05	2.9782444	3.4699653
29.37931	1.2716767e-05	3.0756015	3.3814988
32.317241	1.2716767e-05	3.1851317	3.2851752
35.255172	1.2716767e-05	3.3057473	3.1814054
38.193103	1.2716767e-05	3.4355238	3.0730845
41.131034	1.2716767e-05	3.5512853	2.9756605
44.068966	1.2716767e-05	3.6417646	2.8874529
47.006897	1.2716767e-05	3.6983649	2.8060872
49.944828	1.2716767e-05	3.7114006	2.7299578
52.882759	1.2716767e-05	3.6723938	2.6579995
55.82069	1.2716767e-05	3.5782914	2.5894648
58.758621	1.2716767e-05	3.4349056	2.5236948
61.696552	1.2716767e-05	3.2563979	2.4599975
64.634483	1.2716767e-05	3.0603439	2.3976754
67.572414	1.2716767e-05	2.8618512	2.3359455
70.510345	1.2716767e-05	2.6708815	2.2739799
73.448276	1.2716767e-05	2.493666	2.2111278
76.386207	1.2716767e-05	2.335754	2.1470124
79.324138	1.2716767e-05	2.2028566	2.0817231
82.262069	1.2716767e-05	2.0987151	2.015757
85.2	1.2716767e-05	2.023626	1.9496471
