r(x_rel=0.5)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.004	17039.808	17191.56	19041.053	20587.686	22339.688	24203.476	26131.59	30077.14	31070.036	32063.477	33057.182	34051.167	35045.561	46027.079	46627.945	49649.808	50112.57	50277.866	49860.771	47270.274	46431.976	45550.198	44637.083	43700.431	42746.299	41779.463	40803.612	39821.445	38834.769	37844.656	36851.667	35856.105	34958.117
0.18	17038	17038.006	17040.2	17201.537	19079.335	20633.064	22388.92	24254.897	26184.286	30130.741	31123.676	32117.132	33110.849	34104.852	35099.272	46081.164	46682.019	49682.351	50128.74	50278.296	49837.985	47226.051	46385.218	45501.542	44586.992	43649.267	42694.347	41726.947	40750.7	39768.256	38781.377	37791.1	36797.967	35802.273	34904.179
0.36	17038	17038.009	17040.625	17211.729	19117.741	20678.51	22438.189	24306.34	26236.994	30184.344	31177.315	32170.787	33164.516	34158.538	35152.985	46135.25	46736.09	49714.467	50144.453	50278.333	49814.962	47181.752	46338.402	45452.843	44536.869	43598.078	42642.376	41674.418	40697.78	39715.062	38727.981	37737.541	36744.263	35748.438	34850.239
0.54	17038	17038.013	17041.295	17226.457	19171.774	20742.277	22507.246	24378.407	26310.812	30259.391	31252.412	32245.904	33239.651	34233.7	35228.184	46210.971	46811.787	49758.517	50165.48	50277.553	49782.229	47119.571	46272.738	45384.571	44466.626	43526.362	42569.58	41600.851	40623.674	39640.577	38653.216	37662.549	36669.07	35673.061	34774.716
0.72	17038	17038.02	17042.327	17246.816	19243.915	20827.118	22598.99	24474.087	26408.781	30358.948	31352.032	32345.551	33339.321	34333.406	35327.941	46311.421	46912.193	49815.318	50191.655	50275.052	49737.927	47036.801	46185.418	45293.843	44373.324	43431.137	42472.949	41503.216	40525.338	39541.747	38554.02	37563.054	36569.31	35573.059	34674.522
0.9	17038	17038.034	17043.878	17273.717	19335.282	20934.106	22714.478	24594.43	26531.942	30484.039	31477.198	32470.749	33464.551	34458.682	35453.282	46437.632	47038.33	49884.055	50221.816	50269.599	49680.88	46932.36	46075.368	45179.595	44255.905	43311.352	42351.436	41380.473	40401.737	39417.541	38429.362	37438.024	36443.948	35447.394	34548.62
1.08	17038	17038.059	17046.17	17308.175	19446.691	21063.898	22854.282	24739.966	26680.799	30635.135	31628.377	32621.966	33615.806	34609.995	35604.675	46590.075	47190.65	49963.156	50254.251	50259.65	49609.97	46805.568	45941.96	45041.234	44113.807	43166.47	42204.525	41232.122	40252.379	39267.473	38278.759	37286.977	36292.504	35295.589	34396.531
1.26	17038	17038.103	17049.525	17351.377	19578.889	21217.01	23018.803	24911.038	26855.655	30812.49	31805.821	32799.452	33793.338	34787.598	35782.376	46769.007	47369.383	50050.492	50286.821	50243.38	49524.005	46655.867	45784.709	44878.332	43946.645	42996.141	42031.894	41057.86	40076.981	39091.268	38101.941	37109.646	36114.709	35117.374	34217.991
1.44	17038	17038.184	17054.394	17404.714	19732.626	21393.92	23208.375	25107.904	27056.72	31016.259	32009.682	33003.359	33997.302	34991.647	35986.539	46974.583	47574.641	50143.423	50317.004	50218.696	49421.686	46482.732	45603.182	44690.523	43754.108	42800.096	41833.308	40857.48	39875.349	38888.744	37898.733	36905.856	35910.393	34912.581	34012.832
1.62	17038	17038.33	17061.407	17469.791	19908.68	21595.093	23423.304	25330.787	27284.159	31246.544	32240.059	33233.787	34227.797	35222.244	36217.269	47206.905	47806.463	50238.826	50341.942	50183.276	49301.607	46285.643	45396.959	44477.467	43535.915	42578.103	41608.574	40630.816	39647.341	38659.771	37669.008	36675.486	35679.434	34681.091	33780.941
1.8	17038	17038.595	17071.424	17548.429	20107.862	21820.998	23663.886	25579.888	27538.11	31503.417	32497.02	33490.804	34484.894	35479.46	36474.639	47466.047	48064.821	50333.111	50358.475	50134.593	49162.263	46064.066	45165.622	44238.83	43291.801	42329.952	41357.523	40377.732	39392.84	38404.244	37412.669	36418.438	35421.738	34422.814	33522.232
1.98	17038	17039.075	17085.601	17642.666	20331.006	22072.112	23930.414	25855.402	27818.697	31786.931	32780.616	33774.461	34768.646	35763.351	36758.704	47752.061	48349.617	50422.244	50363.189	50069.958	49002.075	45817.455	44908.744	43974.279	43021.506	42055.442	41080	40098.106	39111.746	38122.074	37129.632	36134.634	35137.228	34137.676	33236.639
2.16	17038	17039.938	17105.46	17754.742	20578.965	22348.914	24223.182	26157.516	28126.031	32097.122	33090.883	34084.797	35079.094	36073.959	37069.511	48064.986	48660.658	50501.785	50352.461	49986.558	48819.405	45545.253	44625.897	43683.483	42724.776	41754.379	40775.859	39791.826	38803.969	37813.186	36819.827	35824.003	34825.837	33825.616	32924.105
2.34	17038	17041.481	17132.959	17887.085	20852.6	22651.887	24542.482	26486.414	28460.217	32434.021	33427.85	34421.843	35416.272	36411.321	37407.095	48404.852	48997.614	50566.945	50322.519	49881.495	48612.583	45246.899	44316.648	43366.108	42401.361	41426.578	40444.965	39458.791	38469.429	37477.506	36483.185	35486.481	34487.503	33486.578	32584.584
2.52	17038	17044.207	17170.566	18042.285	21152.764	22981.51	24888.605	26842.274	28821.348	32797.65	33791.54	34785.626	35780.209	36775.468	37771.489	48771.676	49359.957	50612.661	50269.498	49751.835	48379.928	44921.829	43980.567	43021.83	42051.016	41071.861	40087.188	39098.905	38108.05	37114.97	36119.644	35122.007	34122.17	33120.512	32218.038
2.7	17038	17048.967	17221.311	18223.056	21480.293	23338.253	25261.839	27225.271	29209.51	33188.025	34181.973	35176.167	36170.931	37166.429	38162.723	49165.459	49746.855	50633.685	50189.501	49594.646	48119.78	44569.489	43617.23	42650.328	41673.506	40690.058	39702.407	38712.081	37719.761	36725.513	35729.143	34730.522	33729.783	32727.372	31824.433
2.88	17038	17057.148	17288.814	18432.201	21835.99	23722.569	25662.464	27635.571	29624.779	33605.161	34599.165	35593.49	36588.464	37584.23	38580.825	49586.178	50157.01	50624.694	50078.666	49407.053	47830.516	44189.335	43226.227	42251.295	41268.608	40281.012	39290.514	38298.237	37304.496	36309.075	35311.62	34311.966	33310.289	32307.117	31403.741
3.06	17038	17070.95	17377.293	18672.554	22220.619	24134.893	26090.752	28073.332	30067.218	34049.065	35043.132	36037.614	37032.831	38028.898	39025.82	50033.765	50588.42	50580.407	49933.229	49186.273	47510.584	43780.847	42807.163	41824.439	40836.113	39844.579	38851.41	37857.303	36862.195	35865.595	34867.015	33866.283	32863.637	31859.707	30955.942
3.24	17038	17093.726	17491.524	18946.929	22634.886	24575.637	26546.964	28538.699	30536.88	34519.747	35513.889	36508.559	37504.057	38500.457	39497.735	50508.068	51038.012	50495.696	49749.587	48929.669	47158.514	43343.532	42359.667	41369.489	40375.833	39380.632	38385.007	37389.213	36392.798	35395.013	34395.269	33393.414	32389.778	31385.108	30481.022
3.42	17038	17130.372	17636.772	19258.049	23079.436	25045.181	27031.347	29031.802	31033.801	35017.213	36011.45	37006.348	38002.165	38998.934	39996.596	51008.775	51501.097	50365.702	49524.358	48634.783	46772.952	42876.93	41883.398	40886.201	39887.599	38889.061	37891.234	36893.91	35896.251	34897.271	33896.318	32893.301	31888.664	30883.29	29978.976
3.6	17038	17187.641	17818.688	19608.478	23554.842	25543.874	27544.128	29552.755	31558.001	35541.469	36535.832	37531.003	38527.183	39524.355	40522.428	51535.262	51970.571	50185.932	49254.439	48299.381	46352.668	42380.624	41378.048	40374.359	39371.271	38369.777	37370.032	36371.347	35372.5	34372.307	33370.099	32365.886	31360.251	30354.23	29449.81
3.78	17038	17274.274	18043.191	20000.553	24061.595	26072.028	28085.518	30101.651	32109.484	36092.523	37087.053	38082.548	39079.136	40076.746	41075.256	52086.311	52435.784	49952.338	48937.064	47921.485	45896.578	41854.241	40843.346	39833.781	38826.736	37822.716	36821.357	35821.48	34821.494	33820.06	32816.549	31811.112	30804.497	29797.911	28893.542
3.96	17038	17400.747	18316.321	20436.306	24600.104	26629.919	28655.703	30678.559	32688.232	36670.384	37665.135	38661.01	39658.052	40656.135	41655.108	52659.543	52880.974	49661.394	48569.848	47499.405	45403.759	41297.46	40279.069	39264.322	38253.912	37247.833	36245.182	35244.275	34243.182	33240.466	32235.602	31228.923	30221.366	29214.325	28310.208
4.14	17038	17578.564	18644.089	20917.404	25170.691	27217.784	29254.846	31283.522	33294.21	37275.065	38270.1	39266.418	40263.961	41262.551	42262.009	53250.33	53283.253	49310.157	48150.831	47031.761	44873.454	40710.019	39685.036	38665.88	37652.751	36645.111	35641.492	34639.701	33637.509	32633.458	31627.191	30619.266	29610.827	28603.475	27699.86
4.32	17038	17819.23	19032.308	21445.098	25773.587	27835.824	29883.08	31916.553	33927.359	37906.582	38901.978	39898.802	40896.894	41896.023	42895.986	53849.667	53610.312	48896.325	47678.509	46517.502	44305.083	40091.712	39061.124	38038.397	37023.241	36014.556	35010.286	34007.731	33004.421	31998.966	30991.248	29982.088	28972.856	27965.379	27062.577
4.5	17038	18133.239	19486.402	22020.18	26408.939	28484.198	30540.511	32577.635	34587.602	38564.956	39560.799	40558.198	41556.884	42556.579	43557.066	54440.016	53818.527	48418.291	47151.852	45955.923	43698.249	39442.4	38407.26	37381.862	36365.405	35356.2	34351.573	33348.335	32343.858	31336.917	30327.706	29317.345	28307.439	27300.068	26398.465
4.68	17038	18529.403	20011.156	22642.972	27076.804	29163.034	31227.207	33266.712	35274.839	39250.216	40246.601	41244.642	42243.965	43244.251	44245.275	54987.202	53853.344	47875.187	46570.317	45346.662	43052.732	38762.011	37723.434	36696.312	35679.305	34670.097	33665.372	32661.486	31655.753	30647.231	29636.498	28624.996	27614.576	26607.597	25707.668
4.86	17038	19014.453	20610.387	23313.328	27777.166	29872.422	31943.199	33983.693	35988.952	39962.394	40959.423	41958.172	42958.17	43959.069	44960.642	55424.556	53656.555	47266.884	45933.844	44689.706	42368.489	38050.539	37009.694	35981.835	34965.035	33956.32	32951.705	31947.145	30940.033	29929.828	28917.559	27905.01	26894.278	25888.043	24990.372
5.04	17038	19592.727	21286.498	24030.656	28509.932	30612.421	32688.475	34728.45	36729.809	40701.531	41699.311	42698.83	43699.538	44701.063	45703.191	55621.902	53190.862	46593.965	45242.854	43985.379	41645.65	37308.055	36266.155	35238.569	34222.729	33214.961	32210.594	31205.269	30196.615	29184.625	28170.832	27157.366	26146.578	25141.515	24246.819
5.22	17038	20265.944	22039.697	24793.736	29274.754	31382.866	33462.78	35500.628	37497.088	41467.495	42466.133	43466.478	44467.921	45470.081	46472.769	55327.158	52504.356	45857.92	44498.462	43234.546	40884.705	36534.892	35493.181	34466.884	33452.73	32446.301	31442.235	30435.982	29425.59	28411.718	27396.446	26382.243	25371.712	24368.344	23477.492
