r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.98	17038	17039.158	17087.962	17653.577	20330.932	22064.404	23915.255	25832.94	27790.473	31752.747	32744.985	33737.013	34728.88	35720.696	36712.565	47660.423	48255.949	50304.356	50246.565	49959.63	48910.285	45766.044	44866.516	43940.356	42994.785	42034.788	41064.389	40086.705	39103.96	38117.561	37128.253	36136.336	35141.925	34145.166	33246.369
2.16	17038	17040.085	17108.696	17766.555	20577.67	22340.028	24206.852	26133.944	28096.995	32062.539	33054.793	34046.777	35038.605	36030.407	37022.293	47972.292	48565.895	50382.409	50236.218	49878.007	48730.584	45496.903	44586.538	43652.151	42700.313	41735.64	40761.849	39781.768	38797.339	37809.717	36819.441	35826.675	34831.468	33833.974	32934.617
2.34	17038	17041.74	17137.35	17899.707	20849.972	22641.73	24524.878	26461.652	28430.336	32399.001	33391.245	34383.176	35374.964	36366.757	37358.667	48311.047	48901.638	50446.3	50207.077	49775.134	48527.051	45201.847	44280.359	43337.528	42379.276	41409.845	40432.629	39450.139	38464.019	37475.154	36483.871	35490.201	34494.141	33495.864	32595.923
2.52	17038	17044.662	17176.455	18055.546	21148.696	22969.989	24869.623	26816.249	28790.603	32762.153	33754.359	34746.226	35737.977	36729.767	37721.711	48676.712	49262.619	50491.098	50155.359	49648.115	48298.012	44880.303	43947.535	42996.141	42031.412	41057.209	40076.585	39091.714	38103.917	37113.801	36121.478	35126.851	34129.883	33130.779	32230.243
2.7	17038	17049.752	17229.102	18236.7	21474.684	23325.276	25241.374	27197.917	29177.893	33152.006	34144.146	35135.943	36127.659	37119.455	38111.444	49069.291	49647.956	50511.705	50077.247	49494.054	48041.807	44531.704	43587.625	42627.652	41656.464	40677.544	39693.583	38706.394	37716.959	36725.595	35732.201	34736.567	33738.635	32738.668	31837.535
2.88	17038	17058.484	17298.967	18445.87	21828.745	23708.044	25640.411	27606.831	29592.295	33568.567	34560.614	35552.337	36544.024	37535.836	38527.882	49488.761	50056.279	50502.958	49968.949	49310.098	47756.817	44155.494	43200.196	42231.728	41254.188	40270.676	39283.5	38294.09	37303.075	36310.473	35315.979	34319.286	33320.339	32319.481	31417.764
3.06	17038	17073.178	17390.307	18685.785	22211.648	24118.728	26067.006	28043.163	30033.885	34011.839	35003.769	35995.415	36987.083	37978.923	38971.042	49935.044	50485.469	50459.74	49826.757	49093.483	47441.484	43751.135	42784.833	41808.054	40824.352	39836.44	38846.221	37854.721	36862.2	35868.377	34872.753	33874.949	32874.94	31873.171	30970.9
3.24	17038	17097.361	17507.906	18959.155	22624.109	24557.735	26521.42	28507.071	30502.728	34481.821	35473.613	36465.187	37456.846	38448.729	39440.938	50407.965	50932.28	50377.08	49647.108	48841.576	47094.337	43318.113	42341.137	41356.331	40366.743	39374.69	38381.647	37388.215	36394.274	35399.247	34402.461	33403.494	32402.38	31399.695	30496.919
3.42	17038	17136.145	17656.991	19268.615	23066.776	25025.444	27003.902	28998.705	30998.877	34978.508	35970.149	36961.657	37953.323	38945.264	39937.584	50907.17	51391.768	50250.25	49426.641	48551.918	46714.012	42855.945	41868.737	40876.283	39881.168	38885.297	37889.693	36894.51	35899.243	34903.027	33905.043	32904.858	31902.603	30899.011	29995.807
3.6	17038	17196.535	17843.104	19616.665	23540.23	25522.196	27514.682	29518.199	31522.363	35501.893	36493.376	37484.833	38476.523	39468.542	40460.995	51431.961	51856.46	50074.851	49162.255	48222.261	46299.271	42364.181	41367.29	40367.663	39367.46	38368.156	37370.288	36373.553	35377.056	34379.661	33380.434	32378.979	31375.554	30371.085	29467.556
3.78	17038	17287.519	18071.952	20005.619	24044.966	26048.3	28053.978	30065.67	32073.202	36051.969	37043.297	38034.721	39026.455	40018.573	41011.186	51980.984	52315.176	49846.881	48851.167	47850.601	45849.022	41842.418	40836.488	39830.257	38825.483	37823.182	36823.379	35825.301	34827.666	33829.089	32828.57	31825.79	30821.178	29815.885	28912.175
3.96	17038	17419.753	18349.23	20437.543	24581.398	26604.022	28621.985	30641.216	32651.387	36628.726	37619.913	38611.328	39603.13	40595.37	41588.173	52551.627	52751.416	49562.802	48490.955	47435.212	45362.33	41290.293	40276.066	39263.885	38255.13	37250.316	36248.931	35249.722	34251.029	33251.255	32249.382	31245.225	30239.426	29233.39	28329.684
4.14	17038	17604.805	18680.423	20914.201	25149.848	27189.591	29218.88	31244.911	33256.888	37232.158	38223.226	39214.663	40206.559	41198.946	42191.975	53138.839	53141.305	49219.601	48079.609	46974.668	44838.428	40707.497	39685.8	38668.411	37656.329	36649.525	35646.924	34646.79	33647.101	32646.094	31642.8	30637.218	29630.248	28623.588	27720.124
4.32	17038	17854.109	19070.603	21437.004	25750.549	27805.193	29844.818	31876.801	33889.65	37862.258	38853.242	39844.735	40836.752	41829.316	42822.611	53732.836	53451.306	48814.863	47615.555	46467.864	44276.729	40093.773	39065.516	38043.743	37029.049	36020.804	35017.356	34016.488	33015.839	32013.543	31008.747	30001.703	28993.604	27986.479	27083.559
4.5	17038	18178.026	19524.225	22006.965	26383.644	28450.977	30499.929	32536.905	34549.591	38519.022	39509.968	40501.554	41493.724	42486.495	43480.105	54314.614	53636.468	48346.84	47097.681	45914.029	43676.827	39448.923	38415.096	37389.839	36373.293	35364.175	34360.24	33358.801	32357.196	31353.528	30347.148	29338.613	28329.459	27322.08	26420.082
4.68	17038	18585.284	20044.931	22624.656	27049.189	29127.055	31184.32	33225.207	35236.603	39202.451	40193.413	41185.133	42177.487	43170.501	44164.481	54847.176	53641.336	47814.511	46525.342	45312.737	43038.498	38772.81	37734.477	36706.707	35689.107	34679.685	33675.604	32673.719	31671.12	30665.975	29657.92	28647.887	27637.789	26630.428	25729.824
4.86	17038	19082.62	20635.362	23290.179	27747.154	29833.503	31898.068	33941.653	35950.551	39912.547	40903.59	41895.486	42888.058	43881.352	44875.772	55258.377	53408.593	47217.601	45898.364	44663.907	42361.699	38065.36	37023.661	35994.412	34976.574	33967.407	32963.483	31961.23	30957.554	29950.798	28940.981	27929.465	26918.582	25911.585	25012.956
5.04	17038	19674.327	21297	24003.15	28477.436	30570.366	32641.218	34686.15	36691.273	40649.32	41640.514	42632.629	43625.453	44619.072	45614.012	55407.31	52906.889	46556.552	45217.031	43967.802	41646.555	37326.568	36282.715	35253.071	34235.819	33227.433	32223.925	31221.317	30216.429	29207.907	28196.245	27183.298	26171.846	25165.645	24269.706
5.22	17038	20361.638	22029.815	24762.468	29239.669	31337.473	33413.586	35458.378	37458.411	41412.604	42404.024	43396.4	44389.511	45383.504	46379.066	55021.017	52202.507	45832.709	44482.308	43225.235	40893.557	36556.692	35511.967	34483.04	33467.181	32460.059	31457.158	30454.135	29447.846	28437.385	27423.814	26409.53	25397.793	24392.924	23500.542
