r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17039.919	17196.057	19047.372	20586.641	22330.975	24187.297	26108.425	30045.198	31036.751	32028.815	33020.9	34012.873	35004.754	45941.867	46540.408	49543.835	49999.975	50162.662	49754.032	47201.663	46373.305	45501.067	44596.797	43668.063	42720.793	41759.771	40788.802	39810.774	38827.72	37840.924	36851.098	35858.59	34963.223
0.18	17038	17038.007	17040.334	17206.243	19085.469	20631.806	22380.005	24238.518	26160.948	30098.726	31090.32	32082.39	33074.47	34066.436	35058.314	45995.737	46594.28	49575.952	50015.871	50163.104	49731.668	47157.987	46327.077	45452.91	44547.16	43617.296	42669.179	41707.539	40736.129	39757.791	38774.512	37787.542	36797.565	35804.92	34909.438
0.36	17038	17038.009	17040.783	17216.645	19123.69	20677.038	22429.072	24289.761	26213.485	30152.256	31143.889	32135.965	33128.039	34119.999	35111.875	46049.607	46648.151	49607.643	50031.317	50163.16	49709.07	47114.233	46280.79	45404.708	44497.488	43566.503	42617.546	41655.293	40683.447	39704.801	38721.299	37734.155	36744.029	35751.246	34855.649
0.54	17038	17038.014	17041.491	17231.669	19177.46	20740.508	22497.845	24361.548	26287.065	30227.201	31218.887	32210.971	33203.036	34194.986	35186.859	46125.029	46723.567	49651.1	50051.985	50162.424	49676.939	47052.815	46215.864	45337.13	44427.874	43495.337	42545.219	41582.12	40609.672	39630.601	38646.791	37659.405	36669.07	35676.094	34780.338
0.72	17038	17038.022	17042.58	17252.423	19249.248	20824.953	22589.214	24456.858	26384.719	30326.624	31318.375	32310.467	33302.521	34294.459	35286.327	46225.084	46823.605	49707.12	50077.712	50160.012	49633.446	46971.057	46129.521	45247.319	44335.402	43400.836	42449.204	41485.001	40511.77	39532.146	38547.933	37560.231	36569.62	35576.39	34680.424
0.9	17038	17038.037	17044.216	17279.822	19340.167	20931.448	22704.23	24576.736	26507.49	30451.549	31443.376	32435.474	33427.513	34419.437	35411.301	46350.803	46949.282	49774.885	50107.355	50154.718	49577.432	46867.886	46020.696	45134.215	44219.016	43281.952	42328.456	41362.9	40388.709	39408.406	38423.698	37435.602	36444.647	35451.099	34554.871
1.08	17038	17038.063	17046.631	17314.88	19451.025	21060.645	22843.465	24721.713	26655.882	30602.444	31594.353	32586.456	33578.476	34570.383	35562.243	46502.659	47101.052	49852.832	50139.235	50145.032	49507.792	46742.623	45888.76	44997.227	44078.152	43138.144	42182.455	41215.311	40239.995	39258.897	38273.603	37285.039	36293.672	35299.742	34403.201
1.26	17038	17038.111	17050.161	17358.782	19582.565	21213.063	23007.317	24892.129	26830.201	30779.566	31771.558	32763.661	33755.658	34747.547	35739.403	46680.911	47279.146	49938.847	50171.252	50129.164	49423.35	46594.713	45733.228	44835.923	43912.422	42969.055	42010.874	41041.929	40065.338	39083.338	38097.377	37108.273	36116.427	35122.051	34225.147
1.44	17038	17038.198	17055.278	17412.909	19735.535	21389.178	23196.121	25088.245	27030.661	30983.069	31975.141	32967.238	33959.208	34951.078	35942.932	46885.718	47483.679	50030.316	50200.935	50105.064	49322.818	46423.631	45553.664	44649.93	43721.504	42774.408	41813.468	40842.537	39864.544	38881.548	37894.844	36905.131	35912.739	34917.856	34020.541
1.62	17038	17038.356	17062.638	17478.852	19910.71	21589.459	23410.182	25310.284	27257.432	31213.056	32205.199	33197.283	34189.221	35181.072	36172.927	47117.19	47714.688	50124.153	50225.483	50070.455	49204.803	46228.852	45349.642	44438.901	43505.109	42553.962	41590.036	40616.964	39637.461	38653.391	37665.875	36675.489	35682.486	34687.036	33789.266
1.8	17038	17038.641	17073.133	17558.407	20108.897	21814.375	23649.796	25558.45	27510.659	31469.599	32461.798	33453.859	34445.764	35437.596	36429.456	47375.405	47972.146	50216.821	50241.807	50022.857	49067.815	46009.84	45120.737	44202.491	43262.961	42307.493	41340.399	40365.063	39383.969	38398.759	37410.373	36419.251	35425.575	34429.498	33531.232
