r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17040.35	17243.254	19409.441	21077.464	22932.527	24880.816	26862.158	30871.898	31892.632	32921.968	33958.43	34999.861	36044.069	47418.417	48029.086	50980.894	51319.202	51309.585	50483.783	47200.957	46242.54	45263.665	44275.396	43282.679	42287.145	41288.288	40284.817	39275.906	38261.97	37244.777	36226.93	35211.035	34299.906
0.18	17038	17038.008	17040.865	17256.452	19451.389	21125.766	22984.36	24934.121	26915.836	30926.793	31948.017	32977.788	34014.576	35056.207	36100.505	47473.444	48083.965	51008.24	51326.902	51299.438	50449.837	47149.667	46189.974	45210.437	44221.858	43228.986	42233.305	41234.232	40230.474	39221.262	38207.09	37189.791	36171.992	35156.271	34245.352
0.36	17038	17038.011	17041.424	17269.923	19493.444	21174.132	23036.225	24987.435	26969.516	30981.701	32003.414	33033.618	34070.728	35112.558	36156.942	47528.466	48138.837	51035.061	51334.067	51288.862	50415.669	47098.336	46137.385	45157.198	44168.315	43175.29	42179.46	41180.169	40176.123	39166.61	38152.206	37134.806	36117.057	35101.513	34190.805
0.54	17038	17038.016	17042.306	17289.363	19552.547	21241.978	23108.903	25062.094	27044.673	31058.602	32080.999	33111.803	34149.357	35191.456	36235.956	47605.486	48215.639	51071.488	51342.964	51273.148	50367.366	47026.382	46063.71	45082.639	44093.344	43100.108	42104.068	41104.465	40100.013	39090.081	38075.357	37057.824	36040.156	35024.864	34114.454
0.72	17038	17038.025	17043.669	17316.183	19631.346	21332.214	23205.428	25161.163	27144.381	31160.666	32183.965	33215.557	34253.686	35296.13	36340.774	47707.638	48317.485	51117.806	51352.764	51250.711	50302.472	46930.777	45965.892	44983.693	43993.876	43000.365	42004.039	41004.015	39999.018	38988.534	37973.397	36955.704	35938.157	34923.211	34013.196
0.9	17038	17038.042	17045.721	17351.533	19730.977	21445.959	23326.885	25285.683	27269.67	31288.982	32313.41	33345.974	34384.806	35427.664	36472.474	47835.953	48445.39	51172.777	51361.909	51220.017	50219.652	46810.416	45842.859	44859.313	43868.874	42875.026	41878.331	40877.764	39872.077	38860.904	37845.267	36827.397	35810.028	34795.53	33886.015
1.08	17038	17038.073	17048.764	17396.668	19852.222	21583.879	23473.839	25436.148	27421.016	31444.082	32469.866	33503.58	34543.229	35586.559	36631.545	47990.886	48599.783	51234.382	51368.335	51179.322	50117.766	46664.698	45694.072	44708.998	43717.859	42723.613	41726.459	40725.214	39718.682	38706.687	37690.475	36672.43	35655.309	34641.375	33732.465
1.26	17038	17038.128	17053.231	17453.035	19995.77	21746.489	23646.668	25612.838	27598.684	31626.293	32653.652	33688.68	34729.246	35773.091	36818.253	48172.668	48780.858	51299.978	51369.541	51126.631	49995.666	46493.206	45519.19	44532.456	43540.56	42545.857	41548.141	40546.073	39538.539	38525.594	37508.747	36490.549	35473.767	34460.524	33552.324
1.44	17038	17038.229	17059.74	17522.293	20162.306	21934.257	23845.666	25815.939	27802.841	31835.847	32864.994	33901.484	34943.047	35987.432	37032.756	48381.422	48988.684	51366.35	51362.641	51059.713	49852.141	46295.6	45317.963	44329.492	43336.807	42341.588	41343.195	40340.144	39331.443	38317.431	37299.912	36281.608	35265.278	34252.861	33345.476
1.62	17038	17038.412	17069.152	17606.314	20352.534	22147.636	24071.088	26045.579	28033.607	32072.938	33104.074	34142.15	35184.767	36229.697	37275.153	48617.211	49223.241	51429.734	51344.408	50976.13	49685.913	46071.577	45090.19	44099.965	43106.479	42110.682	41111.48	40107.272	39097.24	38082.057	37063.852	36045.521	35029.777	34018.337	33111.864
1.8	17038	17038.744	17082.654	17707.162	20567.192	22387.077	24323.16	26301.859	28291.078	32337.738	33371.045	34410.809	35454.51	36499.969	37545.512	48880.06	49484.429	51485.85	51311.329	50873.276	49495.643	45820.864	44835.701	43843.762	42849.488	41853.041	40852.879	39847.326	38835.797	37819.358	36800.487	35782.238	34767.242	33756.935	32851.464
1.98	17038	17039.345	17101.852	17827.07	20807.047	22653.038	24602.094	26584.853	28575.336	32630.41	33666.051	34707.573	35752.36	36798.307	37843.874	49169.968	49772.057	51529.948	51259.671	50748.422	49279.951	45543.205	44554.351	43560.797	42565.759	41568.58	40567.284	39560.181	38546.995	37529.24	36509.759	35491.739	34477.678	33468.669	32564.277
2.16	17038	17040.43	17128.872	17968.392	21072.896	22945.976	24908.079	26894.617	28886.461	32951.115	33989.224	35032.539	36078.384	37124.754	38170.265	49486.918	50085.812	51556.865	51185.543	50598.769	49037.441	45238.367	44246.015	43251	42255.233	41257.218	40254.588	39245.717	38230.724	37211.622	36191.631	35174.027	34161.112	33153.571	32250.311
2.34	17038	17042.373	17166.474	18133.556	21365.554	23266.345	25241.286	27231.195	29224.537	33300.013	34340.691	35385.797	36432.635	37479.34	38524.695	49830.872	50425.208	51561.122	51084.98	50421.495	48766.723	44906.144	43910.594	42914.318	41917.855	40918.873	39914.68	38903.812	37886.875	36866.438	35846.083	34829.125	33817.592	32811.686	31909.586
2.52	17038	17045.819	17218.148	18325.002	21685.848	23614.588	25601.861	27594.616	29589.656	33677.265	34720.571	35767.424	36815.157	37862.08	38907.163	50201.779	50789.498	51537.034	50954.016	50213.808	48466.443	44546.359	43548.011	42550.709	41553.572	40553.457	39547.441	38534.34	37515.347	36493.632	35473.117	34457.079	33447.185	32443.071	31542.12
2.7	17038	17051.857	17288.197	18545.119	22034.607	23991.126	25989.918	27984.897	29981.924	34083.03	35128.977	36177.485	37225.981	38272.979	39317.659	50599.566	51177.545	51478.847	50788.766	49973.002	48135.306	44158.873	43158.214	42160.145	41162.329	40160.874	39152.741	38137.168	37116.041	36093.165	35072.754	34057.953	33049.971	32047.792	31147.928
2.88	17038	17062.282	17381.763	18796.182	22412.647	24396.353	26405.541	28402.049	30401.467	34517.467	35566.013	36616.036	37665.123	38712.033	39756.16	51024.131	51587.612	51380.893	50585.503	49696.501	47772.106	43743.588	42741.179	41742.607	40744.069	39741.011	38730.438	37712.16	36688.868	35665.015	34645.036	33631.833	32626.046	31625.917	30727.013
3.06	17038	17079.968	17504.79	19080.292	22820.764	24830.619	26848.77	28846.075	30848.434	34980.727	36031.769	37083.117	38132.588	39179.221	40222.633	51475.316	52017.053	51237.751	50340.736	49381.914	47375.746	43300.455	42296.911	41298.083	40298.721	39293.742	38280.373	37259.176	36233.747	35209.18	34190.032	33178.828	32175.521	31177.516	30279.361
3.24	17038	17109.359	17663.882	19399.331	23259.716	25294.227	27319.607	29316.976	31323.004	35472.955	36526.322	37578.752	38628.368	39674.513	40717.035	51952.863	52461.838	51044.395	50051.27	49027.076	46945.265	42829.471	41825.44	40826.563	39826.203	38818.916	37802.375	36778.076	35750.612	34725.684	33707.838	32699.068	31698.517	30702.653	29804.934
3.42	17038	17157.051	17866.056	19754.937	23730.215	25787.412	27818.002	29814.761	31825.393	35994.283	37049.731	38102.948	39152.436	40197.867	41239.313	52456.315	52915.847	50796.338	49714.274	48630.094	46479.857	42330.69	41326.82	40328.036	39326.409	38316.361	37296.256	36268.721	35239.419	34214.583	33198.58	32192.706	31195.162	30201.383	29303.657
3.6	17038	17232.374	18118.355	20148.496	24232.905	26310.337	28343.86	30339.447	32355.858	36544.823	37602.033	38655.692	39704.752	40749.228	41789.404	52984.825	53369.837	50489.735	49327.329	48189.38	45978.889	41804.217	40801.126	39802.48	38799.209	37785.878	36761.815	35730.979	34700.149	33675.965	32662.417	31659.915	30665.591	29673.743	28775.405
3.78	17038	17347.814	18427.338	20581.161	24768.357	26863.077	28897.034	30891.071	32914.704	37124.666	38183.242	39236.951	40285.258	41328.525	42367.232	53536.78	53809.97	50121.46	48888.479	47703.684	45441.917	41250.21	40248.448	39249.857	38244.443	37227.239	36198.842	35164.734	34132.816	33109.962	32099.543	31100.888	30109.936	29119.745	28219.995
3.96	17038	17519.059	18798.48	21053.89	25337.043	27445.609	29477.33	31469.704	33502.288	37733.874	38793.342	39846.668	40893.88	41935.679	42972.714	54109.067	54215.79	49689.149	48396.264	47172.117	44868.697	40668.876	39668.882	38670.101	37661.906	36640.184	35607.118	34569.891	33537.477	32516.75	31510.187	30515.837	29528.326	28539.365	27637.16
