x	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=5990
125.87586	0	-0.064115633	-0.066687727	-0.066678792	-0.068190519	-0.07342998	-0.076465826	-0.070965748	-0.068090672	-0.071962513	-0.074208389	-0.076771414	-0.079415602	-0.081685782	-0.082866227	0.047540018	0.06374921	0.063788459	0.064004554	0.065677907	0.068336289	0.063393083	0.062439026	0.061997534	0.062408109	0.06360363	0.065118106	0.066621281	0.067965336	0.069089218	0.069959566	0.070535709	0.070722982	0.070358321
128.48276	0	-0.065103225	-0.067821871	-0.067830201	-0.069330039	-0.07459297	-0.077652521	-0.072137744	-0.069236253	-0.073110072	-0.075363809	-0.077936211	-0.080590421	-0.08287019	-0.084058058	0.048181411	0.064785707	0.064983548	0.065205615	0.066888303	0.069571935	0.064640967	0.06368072	0.063232292	0.06363749	0.064832549	0.066351908	0.067862975	0.069215578	0.070346834	0.07122211	0.071799862	0.071984443	0.071611768
131.08966	0	-0.066034758	-0.06889681	-0.068923355	-0.070411313	-0.075697409	-0.078780386	-0.073251099	-0.070323583	-0.074199199	-0.076460667	-0.079042285	-0.081706338	-0.083995511	-0.085190649	0.048777379	0.065767008	0.06612714	0.066355435	0.068047725	0.070757147	0.065838698	0.064872129	0.064416638	0.064816407	0.066011032	0.067535391	0.069054542	0.07041593	0.07155479	0.072435173	0.073014623	0.073196487	0.072815668
133.69655	0	-0.066910931	-0.069911713	-0.069957207	-0.071433449	-0.076742202	-0.079848137	-0.074304659	-0.071351722	-0.075228972	-0.077497982	-0.080088589	-0.082762237	-0.085060572	-0.086262782	0.049330116	0.066693294	0.067218007	0.06745269	0.069154745	0.071890273	0.066984477	0.066011506	0.065548887	0.065943219	0.067137446	0.068666885	0.070194249	0.071564582	0.072711214	0.07359684	0.074178066	0.074357222	0.073968212
136.30345	0	-0.067732261	-0.070865765	-0.070930686	-0.072395525	-0.077726242	-0.080854479	-0.075297248	-0.072319695	-0.076198437	-0.078474746	-0.081074053	-0.083756984	-0.086064176	-0.087273219	0.049841623	0.067564589	0.06825466	0.068495793	0.070207664	0.072969379	0.068076221	0.067096824	0.066627076	0.067016012	0.068209883	0.069744442	0.071280074	0.072659432	0.07381393	0.074704888	0.075287957	0.075464446	0.075067284
138.91034	0	-0.068499104	-0.071758176	-0.071842716	-0.073296604	-0.078648415	-0.081798122	-0.076227684	-0.073226514	-0.077106628	-0.07938994	-0.081997597	-0.084689437	-0.087005127	-0.088220719	0.050313698	0.068380769	0.069235353	0.069482901	0.07120453	0.073992258	0.069111569	0.068125783	0.067648975	0.068032604	0.069226166	0.070765844	0.072309724	0.073698097	0.074860476	0.075756802	0.076341764	0.076515657	0.076110468
141.51724	0	-0.069211657	-0.072588184	-0.072692222	-0.074135746	-0.079507619	-0.082677791	-0.077094792	-0.074071182	-0.077952572	-0.080242543	-0.082858145	-0.085558461	-0.087882235	-0.089104052	0.050747931	0.069141572	0.070158106	0.070411939	0.072143152	0.07495645	0.070087906	0.069095834	0.068612108	0.068990571	0.070183879	0.071728623	0.073280646	0.074677929	0.075848118	0.076749788	0.077336673	0.077508072	0.077095066
144.12414	0	-0.069869979	-0.073355057	-0.073478152	-0.074912016	-0.080302774	-0.083492247	-0.077897423	-0.074852715	-0.078735302	-0.081031546	-0.083654632	-0.086362937	-0.088694329	-0.08992201	0.051145691	0.069846598	0.071020726	0.071280623	0.073021126	0.075859269	0.071002391	0.070004204	0.069513781	0.069887275	0.071080383	0.072630092	0.074190065	0.075596049	0.076773882	0.077680807	0.07826962	0.078438657	0.078018133
146.73103	0	-0.070473992	-0.074058093	-0.074199491	-0.0756245	-0.081032831	-0.084240291	-0.07863446	-0.075570147	-0.079453872	-0.081755959	-0.084386022	-0.087101777	-0.089440273	-0.090673419	0.051508125	0.070495325	0.071820842	0.072086492	0.073835876	0.076697843	0.071852	0.070847945	0.070351122	0.070719899	0.071912867	0.07346738	0.075035014	0.076449383	0.077634597	0.078546619	0.07913734	0.079304172	0.078876515
149.33793	0	-0.071023495	-0.074696619	-0.074855267	-0.07627231	-0.081696784	-0.084920788	-0.079304838	-0.076222545	-0.08010736	-0.082414824	-0.085051313	-0.087773933	-0.090118975	-0.091357153	0.051836147	0.071087108	0.072555945	0.072826954	0.074584692	0.077469167	0.072633582	0.071623978	0.071121134	0.071485502	0.072678389	0.074237489	0.075812397	0.077234723	0.078426954	0.079343842	0.079936419	0.080101227	0.079666912
151.94483	0	-0.07151817	-0.075269993	-0.075444572	-0.076854598	-0.082293685	-0.085532671	-0.079907554	-0.07680902	-0.080694884	-0.083007229	-0.085649551	-0.088378406	-0.090729396	-0.091972145	0.052130435	0.07162119	0.073223437	0.073499336	0.075264792	0.078170164	0.073343924	0.072329165	0.071820756	0.072181076	0.073373941	0.074937347	0.076519046	0.077948791	0.079147572	0.080069023	0.080663374	0.080826362	0.080385941
154.55172	0	-0.071957583	-0.075777608	-0.075966568	-0.077370566	-0.082822647	-0.086074957	-0.080441677	-0.077328736	-0.08121561	-0.083532308	-0.086179838	-0.088914263	-0.091270568	-0.092517397	0.052391424	0.072096704	0.073820687	0.074100944	0.075873379	0.078797755	0.07397983	0.07296038	0.072446937	0.072803618	0.073996515	0.07556389	0.0771518	0.078588317	0.079793086	0.080718724	0.081314732	0.081476122	0.081030224
157.15862	0	-0.072341189	-0.07621889	-0.0764205	-0.07781947	-0.083282859	-0.08654676	-0.080906363	-0.077780919	-0.081668759	-0.083989259	-0.086641342	-0.089380639	-0.091741596	-0.092991993	0.052619303	0.072512682	0.074345096	0.074629124	0.076407709	0.079348944	0.074538205	0.073514593	0.072996711	0.073350208	0.074543185	0.076114129	0.077707582	0.079150129	0.08036023	0.081289612	0.081887131	0.082047157	0.081596472
159.76552	0	-0.072668334	-0.076593309	-0.076805702	-0.078200632	-0.083673594	-0.086947294	-0.081300861	-0.078164871	-0.082053615	-0.084377349	-0.087033306	-0.089776753	-0.092141672	-0.093395107	0.052814012	0.072868063	0.074794155	0.075081333	0.076865168	0.079820894	0.075016144	0.073988958	0.073467287	0.073818086	0.075011183	0.076585242	0.07818349	0.079631236	0.080845937	0.081778561	0.082377414	0.082536317	0.082081586
162.37241	0	-0.072938254	-0.076900386	-0.07712161	-0.078513447	-0.083994215	-0.087275892	-0.081624525	-0.078479968	-0.082369537	-0.084695921	-0.087355056	-0.09010191	-0.092470085	-0.093726012	0.052975236	0.0731617	0.075165517	0.075455208	0.077243337	0.080211014	0.075411026	0.074380893	0.073856124	0.074204736	0.075397977	0.076974651	0.078576879	0.080028925	0.08124743	0.082182747	0.082782728	0.08294075	0.082482745
164.97931	0	-0.073150069	-0.077139702	-0.077367764	-0.078757388	-0.084244182	-0.087532005	-0.081876817	-0.078725677	-0.082615959	-0.084944403	-0.087606008	-0.090355514	-0.092726223	-0.093984089	0.053102407	0.073392368	0.075457057	0.075748626	0.077540065	0.080517034	0.075720589	0.07468817	0.074161014	0.074507958	0.075701354	0.077280099	0.078885445	0.080340843	0.081562312	0.082499735	0.083100617	0.083257992	0.082797495
167.58621	0	-0.073302788	-0.077310909	-0.077543813	-0.078932013	-0.084423063	-0.087715215	-0.08205732	-0.078901553	-0.082792402	-0.08512231	-0.087785673	-0.090537069	-0.092909585	-0.094168833	0.053194697	0.073558777	0.075666933	0.075959772	0.077753532	0.08073708	0.075943015	0.07490898	0.074380154	0.074725943	0.075919481	0.077499724	0.079107294	0.080565072	0.081788643	0.082727566	0.083329104	0.08348605	0.083023833
170.1931	0	-0.073395294	-0.077413744	-0.077649522	-0.079036967	-0.084530533	-0.087825238	-0.082165736	-0.079007249	-0.082898472	-0.085229252	-0.087893664	-0.090646189	-0.093019785	-0.094279856	0.053251022	0.073659589	0.075793635	0.076087183	0.077882299	0.080869729	0.076076984	0.075041999	0.074512199	0.074857324	0.076050967	0.077632114	0.079241007	0.080700193	0.081925006	0.082864819	0.083466755	0.083623466	0.083160262
172.8	0	-0.073426347	-0.077448042	-0.077684769	-0.079071988	-0.084566382	-0.087861925	-0.082201893	-0.079042514	-0.082933871	-0.08526494	-0.0879297	-0.090682598	-0.093056553	-0.094316897	0.053270042	0.073693424	0.075836025	0.076129796	0.077925353	0.080914056	0.076121723	0.075086426	0.07455631	0.074901222	0.076094905	0.077676353	0.079285684	0.080745331	0.081970552	0.082910658	0.083512728	0.083669367	0.083205847
