t(s)	total_voltage(V)
0	4.1809414
0.05	3.9598078
0.1	3.9585812
0.2	3.9561883
0.4	3.9516752
0.8	3.9437259
1.6	3.931238
3.2	3.9143116
6.4	3.894204
12.8	3.8722782
19.2	3.8593204
25.6	3.8496825
32	3.8411756
38.4	3.8330739
51.2	3.8169919
64	3.800996
76.8	3.7855804
102.4	3.7557547
128	3.7296265
179.2	3.6880958
230.4	3.6558698
281.6	3.6257226
332.8	3.5926777
384	3.555978
435.2	3.5178333
486.4	3.481227
537.6	3.4479425
588.8	3.4189407
640	3.3944234
691.2	3.373388
742.4	3.3541837
793.6	3.3346009
844.8	3.3132276
896	3.2902617
947.2	3.2660371
998.4	3.2400192
1000	3.2391632
1051.2	3.2114583
1102.4	3.1830662
1153.6	3.1541118
1204.8	3.1246568
1256	3.0944281
1307.2	3.0626415
1358.4	3.0282884
1409.6	2.9890948
1460.8	2.9403014
1512	2.8757063
1537.6	2.8344175
1563.2	2.7842808
1588.8	2.730203
1614.4	2.6786584
1640	2.6249949
1665.6	2.5558927
