x	t=0	t=1000	t=1665
97.2	4.2729614	3.4754803	3.1668934
99.806897	4.2729614	3.475452	3.1668766
102.41379	4.2729614	3.4753674	3.1668255
105.02069	4.2729614	3.475227	3.1667387
107.62759	4.2729614	3.4750311	3.166615
110.23448	4.2729614	3.4747805	3.1664524
112.84138	4.2729614	3.4744756	3.1662493
115.44828	4.2729614	3.4741169	3.1660034
118.05517	4.2729614	3.4737051	3.1657126
120.66207	4.2729614	3.4732407	3.1653745
123.26897	4.2729614	3.4727243	3.1649866
125.87586	4.2729614	3.4721566	3.1645468
128.48276	4.2729614	3.4715381	3.1640529
131.08966	4.2729614	3.4708696	3.1635031
133.69655	4.2729614	3.4701516	3.1628963
136.30345	4.2729614	3.4693849	3.1622312
138.91034	4.2729614	3.4685702	3.1615075
141.51724	4.2729614	3.467708	3.1607247
144.12414	4.2729614	3.4667991	3.1598833
146.73103	4.2729614	3.4658442	3.1589835
149.33793	4.2729614	3.4648437	3.1580265
151.94483	4.2729614	3.4637984	3.1570132
154.55172	4.2729614	3.4627089	3.1559454
157.15862	4.2729614	3.4615755	3.154825
159.76552	4.2729614	3.4603989	3.153654
162.37241	4.2729614	3.4591793	3.1524348
164.97931	4.2729614	3.4579171	3.1511699
167.58621	4.2729614	3.4566125	3.1498616
170.1931	4.2729614	3.4552657	3.1485116
172.8	4.2729614	3.4538766	3.1471214
