x	t=0	t=1000	t=1665
0	1000	2974.8691	3390.8572
2.937931	1000	2969.0993	3381.6369
5.8758621	1000	2951.7667	3354.003
8.8137931	1000	2922.8006	3308.0366
11.751724	1000	2882.0823	3243.8721
14.689655	1000	2829.4424	3161.6953
17.627586	1000	2764.6596	3061.7422
20.565517	1000	2687.4571	2944.2965
23.503448	1000	2597.4999	2809.6877
26.441379	1000	2494.3917	2658.2886
29.37931	1000	2377.6718	2490.5134
32.317241	1000	2246.8134	2306.815
35.255172	1000	2101.2237	2107.6823
38.193103	1000	1940.2481	1893.6329
41.131034	1000	1789.8947	1715.3161
44.068966	1000	1655.7528	1567.0071
47.006897	1000	1535.3763	1440.0488
49.944828	1000	1425.9003	1328.3341
52.882759	1000	1325.0399	1227.8874
55.82069	1000	1231.1354	1136.0772
58.758621	1000	1143.0074	1051.0995
61.696552	1000	1059.8103	971.67296
64.634483	1000	980.92017	896.8581
67.572414	1000	905.85554	825.9471
70.510345	1000	834.2278	758.39428
73.448276	1000	765.71109	693.77068
76.386207	1000	700.02402	631.73349
79.324138	1000	636.91735	572.00466
82.262069	1000	576.16504	514.35558
85.2	1000	517.55865	458.59578
85.613793	1000	512.91202	454.15005
86.027586	1000	509.82771	451.1861
86.441379	1000	506.75259	448.23087
86.855172	1000	503.6866	445.28428
87.268966	1000	500.62966	442.34628
87.682759	1000	497.58171	439.41681
88.096552	1000	494.54269	436.49581
88.510345	1000	491.51253	433.58322
88.924138	1000	488.49117	430.67898
89.337931	1000	485.47854	427.78303
89.751724	1000	482.47459	424.89532
90.165517	1000	479.47925	422.0158
90.57931	1000	476.49246	419.14439
90.993103	1000	473.51417	416.28106
91.406897	1000	470.5443	413.42574
91.82069	1000	467.58281	410.57839
92.234483	1000	464.62964	407.73894
92.648276	1000	461.68472	404.90734
93.062069	1000	458.748	402.08355
93.475862	1000	455.81943	399.26751
93.889655	1000	452.89895	396.45917
94.303448	1000	449.9865	393.65848
94.717241	1000	447.08204	390.86538
95.131034	1000	444.1855	388.07984
95.544828	1000	441.29683	385.30179
95.958621	1000	438.41598	382.5312
96.372414	1000	435.5429	379.76801
96.786207	1000	432.67754	377.01217
97.2	1000	429.06575	373.54548
99.806897	1000	400.0992	345.55001
102.41379	1000	373.0477	318.9377
105.02069	1000	347.76904	293.64302
107.62759	1000	324.13913	269.61142
110.23448	1000	302.04898	246.79857
112.84138	1000	281.40224	225.16947
115.44828	1000	262.11327	204.69748
118.05517	1000	244.10559	185.36306
120.66207	1000	227.3105	167.15214
123.26897	1000	211.66612	150.05407
125.87586	1000	197.11641	134.05936
128.48276	1000	183.61051	119.15767
131.08966	1000	171.10206	105.33648
133.69655	1000	159.54874	92.580417
136.30345	1000	148.91186	80.871098
138.91034	1000	139.15596	70.187239
141.51724	1000	130.24859	60.504855
144.12414	1000	122.16006	51.797413
146.73103	1000	114.86331	44.035916
149.33793	1000	108.33377	37.188902
151.94483	1000	102.54931	31.222405
154.55172	1000	97.490185	26.099947
157.15862	1000	93.139059	21.782684
159.76552	1000	89.481013	18.229873
162.37241	1000	86.503596	15.399881
164.97931	1000	84.196874	13.251955
167.58621	1000	82.553499	11.748878
170.1931	1000	81.568757	10.860343
172.8	1000	81.240622	10.56647
