x	t=0	t=1000	t=1665
0	0	0	0
2.937931	0	-0.00013195828	-0.00019000472
5.8758621	0	-0.00052919363	-0.00076119232
8.8137931	0	-0.0011958502	-0.0017171544
11.751724	0	-0.0021390416	-0.0030641247
14.689655	0	-0.0033691737	-0.0048113838
17.627586	0	-0.0049004387	-0.0069718872
20.565517	0	-0.0067515312	-0.0095631891
23.503448	0	-0.0089466709	-0.012608791
26.441379	0	-0.01151706	-0.016140117
29.37931	0	-0.01450299	-0.020199456
32.317241	0	-0.017956946	-0.02484448
35.255172	0	-0.021948308	-0.030155417
38.193103	0	-0.026570744	-0.03624709
41.131034	0	-0.031221521	-0.041886003
44.068966	0	-0.035754907	-0.047123624
47.006897	0	-0.040205703	-0.052100122
49.944828	0	-0.044626235	-0.05692803
52.882759	0	-0.049064221	-0.061689134
55.82069	0	-0.053559052	-0.066444828
58.758621	0	-0.058143046	-0.071244309
61.696552	0	-0.062843829	-0.076130015
64.634483	0	-0.067686861	-0.081141301
67.572414	0	-0.072697809	-0.086317152
70.510345	0	-0.077904612	-0.091698456
73.448276	0	-0.083339346	-0.097330226
76.386207	0	-0.089040161	-0.10326409
79.324138	0	-0.095053712	-0.10956143
82.262069	0	-0.10143845	-0.11629768
85.2	0	-0.10826921	-0.12356851
85.613793	0	-0.10884473	-0.12418595
86.027586	0	-0.10923021	-0.12460086
86.441379	0	-0.10961684	-0.12501724
86.855172	0	-0.11000463	-0.12543512
87.268966	0	-0.1103936	-0.12585451
87.682759	0	-0.11078377	-0.12627544
88.096552	0	-0.11117514	-0.12669792
88.510345	0	-0.11156773	-0.12712199
88.924138	0	-0.11196157	-0.12754764
89.337931	0	-0.11235666	-0.12797492
89.751724	0	-0.11275303	-0.12840383
90.165517	0	-0.11315068	-0.12883441
90.57931	0	-0.11354964	-0.12926666
90.993103	0	-0.11394991	-0.12970063
91.406897	0	-0.11435153	-0.13013632
91.82069	0	-0.1147545	-0.13057376
92.234483	0	-0.11515885	-0.13101298
92.648276	0	-0.11556458	-0.13145399
93.062069	0	-0.11597173	-0.13189683
93.475862	0	-0.1163803	-0.13234151
93.889655	0	-0.11679031	-0.13278807
94.303448	0	-0.11720179	-0.13323652
94.717241	0	-0.11761475	-0.1336869
95.131034	0	-0.11802921	-0.13413922
95.544828	0	-0.11844519	-0.13459352
95.958621	0	-0.11886272	-0.13504982
96.372414	0	-0.1192818	-0.13550816
96.786207	0	-0.11970246	-0.13596855
97.2	0	-0.12023618	-0.13655243
99.806897	0	-0.12467847	-0.14147005
102.41379	0	-0.12912212	-0.1465206
105.02069	0	-0.13356978	-0.15171836
107.62759	0	-0.13802314	-0.15707825
110.23448	0	-0.1424829	-0.16261577
112.84138	0	-0.14694878	-0.16834685
115.44828	0	-0.15141933	-0.1742877
118.05517	0	-0.15589194	-0.18045464
120.66207	0	-0.16036262	-0.18686393
123.26897	0	-0.16482586	-0.19353185
125.87586	0	-0.16927445	-0.20047482
128.48276	0	-0.17369922	-0.20770973
131.08966	0	-0.17808886	-0.21525402
133.69655	0	-0.18242962	-0.22312564
136.30345	0	-0.18670507	-0.23134253
138.91034	0	-0.19089585	-0.23992158
141.51724	0	-0.19497947	-0.24887686
144.12414	0	-0.19893015	-0.25821658
146.73103	0	-0.20271882	-0.26793855
149.33793	0	-0.2063132	-0.27802297
151.94483	0	-0.20967817	-0.28842161
154.55172	0	-0.21277633	-0.29904194
157.15862	0	-0.21556886	-0.3097247
159.76552	0	-0.21801678	-0.32021516
162.37241	0	-0.22008235	-0.33013193
164.97931	0	-0.22173087	-0.33894695
167.58621	0	-0.22293242	-0.34600399
170.1931	0	-0.22366363	-0.35061136
172.8	0	-0.22390921	-0.35221827
