x	t=0	t=1000	t=2000	t=2360
0	1.2716767e-05	1.8277768	3.0368508	2.536682
2.937931	1.2716767e-05	1.8265499	3.0361701	2.5348571
5.8758621	1.2716767e-05	1.8230523	3.0340379	2.5293649
8.8137931	1.2716767e-05	1.8179267	3.0302844	2.520203
11.751724	1.2716767e-05	1.8122283	3.0245546	2.5074679
14.689655	1.2716767e-05	1.8073594	3.016201	2.4912238
17.627586	1.2716767e-05	1.8049889	3.0041128	2.4715934
20.565517	1.2716767e-05	1.8069562	2.9864901	2.4486402
23.503448	1.2716767e-05	1.8151968	2.960604	2.4225724
26.441379	1.2716767e-05	1.8318205	2.9227459	2.393564
29.37931	1.2716767e-05	1.8565518	2.8687885	2.3619802
32.317241	1.2716767e-05	1.8889824	2.7956281	2.3282067
35.255172	1.2716767e-05	1.9286349	2.7061004	2.2957101
38.193103	1.2716767e-05	1.9747986	2.6001634	2.2649162
41.131034	1.2716767e-05	2.0268725	2.4816474	2.2357419
44.068966	1.2716767e-05	2.0843689	2.3544269	2.2079385
47.006897	1.2716767e-05	2.1468882	2.2220636	2.1812731
49.944828	1.2716767e-05	2.2141116	2.0876849	2.1555959
52.882759	1.2716767e-05	2.2857923	1.9540051	2.1306794
55.82069	1.2716767e-05	2.3617331	1.8234665	2.1064002
58.758621	1.2716767e-05	2.4417565	1.698268	2.0826247
61.696552	1.2716767e-05	2.5256695	1.5803537	2.059266
64.634483	1.2716767e-05	2.6132094	1.4712425	2.0362867
67.572414	1.2716767e-05	2.7039206	1.3718104	2.0136195
70.510345	1.2716767e-05	2.7968811	1.2821219	1.9912751
73.448276	1.2716767e-05	2.8901811	1.2014275	1.9692265
76.386207	1.2716767e-05	2.9800388	1.1284396	1.9474262
79.324138	1.2716767e-05	3.0594052	1.0615409	1.9258089
82.262069	1.2716767e-05	3.115979	0.9989489	1.9042326
85.2	1.2716767e-05	3.130425	0.93888642	1.88249
