r(x_rel=0.75)	t=0	t=1000	t=2000	t=2360
0	29866	18217.344	6331.5211	2937.8012
0.20206897	29866	18206.72	6322.854	2929.2632
0.40413793	29866	18196.091	6314.1875	2920.722
0.6062069	29866	18181.201	6302.0556	2908.7576
0.80827586	29866	18161.432	6285.9649	2892.8746
1.0103448	29866	18136.571	6265.7533	2872.9006
1.2124138	29866	18106.508	6241.3506	2848.7497
1.4144828	29866	18071.176	6212.7238	2820.3683
1.6165517	29866	18030.529	6179.8595	2787.7173
1.8186207	29866	17984.527	6142.7576	2750.7648
2.0206897	29866	17933.139	6101.4283	2709.4833
2.2227586	29866	17876.34	6055.8927	2663.8484
2.4248276	29866	17814.106	6006.1823	2613.8377
2.6268966	29866	17746.422	5952.341	2559.4315
2.8289655	29866	17673.273	5894.4259	2500.6121
3.0310345	29866	17594.651	5832.5096	2437.3641
3.2331034	29866	17510.549	5766.6813	2369.6748
3.4351724	29866	17420.964	5697.0493	2297.5334
3.6372414	29866	17325.894	5623.742	2220.9311
3.8393103	29866	17225.337	5546.9092	2139.8601
4.0413793	29866	17119.285	5466.7234	2054.3127
4.2434483	29866	17007.728	5383.3791	1964.2789
4.4455172	29866	16890.645	5297.093	1869.7441
4.6475862	29866	16768.004	5208.1013	1770.6853
4.8496552	29866	16639.762	5116.6567	1667.066
5.0517241	29866	16505.857	5023.0236	1558.8292
5.2537931	29866	16366.215	4927.4707	1445.8891
5.4558621	29866	16220.748	4830.2614	1328.1187
5.657931	29866	16069.362	4731.6407	1205.3357
5.86	29866	15912.003	4631.8353	1077.3155
