r(x_rel=0.5)	t=0	t=1000	t=2000	t=2360
0	17038	22385.249	36539.466	41898.882
0.18	17038	22453.274	36619.453	41979.626
0.36	17038	22521.402	36699.447	42060.375
0.54	17038	22617.001	36811.456	42173.433
0.72	17038	22744.2	36960.068	42323.424
0.9	17038	22904.614	37146.833	42511.9
1.08	17038	23099.228	37372.474	42739.579
1.26	17038	23328.822	37637.401	43006.858
1.44	17038	23594.107	37941.879	43313.988
1.62	17038	23895.777	38286.099	43661.146
1.8	17038	24234.525	38670.21	44048.462
1.98	17038	24611.05	39094.336	44476.046
2.16	17038	25026.052	39558.586	44943.991
2.34	17038	25480.231	40063.058	45452.382
2.52	17038	25974.272	40607.843	46001.299
2.7	17038	26508.845	41193.028	46590.823
2.88	17038	27084.589	41818.696	47221.034
3.06	17038	27702.109	42484.929	47892.014
3.24	17038	28361.964	43191.808	48603.852
3.42	17038	29064.659	43939.412	49356.643
3.6	17038	29810.636	44727.818	50150.49
3.78	17038	30600.269	45557.099	50985.507
3.96	17038	31433.849	46427.324	51861.821
4.14	17038	32311.576	47338.557	52779.576
4.32	17038	33233.549	48290.849	53738.937
4.5	17038	34199.753	49284.248	54740.092
4.68	17038	35210.057	50318.793	55783.263
4.86	17038	36264.217	51394.518	56868.712
5.04	17038	37361.918	52511.458	57996.757
5.22	17038	38502.546	53669.377	59167.506
