r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.98	17038	17039.345	17101.852	17827.07	20807.049	22653.042	24602.1	26584.86	28575.346	32630.429	33666.073	34707.597	35752.387	36798.337	37843.906	49170.061	49772.154	51530.041	51259.754	50748.493	49279.998	45543.211	44554.35	43560.791	42565.749	41568.566	40567.267	39560.161	38546.971	37529.212	36509.728	35491.704	34477.641	33468.631	32564.237
2.16	17038	17040.43	17128.872	17968.392	21072.898	22945.98	24908.085	26894.625	28886.472	32951.135	33989.247	35032.565	36078.411	37124.785	38170.298	49487.014	50085.912	51556.957	51185.623	50598.836	49037.484	45238.37	44246.013	43250.993	42255.222	41257.203	40254.57	39245.696	38230.699	37211.593	36191.598	35173.991	34161.074	33153.531	32250.271
2.34	17038	17042.373	17166.474	18133.556	21365.556	23266.35	25241.293	27231.204	29224.549	33300.034	34340.714	35385.823	36432.664	37479.371	38524.728	49830.971	50425.31	51561.211	51085.056	50421.557	48766.762	44906.144	43910.589	42914.309	41917.842	40918.857	39914.661	38903.79	37886.849	36866.408	35846.05	34829.089	33817.554	32811.646	31909.545
2.52	17038	17045.819	17218.148	18325.002	21685.851	23614.592	25601.868	27594.625	29589.669	33677.287	34720.596	35767.451	36815.187	37862.112	38907.198	50201.881	50789.602	51537.12	50954.088	50213.866	48466.477	44546.356	43548.003	42550.698	41553.558	40553.44	39547.421	38534.316	37515.319	36493.601	35473.082	34457.041	33447.145	32443.031	31542.079
2.7	17038	17051.857	17288.197	18545.119	22034.61	23991.131	25989.925	27984.907	29981.938	34083.053	35129.003	36177.513	37226.011	38273.013	39317.695	50599.671	51177.65	51478.93	50788.833	49973.055	48135.336	44158.867	43158.204	42160.132	41162.314	40160.856	39152.72	38137.142	37116.012	36093.132	35072.718	34057.914	33049.93	32047.751	31147.886
2.88	17038	17062.282	17381.763	18796.182	22412.65	24396.358	26405.548	28402.059	30401.481	34517.491	35566.039	36616.066	37665.155	38712.067	39756.197	51024.238	51587.719	51380.972	50585.565	49696.549	47772.131	43743.58	42741.168	41742.593	40744.052	39740.992	38730.415	37712.133	36688.837	35664.98	34644.998	33631.793	32626.005	31625.876	30726.971
3.06	17038	17079.968	17504.789	19080.292	22820.767	24830.625	26848.778	28846.085	30848.449	34980.752	36031.796	37083.147	38132.621	39179.256	40222.671	51475.426	52017.161	51237.824	50340.792	49381.956	47375.766	43300.444	42296.898	41298.067	40298.703	39293.721	38280.348	37259.148	36233.714	35209.143	34189.993	33178.787	32175.48	31177.474	30279.319
3.24	17038	17109.359	17663.882	19399.332	23259.72	25294.233	27319.615	29316.987	31323.02	35472.982	36526.351	37578.783	38628.402	39674.55	40717.075	51952.975	52461.947	51044.462	50051.32	49027.113	46945.279	42829.457	41825.424	40826.545	39826.183	38818.893	37802.348	36778.046	35750.578	34725.646	33707.797	32699.026	31698.474	30702.611	29804.892
3.42	17038	17157.051	17866.056	19754.938	23730.219	25787.419	27818.011	29814.773	31825.41	35994.31	37049.761	38102.98	39152.471	40197.905	41239.354	52456.428	52915.956	50796.398	49714.317	48630.125	46479.866	42330.673	41326.801	40328.017	39326.387	38316.337	37296.228	36268.688	35239.383	34214.543	33198.538	32192.663	31195.119	30201.34	29303.614
3.6	17038	17232.374	18118.354	20148.497	24232.911	26310.345	28343.869	30339.459	32355.876	36544.852	37602.065	38655.726	39704.788	40749.267	41789.446	52984.938	53369.946	50489.788	49327.365	48189.404	45978.892	41804.197	40801.106	39802.459	38799.187	37785.852	36761.786	35730.945	34700.11	33675.923	32662.374	31659.871	30665.547	29673.7	28775.362
3.78	17038	17347.814	18427.337	20581.162	24768.363	26863.085	28897.044	30891.085	32914.723	37124.696	38183.275	39236.986	40285.296	41328.566	42367.276	53536.892	53810.079	50121.504	48888.507	47703.701	45441.913	41250.188	40248.426	39249.835	38244.418	37227.211	36198.81	35164.698	34132.775	33109.919	32099.499	31100.843	30109.892	29119.702	28219.952
3.96	17038	17519.059	18798.48	21053.891	25337.05	27445.618	29477.341	31469.718	33502.308	37733.906	38793.376	39846.705	40893.92	41935.721	42972.76	54109.177	54215.899	49689.184	48396.285	47172.128	44868.687	40668.852	39668.858	38670.077	37661.88	36640.154	35607.084	34569.852	33537.434	32516.705	31510.141	30515.791	29528.281	28539.321	27637.116
4.14	17038	17764.511	19235.537	21567.499	25939.338	28057.81	30084.525	32075.473	34119.046	38372.508	39432.325	40484.803	41530.568	42570.639	43605.803	54695.754	54557.733	49191.248	47849.764	46594.175	44259.179	40060.438	39062.493	38063.082	37051.327	36024.394	34986.39	33946.347	32914.196	31896.508	30894.565	29904.937	28920.828	27932.486	27026.484
4.32	17038	18104.247	19739.984	22122.72	26575.467	28699.41	30718.323	32708.517	34765.413	39040.491	40100.041	41151.175	42195.131	43233.213	44266.3	55284.868	54793.738	48626.915	47248.557	45969.722	43613.574	39425.224	38429.402	37428.696	36412.461	35379.613	34336.518	33294.162	32263.229	31249.61	30253.068	29268.509	28287.62	27299.059	26387.556
4.5	17038	18558.551	20310.686	22720.256	27245.535	29370.039	31378.44	33369.091	35441.946	39737.801	40796.414	41845.696	42887.485	43923.326	44954.136	55853.644	54867.49	47996.201	46592.827	45299.038	42932.274	38763.509	37769.62	36766.701	35744.93	34705.471	33657.28	32613.338	31584.772	30576.35	29585.981	28606.738	27628.711	26638.821	25719.663
4.68	17038	19145.908	20943.914	23360.825	27949.479	30069.185	32064.578	34057.525	36149.243	40464.334	41521.294	42568.212	43607.49	44640.85	45669.185	56357.527	54708.579	47299.914	45883.283	44582.773	42215.904	38075.59	37083.128	36076.804	35048.325	34001.61	32948.523	31903.986	30879.143	29877.125	28893.656	27919.838	26944.104	25951.449	25021.93
4.86	17038	19879.856	21633.793	24045.166	28687.063	30796.201	32776.456	34774.248	36887.954	41219.939	42274.497	43318.553	44354.989	45385.645	46411.313	56709.721	54242.176	46539.626	45121.166	43821.946	41465.309	37361.74	36369.828	35358.625	34322.179	33267.667	32210.148	31166.307	30146.744	29152.389	28176.467	27208.005	26233.734	25236.487	24293.22
5.04	17038	20763.906	22373.096	24774.03	29457.86	31550.313	33513.85	35519.813	37658.764	42004.414	43055.805	44096.524	45129.816	46157.565	47180.372	56741.023	53421.074	45717.62	44308.223	43017.919	40681.549	36622.183	35629.517	34611.691	33565.969	32503.29	31442.127	30400.607	29388.073	28402.648	27434.789	26471.392	25497.446	24493.303	23532.076
5.22	17038	21784.3	23153.923	25547.904	30261.046	32330.458	34276.473	36294.714	38462.165	42817.315	43864.782	44901.728	45931.609	46956.271	47976.022	56124.36	52309.552	44837.089	43446.905	42172.589	39866.095	35857.232	34862.042	33835.623	32779.331	31708.361	30644.73	29607.499	28603.895	27628.624	26669.16	25710.26	24735.141	23721.224	22736.86
