r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
2.0206897	29866	29660.318	29095.736	27865.786	25423.6	24123.77	22621.316	20957.951	19485.308	16859.918	16161.347	15422.413	14629.326	13768.011	12829.168	2244.7007	1964.0412	3920.2656	4607.1732	5244.777	6505.206	9287.2759	9943.9699	10564.8	11155.81	11728.363	12295.401	12869.14	13458.409	14068.894	14704.798	15370.091	16069.324	16808.077	17510.905
2.2227586	29866	29640.644	29069.241	27839.001	25396.695	24093.984	22585.865	20922.241	19455.889	16830.315	16130.273	15389.325	14593.613	13729.062	12786.746	2206.0271	1952.2685	3951.668	4636.0706	5271.8263	6533.5908	9316.953	9971.9456	10591.203	11181.104	11753.082	12320.131	12894.37	13484.45	14095.948	14733.033	15399.685	16100.49	16841.08	17545.714
2.4248276	29866	29618.554	29040.213	27809.706	25367.243	24061.331	22546.986	20883.268	19423.771	16797.894	16096.226	15353.059	14554.454	13686.347	12740.233	2164.3925	1941.2401	3985.9646	4667.6014	5301.3857	6564.7015	9349.3671	10002.497	10620.046	11208.75	11780.116	12347.195	12921.993	13512.967	14125.578	14763.96	15432.103	16134.636	16877.245	17583.857
2.6268966	29866	29593.934	29008.64	27777.901	25335.237	24025.79	22504.651	20841.058	19388.966	16762.641	16059.19	15313.591	14511.823	13639.832	12689.598	2120.0397	1931.4943	4023.1408	4701.7465	5333.4506	6598.5568	9384.5066	10035.612	10651.321	11238.743	11809.465	12376.597	12952.017	13543.97	14157.796	14797.593	15467.362	16171.78	16916.591	17625.354
2.8289655	29866	29566.675	28974.512	27743.587	25300.667	23987.339	22458.829	20795.641	19351.49	16724.543	16019.146	15270.898	14465.69	13589.484	12634.808	2073.2651	1923.6303	4063.1785	4738.4845	5368.0161	6635.1761	9422.3575	10071.276	10685.02	11271.078	11841.129	12408.342	12984.449	13577.468	14192.614	14833.944	15505.476	16211.939	16959.138	17670.225
3.0310345	29866	29536.675	28937.819	27706.764	25263.527	23945.953	22409.49	20747.049	19311.357	16683.587	15976.076	15224.957	14416.024	13535.266	12575.83	2024.429	1918.3093	4106.0565	4777.7921	5405.0771	6674.58	9462.9043	10109.476	10721.13	11305.749	11875.107	12442.436	13019.299	13613.474	14230.043	14873.028	15546.462	16255.13	17004.908	17718.491
3.2331034	29866	29503.838	28898.554	27667.432	25223.807	23901.606	22356.599	20695.322	19268.583	16639.758	15929.959	15175.74	14362.792	13477.139	12512.628	1973.9689	1916.2525	4151.7502	4819.6445	5444.6287	6716.7906	9506.1296	10150.194	10759.641	11342.749	11911.398	12478.884	13056.575	13651.997	14270.097	14914.858	15590.335	16301.374	17053.921	17770.175
3.4351724	29866	29468.078	28856.708	27625.595	25181.498	23854.27	22300.124	20640.501	19223.183	16593.04	15880.775	15123.221	14305.959	13415.064	12445.165	1922.4153	1918.2376	4200.2314	4864.0151	5486.6665	6761.831	9552.0142	10193.413	10800.539	11382.071	11950.003	12517.69	13096.286	13693.049	14312.788	14959.45	15637.112	16350.69	17106.203	17825.299
3.6372414	29866	29429.316	28812.275	27581.252	25136.59	23803.917	22240.027	20582.636	19175.174	16543.418	15828.5	15067.368	14245.487	13348.996	12373.403	1870.4132	1925.0903	4251.4682	4910.8766	5531.1866	6809.7259	9600.5373	10239.114	10843.812	11423.708	11990.921	12558.862	13138.442	13736.642	14358.132	15006.821	15686.814	16403.1	17161.778	17883.889
3.8393103	29866	29387.484	28765.25	27534.407	25089.072	23750.514	22176.271	20521.779	19124.571	16490.873	15773.111	15008.151	14181.338	13278.89	12297.302	1818.749	1937.6701	4305.4248	4960.2004	5578.1865	6860.5014	9651.6766	10287.277	10889.446	11467.65	12034.15	12602.405	13183.054	13782.79	14406.142	15056.987	15739.458	16458.626	17220.672	17945.969
4.0413793	29866	29342.519	28715.63	27485.061	25038.932	23694.028	22108.818	20457.987	19071.389	16435.386	15714.581	14945.536	14113.468	13204.696	12216.821	1768.3854	1956.8472	4362.0617	5011.9577	5627.6646	6914.1852	9705.4081	10337.88	10937.426	11513.891	12079.692	12648.325	13230.132	13831.505	14456.835	15109.966	15795.066	16517.294	17282.914	18011.566
4.2434483	29866	29294.369	28663.412	27433.216	24986.156	23634.422	22037.628	20391.322	19015.643	16376.938	15652.884	14879.487	14041.833	13126.364	12131.919	1720.5075	1983.4681	4421.3351	5066.1189	5679.6207	6970.8063	9761.7063	10390.902	10987.736	11562.421	12127.547	12696.632	13279.687	13882.802	14510.227	15165.776	15853.66	16579.127	17348.532	18080.707
4.4455172	29866	29242.99	28608.595	27378.874	24930.732	23571.658	21962.662	20321.853	18957.346	16315.508	15587.99	14809.966	13966.384	13043.84	12042.551	1676.5822	2018.3037	4483.1975	5122.6548	5734.0568	7030.3954	9820.5441	10446.321	11040.363	11613.233	12177.716	12747.332	13331.733	13936.696	14566.335	15224.439	15915.261	16644.154	17417.557	18153.421
4.6475862	29866	29188.349	28551.18	27322.037	24872.642	23505.694	21883.878	20249.652	18896.51	16251.071	15519.867	14736.932	13887.072	12957.065	11948.675	1638.4376	2061.9746	4547.5974	5181.5362	5790.9763	7092.9845	9881.8931	10504.112	11095.288	11666.317	12230.199	12800.435	13386.282	13993.203	14625.179	15285.974	15979.895	16712.402	17490.024	18229.738
4.8496552	29866	29130.426	28491.168	27262.709	24811.87	23436.487	21801.236	20174.794	18833.148	16183.605	15448.484	14660.342	13803.843	12865.982	11850.246	1608.366	2114.8447	4614.4798	5242.7348	5850.3853	7158.607	9945.7233	10564.251	11152.497	11721.666	12285	12855.95	13443.348	14052.34	14686.776	15350.405	16047.587	16783.901	17565.965	18309.686
5.0517241	29866	29069.214	28428.564	27200.89	24748.397	23363.989	21714.696	20097.362	18767.268	16113.082	15373.804	14580.151	13716.64	12770.527	11747.222	1589.2598	2176.8713	4683.7863	5306.2231	5912.2922	7227.2974	10012.004	10626.715	11211.974	11779.271	12342.122	12913.888	13502.945	14114.124	14751.147	15417.753	16118.364	16858.684	17645.416	18393.298
5.2537931	29866	29004.719	28363.372	27136.583	24682.202	23288.153	21624.22	20017.439	18698.88	16039.475	15295.792	14496.311	13625.404	12670.636	11639.558	1584.7884	2247.3983	4755.4559	5371.9754	5976.7082	7299.0918	10080.701	10691.477	11273.7	11839.125	12401.567	12974.26	13565.089	14178.573	14818.315	15488.043	16192.253	16936.782	17728.417	18480.605
5.4558621	29866	28936.964	28295.598	27069.79	24613.263	23208.924	21529.771	19935.111	18627.992	15962.755	15214.406	14408.771	13530.072	12566.24	11527.213	1599.6289	2324.8698	4829.4256	5439.9677	6043.6475	7374.027	10151.783	10758.513	11337.66	11901.22	12463.342	13037.078	13629.797	14245.708	14888.299	15561.301	16269.285	17018.231	17815.005	18571.639
5.657931	29866	28865.987	28225.252	27000.515	24541.554	23126.249	21431.318	19850.464	18554.608	15882.89	15129.606	14317.476	13430.578	12457.271	11410.148	1639.7664	2406.4421	4905.6312	5510.1783	6113.1274	7452.1405	10225.214	10827.796	11403.836	11965.549	12527.451	13102.356	13697.085	14315.548	14961.125	15637.554	16349.49	17103.067	17905.223	18666.433
5.86	29866	28791.855	28152.357	26928.774	24467.068	23040.089	21328.858	19763.603	18478.752	15799.868	15041.369	14222.394	13326.879	12343.683	11288.354	1712.769	2487.4621	4983.9918	5582.5727	6185.1518	7533.4506	10300.941	10899.286	11472.197	12032.093	12593.885	13170.09	13766.956	14388.097	15036.799	15716.809	16432.881	17191.308	17999.09	18764.994
