r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17039.919	17196.057	19047.371	20586.639	22330.972	24187.292	26108.419	30045.188	31036.739	32028.801	33020.885	34012.856	35004.736	45941.814	46540.351	49543.766	49999.909	50162.601	49753.988	47201.654	46373.303	45501.072	44596.807	43668.077	42720.81	41759.791	40788.824	39810.799	38827.748	37840.955	36851.132	35858.627	34963.261
0.18	17038	17038.007	17040.334	17206.243	19085.468	20631.804	22380.002	24238.513	26160.943	30098.716	31090.308	32082.376	33074.455	34066.419	35058.296	45995.683	46594.222	49575.883	50015.805	50163.043	49731.624	47157.978	46327.076	45452.915	44547.17	43617.31	42669.197	41707.559	40736.152	39757.816	38774.54	37787.573	36797.599	35804.957	34909.476
0.36	17038	17038.009	17040.783	17216.645	19123.689	20677.037	22429.069	24289.756	26213.48	30152.245	31143.877	32135.951	33128.024	34119.981	35111.856	46049.553	46648.093	49607.574	50031.251	50163.1	49709.027	47114.225	46280.789	45404.714	44497.498	43566.517	42617.564	41655.313	40683.47	39704.827	38721.328	37734.187	36744.063	35751.283	34855.688
0.54	17038	17038.014	17041.491	17231.669	19177.46	20740.506	22497.842	24361.543	26287.059	30227.19	31218.875	32210.957	33203.02	34194.969	35186.839	46124.974	46723.509	49651.032	50051.919	50162.364	49676.896	47052.808	46215.864	45337.136	44427.885	43495.352	42545.237	41582.14	40609.695	39630.626	38646.819	37659.437	36669.104	35676.131	34780.377
0.72	17038	17038.022	17042.58	17252.423	19249.248	20824.952	22589.211	24456.853	26384.713	30326.613	31318.363	32310.453	33302.505	34294.442	35286.308	46225.029	46823.546	49707.052	50077.647	50159.953	49633.403	46971.05	46129.522	45247.326	44335.413	43400.851	42449.222	41485.022	40511.793	39532.172	38547.962	37560.263	36569.655	35576.427	34680.463
0.9	17038	17038.037	17044.216	17279.822	19340.166	20931.446	22704.227	24576.732	26507.484	30451.538	31443.363	32435.46	33427.497	34419.419	35411.281	46350.747	46949.222	49774.817	50107.29	50154.66	49577.391	46867.88	46020.697	45134.223	44219.028	43281.968	42328.474	41362.921	40388.732	39408.433	38423.727	37435.634	36444.682	35451.137	34554.91
1.08	17038	17038.063	17046.631	17314.88	19451.024	21060.643	22843.461	24721.708	26655.876	30602.433	31594.34	32586.442	33578.46	34570.365	35562.223	46502.602	47100.992	49852.764	50139.171	50144.975	49507.753	46742.619	45888.762	44997.235	44078.165	43138.16	42182.474	41215.333	40240.019	39258.923	38273.633	37285.072	36293.708	35299.78	34403.24
1.26	17038	17038.111	17050.161	17358.782	19582.564	21213.061	23007.314	24892.124	26830.194	30779.554	31771.544	32763.646	33755.641	34747.529	35739.383	46680.852	47279.085	49938.779	50171.189	50129.108	49423.312	46594.71	45733.232	44835.932	43912.435	42969.071	42010.893	41041.951	40065.363	39083.366	38097.407	37108.306	36116.463	35122.09	34225.187
1.44	17038	17038.198	17055.278	17412.909	19735.534	21389.176	23196.118	25088.24	27030.654	30983.057	31975.127	32967.223	33959.191	34951.059	35942.912	46885.659	47483.616	50030.249	50200.873	50105.01	49322.782	46423.629	45553.668	44649.94	43721.518	42774.425	41813.487	40842.559	39864.569	38881.576	37894.875	36905.165	35912.775	34917.895	34020.581
1.62	17038	17038.356	17062.638	17478.852	19910.709	21589.457	23410.179	25310.278	27257.425	31213.044	32205.185	33197.267	34189.204	35181.053	36172.907	47117.129	47714.624	50124.087	50225.423	50070.402	49204.769	46228.852	45349.648	44438.912	43505.124	42553.979	41590.056	40616.987	39637.487	38653.419	37665.907	36675.524	35682.523	34687.075	33789.306
