r(x_rel=1)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.8	17038	17038.641	17073.133	17558.407	20108.896	21814.372	23649.792	25558.444	27510.652	31469.586	32461.784	33453.843	34445.746	35437.576	36429.434	47375.342	47972.08	50216.756	50241.748	50022.807	49067.784	46009.842	45120.745	44202.503	43262.977	42307.512	41340.42	40365.087	39383.995	38398.788	37410.405	36419.286	35425.612	34429.537	33531.273
1.98	17038	17039.158	17087.962	17653.577	20330.931	22064.401	23915.251	25832.934	27790.466	31752.734	32744.97	33736.996	34728.862	35720.676	36712.544	47660.359	48255.882	50304.292	50246.508	49959.583	48910.256	45766.048	44866.525	43940.37	42994.802	42034.808	41064.411	40086.73	39103.987	38117.592	37128.286	36136.373	35141.963	34145.206	33246.41
2.16	17038	17040.085	17108.696	17766.554	20577.668	22340.025	24206.848	26133.938	28096.987	32062.525	33054.778	34046.76	35038.587	36030.387	37022.271	47972.226	48565.826	50382.346	50236.164	49877.962	48730.558	45496.909	44586.549	43652.166	42700.331	41735.66	40761.872	39781.793	38797.367	37809.749	36819.475	35826.712	34831.507	33834.015	32934.658
2.34	17038	17041.74	17137.35	17899.707	20849.97	22641.726	24524.873	26461.646	28430.328	32398.987	33391.229	34383.158	35374.945	36366.736	37358.644	48310.979	48901.567	50446.239	50207.025	49775.092	48527.028	45201.855	44280.372	43337.544	42379.295	41409.866	40432.652	39450.165	38464.048	37475.186	36483.906	35490.238	34494.181	33495.905	32595.965
2.52	17038	17044.662	17176.455	18055.546	21148.694	22969.986	24869.618	26816.243	28790.595	32762.138	33754.342	34746.208	35737.957	36729.746	37721.687	48676.641	49262.547	50491.039	50155.31	49648.077	48297.992	44880.313	43947.55	42996.159	42031.432	41057.231	40076.609	39091.741	38103.947	37113.834	36121.514	35126.89	34129.923	33130.821	32230.285
2.7	17038	17049.752	17229.102	18236.7	21474.682	23325.272	25241.369	27197.91	29177.884	33151.99	34144.129	35135.924	36127.639	37119.433	38111.419	49069.219	49647.883	50511.648	50077.202	49494.019	48041.791	44531.717	43587.641	42627.671	41656.485	40677.567	39693.609	38706.422	37716.991	36725.629	35732.238	34736.607	33738.676	32738.71	31837.577
2.88	17038	17058.484	17298.967	18445.87	21828.743	23708.04	25640.405	27606.824	29592.285	33568.551	34560.596	35552.317	36544.003	37535.813	38527.857	49488.687	50056.205	50502.905	49968.908	49310.067	47756.805	44155.51	43200.215	42231.749	41254.21	40270.7	39283.526	38294.119	37303.108	36310.509	35316.018	34319.327	33320.382	32319.524	31417.807
3.06	17038	17073.178	17390.307	18685.785	22211.646	24118.724	26067	28043.155	30033.874	34011.823	35003.75	35995.395	36987.061	37978.899	38971.016	49934.968	50485.394	50459.691	49826.721	49093.456	47441.476	43751.153	42784.853	41808.076	40824.375	39836.465	38846.248	37854.752	36862.234	35868.414	34872.793	33874.991	32874.983	31873.214	30970.943
3.24	17038	17097.361	17507.906	18959.155	22624.106	24557.731	26521.414	28507.063	30502.718	34481.804	35473.594	36465.165	37456.823	38448.704	39440.911	50407.888	50932.204	50377.035	49647.076	48841.554	47094.333	43318.133	42341.159	41356.354	40366.767	39374.716	38381.676	37388.247	36394.31	35399.286	34402.503	33403.537	32402.424	31399.738	30496.962
3.42	17038	17136.145	17656.991	19268.614	23066.773	25025.438	27003.895	28998.697	30998.865	34978.489	35970.128	36961.635	37953.299	38945.238	39937.556	50907.091	51391.691	50250.21	49426.614	48551.901	46714.013	42855.967	41868.76	40876.307	39881.193	38885.325	37889.723	36894.543	35899.28	34903.068	33905.086	32904.902	31902.647	30899.055	29995.85
3.6	17038	17196.535	17843.104	19616.664	23540.226	25522.191	27514.676	29518.19	31522.351	35501.874	36493.355	37484.81	38476.498	39468.515	40460.966	51431.881	51856.383	50074.817	49162.234	48222.248	46299.277	42364.206	41367.315	40367.689	39367.487	38368.185	37370.319	36373.588	35377.095	34379.703	33380.478	32379.023	31375.598	30371.128	29467.6
3.78	17038	17287.519	18071.952	20005.618	24044.962	26048.294	28053.971	30065.661	32073.189	36051.948	37043.275	38034.697	39026.429	40018.545	41011.156	51980.904	52315.099	49846.853	48851.151	47850.593	45849.033	41842.444	40836.515	39830.283	38825.511	37823.212	36823.413	35825.338	34827.706	33829.133	32828.616	31825.835	30821.223	29815.929	28912.218
3.96	17038	17419.753	18349.23	20437.542	24581.393	26604.016	28621.978	30641.206	32651.373	36628.705	37619.889	38611.303	39603.103	40595.341	41588.142	52551.548	52751.339	49562.781	48490.945	47435.21	45362.346	41290.321	40276.093	39263.912	38255.158	37250.347	36248.966	35249.761	34251.071	33251.3	32249.429	31245.271	30239.471	29233.434	28329.727
4.14	17038	17604.805	18680.423	20914.199	25149.843	27189.584	29218.873	31244.9	33256.873	37232.135	38223.202	39214.637	40206.531	41198.916	42191.942	53138.761	53141.229	49219.588	48079.605	46974.671	44838.449	40707.526	39685.828	38668.439	37656.359	36649.558	35646.961	34646.832	33647.146	32646.141	31642.847	30637.265	29630.294	28623.632	27720.167
4.32	17038	17854.109	19070.602	21437.002	25750.543	27805.186	29844.81	31876.789	33889.634	37862.234	38853.217	39844.708	40836.724	41829.285	42822.576	53732.759	53451.231	48814.857	47615.557	46467.873	44276.756	40093.804	39065.546	38043.773	37029.08	36020.839	35017.395	34016.531	33015.886	32013.591	31008.796	30001.75	28993.65	27986.523	27083.602
4.5	17038	18178.027	19524.224	22006.963	26383.638	28450.97	30499.92	32536.893	34549.574	38518.997	39509.942	40501.526	41493.694	42486.463	43480.068	54314.537	53636.394	48346.843	47097.689	45914.044	43676.86	39448.955	38415.126	37389.869	36373.326	35364.212	34360.281	33358.847	32357.245	31353.579	30347.198	29338.661	28329.505	27322.124	26420.126
4.68	17038	18585.284	20044.93	22624.653	27049.182	29127.047	31184.31	33225.193	35236.585	39202.425	40193.386	41185.104	42177.456	43170.467	44164.442	54847.1	53641.264	47814.522	46525.356	45312.758	43038.538	38772.843	37734.508	36706.739	35689.141	34679.724	33675.647	32673.767	31671.172	30666.027	29657.971	28647.934	27637.834	26630.471	25729.868
4.86	17038	19082.62	20635.362	23290.177	27747.147	29833.494	31898.058	33941.638	35950.532	39912.52	40903.561	41895.456	42888.025	43881.316	44875.73	55258.3	53408.525	47217.619	45898.384	44663.935	42361.744	38065.393	37023.693	35994.444	34976.61	33967.447	32963.53	31961.281	30957.608	29950.852	28941.032	27929.513	26918.627	25911.628	25013
5.04	17038	19674.328	21296.999	24003.147	28477.428	30570.357	32641.207	34686.134	36691.253	40649.291	41640.484	42632.598	43625.418	44619.034	45613.969	55407.234	52906.824	46556.578	45217.056	43967.836	41646.607	37326.602	36282.748	35253.104	34235.857	33227.477	32223.974	31221.371	30216.484	29207.961	28196.296	27183.345	26171.89	25165.688	24269.751
5.22	17038	20361.638	22029.813	24762.465	29239.66	31337.464	33413.575	35458.36	37458.389	41412.574	42403.993	43396.367	44389.475	45383.464	46379.019	55020.947	52202.445	45832.741	44482.338	43225.277	40893.614	36556.725	35512	34483.075	33467.22	32460.105	31457.21	30454.192	29447.904	28437.44	27423.865	26409.576	25397.836	24392.967	23500.588
