r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29747.955	29207.883	27924.062	25355.48	23997.216	22447.914	20792.418	19325.614	16604.076	15878.39	15113.686	14298.127	13422.986	12489.684	2386.1838	2013.5015	3793.6775	4505.4993	5170.6975	6478.0134	9323.9907	9997.7004	10638.072	11251.134	11847.739	12440.354	13041.758	13661.916	14307.185	14981.958	15690.152	16435.81	17221.858	17959.116
0.20206897	29866	29744.761	29202.716	27918.736	25350.13	23991.315	22441.048	20785.831	19319.994	16598.231	15872.267	15107.189	14291.164	13415.506	12481.765	2378.9002	2010.055	3799.759	4511.1592	5176.0216	6483.5785	9329.7083	10003.117	10643.219	11256.099	11852.616	12445.254	13046.781	13667.126	14312.623	14987.656	15696.142	16442.126	17228.514	17965.983
0.40413793	29866	29741.546	29197.548	27913.41	25344.779	23985.413	22434.18	20779.248	19314.375	16592.385	15866.143	15100.69	14284.199	13408.024	12473.844	2371.6275	2006.6484	3805.8392	4516.8171	5181.3449	6489.1451	9335.4246	10008.532	10648.366	11261.063	11857.493	12450.154	13051.804	13672.337	14318.062	14993.355	15702.133	16448.444	17235.17	17972.851
0.6062069	29866	29737.003	29190.309	27905.955	25337.287	23977.146	22424.56	20770.037	19306.511	16584.2	15857.565	15091.587	14274.442	13397.545	12462.751	2361.4694	2001.9642	3814.3486	4524.734	5188.7957	6496.9413	9343.4245	10016.111	10655.569	11268.011	11864.321	12457.015	13058.839	13679.635	14325.678	15001.336	15710.523	16457.292	17244.493	17982.467
0.80827586	29866	29730.899	29180.7	27896.066	25327.346	23966.172	22411.794	20757.829	19296.082	16573.337	15846.182	15079.506	14261.493	13383.636	12448.032	2348.0369	1995.9026	3825.6316	4535.2286	5198.6765	6507.2887	9354.0317	10026.16	10665.121	11277.226	11873.377	12466.118	13068.172	13689.318	14335.786	15011.927	15721.658	16469.034	17256.864	17995.226
1.0103448	29866	29723.11	29168.616	27883.643	25314.855	23952.374	22395.743	20742.506	19282.984	16559.684	15831.872	15064.316	14245.21	13366.147	12429.529	2331.2298	1988.5317	3839.7996	4548.4023	5211.0861	6520.2981	9367.3507	10038.777	10677.116	11288.8	11884.755	12477.557	13079.903	13701.49	14348.491	15025.24	15735.656	16483.795	17272.416	18011.259
1.2124138	29866	29713.53	29154.008	27868.64	25299.763	23935.693	22376.341	20724.024	19267.173	16543.184	15814.576	15045.955	14225.525	13345.006	12407.169	2311.036	1979.9945	3856.8996	4564.2962	5226.0674	6536.0236	9383.4256	10054.005	10691.595	11302.775	11898.496	12491.376	13094.078	13716.199	14363.846	15041.33	15752.573	16501.636	17291.212	18030.629
1.4144828	29866	29702.053	29136.842	27851.034	25282.044	23916.092	22353.548	20702.366	19248.627	16523.808	15794.26	15024.382	14202.394	13320.166	12380.907	2287.4869	1970.489	3876.9529	4582.9266	5243.6418	6554.4986	9402.2763	10071.862	10708.578	11319.17	11914.623	12507.6	13110.723	13733.473	14381.88	15060.229	15772.445	16522.594	17313.289	18053.37
1.6165517	29866	29688.566	29117.095	27830.811	25261.679	23893.543	22327.334	20677.529	19227.334	16501.531	15770.897	14999.57	14175.787	13291.593	12350.714	2260.6436	1960.2636	3899.9683	4604.2981	5263.8199	6575.7474	9423.911	10092.357	10728.074	11337.996	11933.147	12526.244	13129.857	13753.333	14402.614	15081.96	15795.296	16546.694	17338.675	18079.505
1.8186207	29866	29672.954	29094.749	27807.963	25238.657	23868.024	22297.677	20649.522	19203.291	16476.337	15744.468	14971.494	14145.676	13259.261	12316.566	2230.5936	1949.6169	3925.9468	4628.4076	5286.607	6599.7899	9448.3309	10115.489	10750.085	11359.259	11954.078	12547.32	13151.493	13775.794	14426.066	15106.54	15821.145	16573.957	17367.389	18109.048
