x	t=0	t=1000	t=1640
0	0.00063583834	2.5940555	3.8940597
2.937931	0.00063583834	2.5983727	3.8884109
5.8758621	0.00063583834	2.6115142	3.8713905
8.8137931	0.00063583834	2.6336461	3.8432081
11.751724	0.00063583834	2.6650399	3.8042088
14.689655	0.00063583834	2.7060645	3.754847
17.627586	0.00063583834	2.7571746	3.6956733
20.565517	0.00063583834	2.8188942	3.6273004
23.503448	0.00063583834	2.891787	3.5503648
26.441379	0.00063583834	2.9763963	3.4654935
29.37931	0.00063583834	3.0731155	3.3732446
32.317241	0.00063583834	3.1819104	3.2741298
35.255172	0.00063583834	3.3017154	3.1686305
38.193103	0.00063583834	3.4306505	3.0601597
41.131034	0.00063583834	3.5457828	2.9631336
44.068966	0.00063583834	3.6360305	2.8757074
47.006897	0.00063583834	3.6929716	2.7953649
49.944828	0.00063583834	3.7070495	2.7203971
52.882759	0.00063583834	3.6697628	2.6496953
55.82069	0.00063583834	3.5777985	2.5824408
58.758621	0.00063583834	3.4365363	2.5179032
61.696552	0.00063583834	3.2597266	2.4553151
64.634483	0.00063583834	3.0647715	2.3938347
67.572414	0.00063583834	2.8668583	2.3325644
70.510345	0.00063583834	2.6761417	2.2706081
73.448276	0.00063583834	2.4989914	2.2072308
76.386207	0.00063583834	2.3410009	2.1421085
79.324138	0.00063583834	2.2078929	2.0754632
82.262069	0.00063583834	2.1034594	2.0080005
85.2	0.00063583834	2.0280821	1.9404008
