x	t=0	t=1000	t=1640
0	0.092020002	0.21482995	0.53703133
2.937931	0.092020002	0.21482864	0.53703003
5.8758621	0.092020002	0.21482737	0.53702879
8.8137931	0.092020002	0.21482614	0.53702761
11.751724	0.092020002	0.21482495	0.53702649
14.689655	0.092020002	0.2148238	0.53702542
17.627586	0.092020002	0.21482269	0.53702442
20.565517	0.092020002	0.21482163	0.53702347
23.503448	0.092020002	0.21482061	0.53702258
26.441379	0.092020002	0.21481963	0.53702174
29.37931	0.092020002	0.2148187	0.53702095
32.317241	0.092020002	0.21481782	0.53702022
35.255172	0.092020002	0.21481698	0.53701954
38.193103	0.092020002	0.2148162	0.53701891
41.131034	0.092020002	0.21481547	0.53701832
44.068966	0.092020002	0.2148148	0.53701778
47.006897	0.092020002	0.21481418	0.53701728
49.944828	0.092020002	0.21481361	0.53701683
52.882759	0.092020002	0.21481311	0.53701642
55.82069	0.092020002	0.21481266	0.53701605
58.758621	0.092020002	0.21481227	0.53701572
61.696552	0.092020002	0.21481193	0.53701543
64.634483	0.092020002	0.21481164	0.53701518
67.572414	0.092020002	0.21481139	0.53701496
70.510345	0.092020002	0.2148112	0.53701478
73.448276	0.092020002	0.21481104	0.53701464
76.386207	0.092020002	0.21481092	0.53701452
79.324138	0.092020002	0.21481084	0.53701445
82.262069	0.092020002	0.21481079	0.5370144
85.2	0.092020002	0.21481077	0.53701438
