r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	17038	17038.005	17039.974	17209.989	19186.898	20781.619	22573.292	24470.621	26420.994	30390.259	31392.619	32398.627	33407.792	34419.448	35432.886	46577.48	47182.962	50170.575	50585.74	50687.444	50105.266	47215.268	46325.358	45402.84	44458.034	43497.673	42526.125	41546.062	40559.107	39566.398	38568.987	37568.044	36564.856	35560.672	34656.888
0.18	17038	17038.007	17040.403	17221.166	19226.671	20828.123	22623.532	24522.815	26474.109	30444.293	31446.858	32453.052	33462.37	34474.139	35487.652	46631.991	47237.429	50201.264	50599.004	50683.8	50077.732	47168.092	46276.175	45352.261	44406.485	43445.44	42473.384	41492.919	40505.628	39512.639	38515.006	37513.91	36510.639	35506.435	34602.671
0.36	17038	17038.009	17040.87	17232.581	19266.56	20874.693	22673.807	24575.026	26527.233	30498.332	31501.103	32507.482	33516.951	34528.832	35542.421	46686.5	47291.893	50231.494	50611.775	50679.737	50049.967	47120.854	46226.948	45301.651	44354.915	43393.191	42420.632	41439.766	40452.142	39458.873	38461.021	37459.772	36456.421	35452.199	34548.454
0.54	17038	17038.014	17041.605	17249.072	19322.65	20940.029	22744.269	24648.158	26601.623	30573.999	31577.057	32583.694	33593.372	34605.409	35619.1	46762.811	47368.137	50272.832	50628.604	50673.165	50010.606	47054.587	46157.937	45230.733	44282.672	43320.011	42346.753	41365.332	40377.243	39383.586	38385.43	37383.973	36380.512	35376.268	34472.553
0.72	17038	17038.022	17042.74	17271.859	19397.488	21026.943	22837.871	24745.234	26700.333	30674.396	31677.833	32684.808	33694.761	34706.999	35720.823	46864.033	47469.266	50325.909	50649.075	50662.89	49957.536	46966.448	46066.228	45136.544	44186.761	43222.877	42248.707	41266.556	40277.857	39283.691	38285.137	37283.411	36279.813	35275.545	34371.872
0.9	17038	17038.036	17044.447	17301.951	19492.195	21136.526	22955.682	24867.302	26824.4	30800.569	31804.481	32811.876	33822.167	34834.652	35848.638	46991.2	47596.304	50389.76	50671.848	50647.53	49889.509	46855.345	45950.748	45018.027	44066.132	43100.748	42125.451	41142.395	40152.938	39158.142	38159.1	37157.047	36153.288	35148.998	34245.382
1.08	17038	17038.063	17046.974	17340.465	19607.567	21269.434	23098.274	25014.879	26974.316	30953.012	31957.493	32965.388	33976.078	34988.851	36003.024	47144.777	47749.707	50462.652	50695.042	50625.424	49805.397	46720.627	45810.902	44874.626	43920.26	42953.111	41976.482	40992.35	40001.99	39006.446	38006.83	37004.4	36000.462	34996.159	34092.617
1.26	17038	17038.11	17050.678	17388.704	19744.322	21426.185	23266.043	25188.286	27150.363	31132.004	32137.146	33145.618	34156.763	35169.863	36184.244	47325.011	47929.702	50542.262	50716.325	50594.632	49704.023	46561.793	45646.264	44705.97	43748.806	42779.652	41801.497	40816.127	39824.725	38828.322	37828.054	36825.206	35821.081	34816.778	33913.331
1.44	17038	17038.197	17056.064	17448.18	19903.176	21607.249	23459.312	25387.754	27352.733	31337.73	32343.624	33352.744	34364.395	35377.851	36392.457	47532.043	48136.402	50625.722	50732.966	50552.959	49584.126	46378.392	45456.474	44511.763	43551.52	42580.146	41600.287	40613.523	39620.947	38623.582	37622.595	36619.299	35614.989	34610.708	33707.378
1.62	17038	17038.354	17063.839	17520.626	20084.868	21813.087	23678.371	25613.472	27581.568	31570.326	32577.059	33586.891	34599.09	35612.929	36627.77	47765.959	48369.847	50709.643	50741.878	50497.985	49444.354	46169.99	45241.202	44291.748	43328.189	42354.408	41372.684	40384.382	39390.51	38392.091	37390.33	36386.569	35382.087	34377.856	33474.669
1.8	17038	17038.639	17074.97	17607.988	20290.171	22044.162	23923.496	25865.6	27836.983	31829.902	32837.554	33848.157	34860.939	35875.177	36890.258	48026.814	48630.013	50790.127	50739.665	50427.106	49283.275	45936.16	45000.13	44045.682	43078.623	42102.278	41118.544	40128.572	39133.291	38133.737	37131.162	36126.935	35122.306	34118.163	33215.144
1.98	17038	17039.154	17090.764	17712.411	20519.884	22300.944	24194.954	26144.288	28119.078	32116.554	33125.199	34136.62	35150.012	36164.659	37179.977	48314.639	48916.803	50862.793	50722.673	50337.573	49099.398	45676.472	44732.947	43773.336	42802.643	41823.607	40837.735	39845.972	38849.182	37848.429	36845.017	35840.338	34835.602	33831.591	32928.767
