r(x_rel=0.25)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	29866	29747.996	29208.108	27924.692	25356.794	23999.119	22450.843	20795.967	19329.114	16608.201	15882.958	15118.874	14304.15	13430.045	12497.846	2396.2527	2012.9781	3818.8522	4531.7017	5198.8961	6509.4493	9360.192	10031.97	10670.48	11282.873	11879.559	12472.935	13075.664	13697.472	14344.53	15021.142	15731.186	16478.664	17266.275	18004.038
0.20206897	29866	29744.803	29202.943	27919.367	25351.445	23993.221	22443.982	20789.382	19323.494	16602.36	15876.839	15112.383	14297.195	13422.574	12489.935	2388.9661	2009.9216	3825.0162	4537.3849	5204.2264	6515.0287	9365.882	10037.363	10675.618	11287.835	11884.44	12477.844	13080.7	13702.696	14349.983	15026.855	15737.192	16484.995	17272.941	18010.903
0.40413793	29866	29741.59	29197.777	27914.043	25346.096	23987.322	22437.118	20782.798	19317.875	16596.517	15870.718	15105.89	14290.237	13415.102	12482.023	2381.6903	2006.9097	3831.1779	4543.0662	5209.5558	6520.6097	9371.5708	10042.755	10680.756	11292.797	11889.321	12482.753	13085.736	13707.922	14355.437	15032.569	15743.198	16491.327	17279.609	18017.77
0.6062069	29866	29737.047	29190.54	27906.59	25338.606	23979.06	22427.505	20773.588	19310.01	16588.335	15862.147	15096.796	14280.492	13404.636	12470.943	2371.5276	2002.7882	3839.7992	4551.0155	5217.0152	6528.4262	9379.5322	10050.302	10687.947	11299.743	11896.153	12489.627	13092.788	13715.24	14363.075	15040.572	15751.61	16500.195	17288.946	18027.384
0.80827586	29866	29730.945	29180.934	27896.704	25328.669	23968.093	22414.747	20761.38	19299.581	16577.478	15850.772	15084.726	14267.556	13390.744	12456.24	2358.0886	1997.4907	3851.2267	4561.553	5226.9073	6538.8007	9390.0884	10060.308	10697.482	11308.954	11905.217	12498.747	13102.145	13724.95	14373.211	15051.191	15762.773	16511.964	17301.338	18040.139
1.0103448	29866	29723.159	29168.855	27884.285	25316.181	23954.302	22398.707	20746.058	19286.483	16563.832	15836.472	15069.55	14251.292	13373.277	12437.758	2341.2727	1991.1075	3865.5703	4574.78	5239.3308	6551.8443	9403.3433	10072.873	10709.457	11320.525	11916.603	12510.208	13113.906	13737.156	14385.951	15064.54	15776.806	16526.76	17316.915	18056.168
1.2124138	29866	29713.583	29154.251	27869.286	25301.093	23937.631	22379.319	20727.577	19270.671	16547.341	15819.189	15051.206	14231.629	13352.162	12415.422	2321.0675	1983.8027	3882.8738	4590.7375	5254.3288	6567.6116	9419.341	10088.038	10723.912	11334.494	11930.355	12524.053	13128.117	13751.905	14401.348	15080.673	15793.767	16544.642	17335.74	18075.531
1.4144828	29866	29702.109	29137.091	27851.685	25283.38	23918.041	22356.541	20705.919	19252.125	16527.974	15798.887	15029.653	14208.525	13327.353	12389.19	2297.5038	1975.7963	3903.1543	4609.4418	5271.9224	6586.1362	9438.1013	10105.823	10740.868	11350.884	11946.494	12540.308	13144.805	13769.228	14419.432	15099.623	15813.689	16565.648	17357.852	18098.264
1.6165517	29866	29688.628	29117.351	27831.468	25263.022	23895.505	22330.345	20681.083	19230.832	16505.709	15775.541	15004.864	14181.948	13298.816	12359.03	2270.6423	1967.3593	3926.4156	4630.8966	5292.1222	6607.4424	9459.6325	10126.234	10760.332	11369.704	11965.033	12558.988	13163.988	13789.143	14440.224	15121.411	15836.598	16589.804	17383.277	18124.387
1.8186207	29866	29673.021	29095.012	27808.627	25240.006	23870.001	22300.707	20653.075	19206.788	16480.529	15749.131	14976.815	14151.871	13266.524	12324.919	2240.5701	1958.8126	3952.6536	4655.0987	5314.9335	6631.5508	9483.9358	10149.275	10782.309	11390.96	11985.981	12580.105	13185.681	13811.666	14463.741	15146.057	15862.512	16617.13	17412.036	18153.917
2.0206897	29866	29655.169	29070.058	27783.155	25214.323	23841.506	22267.607	20621.91	19179.992	16452.418	15719.639	14945.483	14118.269	13230.45	12286.837	2207.4007	1950.5268	3981.8586	4682.0394	5340.3581	6658.4798	9511.0084	10174.943	10806.797	11414.655	12009.344	12603.668	13209.894	13836.811	14489.997	15173.576	15891.449	16647.647	17444.147	18186.863
2.2227586	29866	29634.947	29042.473	27755.051	25185.962	23809.999	22231.023	20587.607	19150.445	16421.363	15687.047	14910.848	14081.117	13190.571	12244.766	2171.2766	1942.9224	4014.0172	4711.7067	5368.396	6688.2476	9540.8439	10203.232	10833.796	11440.788	12035.125	12629.685	13236.638	13864.589	14519.007	15203.983	15923.426	16681.37	17479.627	18223.234
2.4248276	29866	29612.233	29012.243	27724.313	25154.916	23775.458	22190.938	20550.188	19118.151	16387.351	15651.337	14872.889	14040.391	13146.86	12198.689	2132.3742	1936.4689	4049.1123	4744.0853	5399.0458	6720.872	9573.4339	10234.136	10863.299	11469.358	12063.327	12658.164	13265.925	13895.014	14550.784	15237.292	15958.459	16718.319	17518.494	18263.038
2.6268966	29866	29586.906	28979.355	27690.939	25121.175	23737.86	22147.333	20509.68	19083.113	16350.367	15612.493	14831.582	13996.065	13099.293	12148.589	2090.909	1931.6835	4087.1243	4779.1576	5432.3059	6756.3719	9608.7674	10267.644	10895.3	11500.363	12093.952	12689.11	13297.763	13928.096	14585.34	15273.52	15996.565	16758.511	17560.763	18306.279
2.8289655	29866	29558.851	28943.795	27654.93	25084.73	23697.18	22100.187	20466.114	19045.335	16310.399	15570.496	14786.906	13948.112	13047.843	12094.45	2047.144	1929.1281	4128.0308	4816.9038	5468.1742	6794.7664	9646.8321	10303.746	10929.793	11533.799	12127.002	12722.533	13332.163	13963.848	14622.69	15312.68	16037.76	16801.964	17606.452	18352.961
3.0310345	29866	29527.958	28905.552	27616.286	25045.574	23653.393	22049.484	20419.525	19004.823	16267.431	15525.326	14738.835	13896.503	12992.483	12036.257	2001.4001	1929.4036	4171.8071	4857.3022	5506.6491	6836.0761	9687.6139	10342.43	10966.769	11569.663	12162.479	12758.437	13369.136	14002.283	14662.849	15354.79	16082.062	16848.699	17655.578	18403.088
3.2331034	29866	29494.124	28864.616	27575.008	25003.696	23606.471	21995.203	20369.95	18961.581	16221.448	15476.962	14687.343	13841.209	12933.183	11973.993	1954.0689	1933.1421	4218.4259	4900.3296	5547.7292	6880.3222	9731.0972	10383.683	11006.219	11607.949	12200.385	12796.832	13408.693	14043.414	14705.831	15399.866	16129.491	16898.736	17708.158	18456.66
3.4351724	29866	29457.256	28820.976	27531.097	24959.087	23556.384	21937.327	20317.429	18915.615	16172.434	15425.383	14632.404	13782.197	12869.913	11907.644	1905.6305	1940.995	4267.8575	4945.9614	5591.4143	6927.5271	9777.2651	10427.49	11048.134	11648.654	12240.721	12837.725	13450.846	14087.255	14751.651	15447.925	16180.065	16952.097	17764.212	18513.676
3.6372414	29866	29417.268	28774.624	27484.554	24911.734	23503.1	21875.838	20262.007	18866.928	16120.371	15370.565	14573.986	13719.434	12802.643	11837.194	1856.6753	1953.6167	4320.0697	4994.1719	5637.7051	6977.7146	9826.0996	10473.835	11092.502	11691.772	12283.49	12881.124	13495.607	14133.821	14800.328	15498.987	16233.806	17008.803	17823.757	18574.135
3.8393103	29866	29374.082	28725.554	27435.381	24861.626	23446.586	21810.719	20203.73	18815.526	16065.24	15312.484	14512.06	13652.884	12731.338	11762.629	1807.9331	1971.644	4375.0278	5044.9344	5686.6036	7030.9093	9877.5812	10522.704	11139.312	11737.298	12328.694	12927.04	13542.988	14183.127	14851.878	15553.07	16290.737	17068.879	17886.813	18638.033
4.0413793	29866	29327.628	28673.758	27383.579	24808.75	23386.804	21741.955	20142.646	18761.412	16007.023	15251.113	14446.592	13582.508	12655.966	11683.935	1760.3103	1995.6686	4432.6944	5098.2219	5738.1136	7087.137	9931.6894	10574.078	11188.555	11785.227	12376.337	12975.481	13593.005	14235.19	14906.32	15610.197	16350.879	17132.351	17953.4	18705.362
4.2434483	29866	29277.845	28619.234	27329.149	24753.091	23323.716	21669.531	20078.808	18704.59	15945.697	15186.423	14377.546	13508.268	12576.491	11601.101	1714.9386	2026.2046	4493.0293	5154.0071	5792.2408	7146.4245	9988.4027	10627.941	11240.216	11835.553	12426.42	13026.459	13645.672	14290.028	14963.673	15670.387	16414.259	17199.244	18023.538	18776.113
4.4455172	29866	29224.681	28561.978	27272.094	24694.634	23257.282	21593.437	20012.268	18645.062	15881.241	15118.386	14304.886	13430.122	12492.877	11514.115	1673.2386	2063.6502	4555.9893	5212.2628	5848.9928	7208.7997	10047.698	10684.272	11294.285	11888.271	12478.95	13079.984	13701.003	14347.657	15023.959	15733.666	16480.9	17269.586	18097.246	18850.274
4.6475862	29866	29168.097	28501.989	27212.416	24633.361	23187.456	21513.664	19943.082	18582.83	15813.63	15046.968	14228.572	13348.024	12405.086	11422.968	1637.0012	2108.246	4621.5286	5272.9626	5908.3799	7274.291	10109.552	10743.054	11350.749	11943.375	12533.931	13136.07	13759.016	14408.099	15087.197	15800.056	16550.832	17343.406	18174.546	18927.827
4.8496552	29866	29108.064	28439.268	27150.115	24569.253	23114.192	21430.207	19871.305	18517.896	15742.838	14972.138	14148.563	13261.93	12313.081	11327.652	1608.4948	2160.0324	4689.5982	5336.081	5970.4146	7342.9277	10173.941	10804.267	11409.596	12000.861	12591.368	13194.73	13819.729	14471.371	15153.412	15869.584	16624.082	17420.735	18255.456	19008.753
5.0517241	29866	29044.566	28373.816	27085.194	24502.291	23037.442	21343.067	19796.992	18450.26	15668.84	14893.858	14064.813	13171.791	12216.823	11228.161	1590.6025	2218.8138	4760.1463	5401.5942	6035.1121	7414.7395	10240.837	10867.891	11470.811	12060.725	12651.269	13255.977	13883.158	14537.497	15222.628	15942.276	16700.68	17501.604	18339.997	19093.027
5.2537931	29866	28977.606	28305.639	27017.655	24432.45	22957.152	21252.249	19720.2	18379.922	15591.605	14812.091	13977.278	13077.556	12116.274	11124.495	1587.0009	2284.141	4833.1185	5469.4808	6102.4906	7489.7562	10310.216	10933.904	11534.384	12122.963	12713.641	13319.827	13949.324	14606.498	15294.868	16018.159	16780.658	17586.046	18428.185	19180.616
5.4558621	29866	28907.198	28234.741	26947.498	24359.707	22873.268	21157.768	19640.981	18306.882	15511.104	14726.798	13885.907	12979.174	12011.394	11016.653	1602.39	2355.3291	4908.4576	5539.722	6172.5711	7568.0075	10382.049	11002.288	11600.3	12187.57	12778.493	13386.296	14018.247	14678.397	15370.159	16097.264	16864.048	17674.095	18520.039	19271.486
5.657931	29866	28833.375	28161.129	26874.727	24284.035	22785.731	21059.647	19559.387	18231.137	15427.303	14637.935	13790.65	12876.589	11902.147	10904.641	1642.7895	2431.5399	4986.1042	5612.3034	6245.3773	7649.5223	10456.308	11073.02	11668.547	12254.545	12845.836	13455.402	14089.948	14753.219	15448.528	16179.622	16950.885	17765.786	18615.573	19365.594
5.86	29866	28756.202	28084.83	26799.359	24205.422	22694.503	20957.942	19475.481	18152.704	15340.189	14545.481	13691.478	12769.773	11788.521	10788.495	1715.8094	2511.9531	5065.9798	5687.1981	6320.918	7734.308	10532.947	11146.064	11739.097	12323.869	12915.662	13527.145	14164.432	14830.97	15529.985	16265.242	17041.183	17861.133	18714.775	19462.867
