r(x_rel=0)	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
1.8	17038	17038.744	17082.654	17707.162	20567.201	22387.096	24323.19	26301.899	28291.133	32337.838	33371.158	34410.935	35454.649	36500.121	37545.677	48880.525	49486.803	51477.271	51304.946	50861.323	49472.274	45783.844	44797.95	43806.383	42812.39	41815.997	40815.688	39809.866	38798.037	37781.351	36762.337	35744.059	34729.122	33718.906	32813.484
1.98	17038	17039.345	17101.852	17827.07	20807.057	22653.058	24602.125	26584.895	28575.393	32630.514	33666.168	34707.702	35752.503	36798.463	37844.043	49170.447	49775.13	51522.133	51253.374	50734.986	49254.941	45506.101	44516.699	43523.532	42528.733	41531.546	40530.05	39522.646	38509.154	37491.166	36471.571	35453.553	34439.574	33430.664	32526.309
2.16	17038	17040.43	17128.872	17968.392	21072.907	22945.998	24908.112	26894.661	28886.521	32951.223	33989.345	35032.673	36078.53	37124.914	38170.437	49487.411	50089.815	51549.705	51178.861	50583.506	49010.717	45201.193	44208.483	43213.858	42218.275	41220.183	40217.298	39208.096	38192.793	37173.479	36153.407	35135.84	34123.03	33115.592	32212.353
2.34	17038	17042.373	17166.474	18133.556	21365.566	23266.369	25241.321	27231.241	29224.6	33300.125	34340.816	35385.935	36432.786	37479.503	38524.872	49831.38	50430.422	51554.37	51077.321	50404.059	48738.239	44868.92	43873.201	42877.304	41880.957	40881.823	39877.319	38866.092	37848.848	36828.226	35807.83	34790.944	33779.538	32773.736	31871.634
2.52	17038	17045.819	17218.148	18325.002	21685.862	23614.613	25601.897	27594.664	29589.722	33677.381	34720.701	35767.566	36815.313	37862.248	38907.346	50202.303	50796.244	51530.268	50944.687	50193.865	48436.179	44509.11	43510.777	42513.827	41516.722	40516.374	39509.991	38496.507	37477.217	36455.352	35434.84	34418.911	33409.164	32405.151	31504.168
2.7	17038	17051.857	17288.197	18545.12	22034.623	23991.154	25989.957	27984.948	29981.994	34083.152	35129.112	36177.633	37226.141	38273.153	39317.847	50600.105	51186.149	51471.44	50777	49950.251	48103.27	44121.629	43121.16	42123.391	41125.511	40123.737	39115.184	38099.211	37077.806	36054.822	35034.461	34019.808	33011.99	32009.902	31109.965
2.88	17038	17062.282	17381.763	18796.183	22412.665	24396.383	26405.581	28402.102	30401.541	34517.594	35566.153	36616.19	37665.289	38712.212	39756.354	51024.684	51598.328	51371.999	50570.505	49670.691	47738.335	43706.385	42704.323	41705.974	40707.259	39703.797	38692.753	37674.067	36650.525	35626.615	34606.739	33593.722	32588.112	31588.056	30689.027
3.06	17038	17079.968	17504.789	19080.293	22820.784	24830.652	26848.813	28846.13	30848.512	34980.86	36031.915	37083.276	38132.76	39179.406	40222.833	51475.881	52029.923	51226.314	50321.732	49352.863	47340.307	43263.331	42260.267	41261.555	40261.894	39256.423	38242.541	37220.937	36195.297	35170.732	34151.744	33140.762	32137.639	31139.68	30241.334
3.24	17038	17109.359	17663.881	19399.333	23259.739	25294.262	27319.652	29317.036	31323.088	35473.094	36526.474	37578.917	38628.545	39674.705	40717.242	51953.437	52476.445	51029.199	50027.574	48994.684	46908.252	42792.468	41789.014	40790.117	39789.324	38781.463	37764.373	36739.682	35712.061	34687.203	33669.575	32661.06	31660.692	30664.835	29766.842
3.42	17038	17157.051	17866.055	19754.94	23730.24	25787.45	27818.05	29814.824	31825.483	35994.428	37049.89	38103.119	39152.62	40198.065	41239.528	52456.894	52930.941	50776.091	49685.349	48594.353	46441.391	42293.849	41290.611	40291.639	39289.442	38278.742	37258.065	36230.167	35200.775	34176.084	33160.36	32154.768	31157.397	30163.572	29265.468
3.6	17038	17232.373	18118.353	20148.501	24232.934	26310.378	28343.91	30339.514	32355.954	36544.975	37602.199	38655.87	39704.942	40749.433	41789.627	52985.405	53382.813	50463.198	49292.844	48150.379	45939.114	41767.576	40765.12	39766.089	38762.113	37748.06	36723.416	35692.264	34661.424	33637.471	32624.259	31622.06	30627.887	29635.924	28737.079
3.78	17038	17347.813	18427.336	20581.167	24768.388	26863.121	28897.087	30891.143	32914.807	37124.826	38183.415	39237.136	40285.456	41328.738	42367.464	53537.354	53816.245	50087.605	48848.352	47661.613	45400.999	41213.802	40212.616	39213.42	38207.169	37189.187	36160.218	35125.86	34094.029	33071.496	32061.469	31063.128	30072.292	29081.897	28181.48
3.96	17038	17519.058	18798.479	21053.897	25337.079	27445.657	29477.386	31469.781	33502.398	37734.041	38793.523	39846.861	40894.086	41935.9	42972.956	54109.632	54208.286	49647.33	48350.68	47127.261	44826.819	40632.719	39633.177	38633.557	37624.408	36601.865	35568.256	34530.869	33498.654	32478.34	31472.218	30478.181	29490.734	28501.458	27598.389
4.14	17038	17764.509	19235.535	21567.507	25939.371	28057.851	30084.572	32075.541	34119.142	38372.65	39432.477	40484.964	41530.74	42570.825	43606.008	54696.198	54526.848	49141.324	47799.167	46546.898	44216.555	40024.557	39026.872	38026.387	37013.579	35985.808	34947.319	33907.233	32875.412	31858.234	30856.772	29867.439	28883.322	27894.527	26987.418
4.32	17038	18104.245	19739.983	22122.729	26575.503	28699.454	30718.373	32708.59	34765.516	39040.64	40100.2	41151.344	42195.31	43233.407	44266.514	55285.304	54729.315	48569.424	47193.669	45920.477	43570.398	39389.567	38393.751	37391.751	36374.385	35340.7	34297.204	33254.944	32224.479	31211.461	30215.427	29231.127	28250.137	27260.955	26348.044
4.5	17038	18558.548	20310.686	22720.268	27245.574	29370.086	31378.494	33369.171	35442.056	39737.957	40796.579	41845.87	42887.672	43923.529	44954.361	55854.075	54763.209	47932.278	46534.553	45248.323	42888.758	38728.01	37733.829	36729.429	35706.474	34666.207	33617.732	32574.05	31546.1	30538.363	29548.511	28569.47	27591.225	26600.51	25679.572
4.68	17038	19145.904	20943.915	23360.838	27949.523	30069.233	32064.635	34057.612	36149.361	40464.497	41521.466	42568.394	43607.684	44641.061	45669.423	56357.964	54571.278	47231.239	45822.676	44531.121	42172.259	38040.139	37047.069	36039.126	35009.438	33961.977	32908.761	31864.674	30840.598	29839.337	28856.375	27882.677	26906.578	25912.853	24981.091
4.86	17038	19879.851	21633.796	24045.182	28687.111	30796.252	32776.516	34774.344	36888.08	41220.11	42274.676	43318.742	44355.191	45385.867	46411.564	56710.18	54103.941	46468.263	45059.358	43769.906	41421.744	37326.177	36333.361	35320.464	34282.812	33227.657	32170.202	31127.027	30108.384	29114.839	28139.385	27170.935	26196.122	25197.507	24251.42
5.04	17038	20763.9	22373.101	24774.049	29457.913	31550.366	33513.915	35519.918	37658.899	42004.593	43055.991	44096.72	45130.028	46157.799	47180.639	56741.52	53339.685	45645.804	44246.352	42966.03	40638.269	36586.296	35592.502	34572.973	33526.081	32462.907	31402.045	30361.427	29349.958	28365.371	27397.913	26434.386	25459.686	24453.816	23489.045
5.22	17038	21784.294	23153.931	25547.926	30261.103	32330.513	34276.543	36294.831	38462.307	42817.501	43864.975	44901.933	45931.83	46956.517	47976.307	56124.906	52302.263	44766.986	43386.05	42121.356	39823.295	35820.776	34824.343	33796.278	32738.887	31667.624	30604.576	29568.498	28566.087	27591.652	26632.487	25673.283	24697.155	23681.075	22692.259
