x	t=0	t=100	t=200	t=400	t=800	t=1000	t=1200	t=1400	t=1600	t=2000	t=2100	t=2200	t=2300	t=2400	t=2500	t=3600	t=3660	t=4000	t=4100	t=4200	t=4400	t=4800	t=4900	t=5000	t=5100	t=5200	t=5300	t=5400	t=5500	t=5600	t=5700	t=5800	t=5900	t=6000	t=6090
0	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
2.937931	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
5.8758621	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
8.8137931	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
11.751724	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
14.689655	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
17.627586	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
20.565517	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
23.503448	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
26.441379	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
29.37931	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
32.317241	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
35.255172	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
38.193103	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
41.131034	0.25	0.24806812	0.2480561	0.2480323	0.24798553	0.24796254	0.24793982	0.24791734	0.2478951	0.24785132	0.24784051	0.24782976	0.24781906	0.24780841	0.24779781	0.24768444	0.24767842	0.24764457	0.24763471	0.24762489	0.24760536	0.24756679	0.24755724	0.24754772	0.24753825	0.24752881	0.24751941	0.24751004	0.24750071	0.24749141	0.24748215	0.24747292	0.24746372	0.24745456	0.24744634
