x	t=0	t=1000	t=1665
0	1000	2974.5618	3389.5584
2.937931	1000	2968.7945	3380.3456
5.8758621	1000	2951.4693	3352.7343
8.8137931	1000	2922.5155	3306.8052
11.751724	1000	2881.814	3242.6922
14.689655	1000	2829.1953	3160.5807
17.627586	1000	2764.4375	3060.7061
20.565517	1000	2687.2633	2943.3514
23.503448	1000	2597.3371	2808.8453
26.441379	1000	2494.2616	2657.5601
29.37931	1000	2377.5752	2489.9091
32.317241	1000	2246.7498	2306.3446
35.255172	1000	2101.1912	2107.3548
38.193103	1000	1940.2432	1893.4563
41.131034	1000	1789.9081	1715.288
44.068966	1000	1655.7742	1567.0737
47.006897	1000	1535.3993	1440.1792
49.944828	1000	1425.9217	1328.5105
52.882759	1000	1325.0585	1228.0986
55.82069	1000	1231.1517	1136.3159
58.758621	1000	1143.0227	1051.3606
61.696552	1000	1059.8269	971.95262
64.634483	1000	980.94013	897.15344
67.572414	1000	905.88097	826.25584
70.510345	1000	834.26047	758.71456
73.448276	1000	765.75241	694.10095
76.386207	1000	700.07509	632.07244
79.324138	1000	636.97901	572.35116
82.262069	1000	576.23787	514.70865
85.2	1000	517.64304	458.95454
85.613793	1000	512.99653	454.50793
86.027586	1000	509.912	451.54293
86.441379	1000	506.83667	448.58665
86.855172	1000	503.77046	445.63903
87.268966	1000	500.71332	442.70001
87.682759	1000	497.66516	439.76952
88.096552	1000	494.62593	436.8475
88.510345	1000	491.59556	433.93391
88.924138	1000	488.574	431.02867
89.337931	1000	485.56117	428.13173
89.751724	1000	482.55702	425.24303
90.165517	1000	479.56147	422.36253
90.57931	1000	476.57449	419.49015
90.993103	1000	473.59599	416.62585
91.406897	1000	470.62593	413.76958
91.82069	1000	467.66424	410.92127
92.234483	1000	464.71087	408.08087
92.648276	1000	461.76576	405.24833
93.062069	1000	458.82885	402.42361
93.475862	1000	455.90009	399.60664
93.889655	1000	452.97942	396.79737
94.303448	1000	450.06678	393.99576
94.717241	1000	447.16213	391.20176
95.131034	1000	444.2654	388.41531
95.544828	1000	441.37655	385.63636
95.958621	1000	438.49551	382.86487
96.372414	1000	435.62225	380.10079
96.786207	1000	432.7567	377.34407
97.2	1000	429.14468	373.87628
99.806897	1000	400.17621	345.87222
102.41379	1000	373.12296	319.25234
105.02069	1000	347.84272	293.95103
107.62759	1000	324.21136	269.91375
110.23448	1000	302.11986	247.09615
112.84138	1000	281.47188	225.46321
115.44828	1000	262.18176	204.98824
118.05517	1000	244.173	185.65159
120.66207	1000	227.37691	167.43904
123.26897	1000	211.73158	150.33971
125.87586	1000	197.18098	134.34379
128.48276	1000	183.67424	119.44063
131.08966	1000	171.16499	105.61742
133.69655	1000	159.61093	92.858534
136.30345	1000	148.97335	81.145414
138.91034	1000	139.21678	70.456666
141.51724	1000	130.30878	60.76826
144.12414	1000	122.21967	52.053685
146.73103	1000	114.92237	44.284024
149.33793	1000	108.39234	37.42796
151.94483	1000	102.60742	31.451728
154.55172	1000	97.547882	26.319121
157.15862	1000	93.196394	21.991632
159.76552	1000	89.538037	18.428923
162.37241	1000	86.560361	15.589825
164.97931	1000	84.253436	13.434083
167.58621	1000	82.609914	11.924976
170.1931	1000	81.625083	11.032627
172.8	1000	81.296919	10.737447
