x	t=0	t=1000	t=1665
0	0	0	0
2.937931	0	-0.00013191406	-0.00018989408
5.8758621	0	-0.00052901711	-0.00076075028
8.8137931	0	-0.0011954544	-0.0017161599
11.751724	0	-0.0021383415	-0.0030623551
14.689655	0	-0.0033680874	-0.0048086142
17.627586	0	-0.0048988882	-0.0069678864
20.565517	0	-0.0067494448	-0.0095577169
23.503448	0	-0.0089439844	-0.012601592
26.441379	0	-0.01151372	-0.016130912
29.37931	0	-0.014498956	-0.020187931
32.317241	0	-0.017952196	-0.024830265
35.255172	0	-0.021942842	-0.030138052
38.193103	0	-0.026564592	-0.036225983
41.131034	0	-0.031214859	-0.041860583
44.068966	0	-0.035747981	-0.047094799
47.006897	0	-0.040198693	-0.052068418
49.944828	0	-0.044619256	-0.056893721
52.882759	0	-0.049057327	-0.061652349
55.82069	0	-0.053552234	-0.066405604
58.758621	0	-0.058136237	-0.071202614
61.696552	0	-0.062836908	-0.076085764
64.634483	0	-0.067679666	-0.081094357
67.572414	0	-0.072690147	-0.086267324
70.510345	0	-0.077896268	-0.091645494
73.448276	0	-0.083330081	-0.097273807
76.386207	0	-0.089029708	-0.1032038
79.324138	0	-0.095041764	-0.10949674
82.262069	0	-0.10142464	-0.11622789
85.2	0	-0.1082531	-0.12349271
85.613793	0	-0.10882852	-0.12410979
86.027586	0	-0.10921396	-0.12452452
86.441379	0	-0.10960056	-0.12494072
86.855172	0	-0.10998832	-0.12535842
87.268966	0	-0.11037725	-0.12577763
87.682759	0	-0.11076738	-0.12619837
88.096552	0	-0.11115872	-0.12662067
88.510345	0	-0.11155128	-0.12704453
88.924138	0	-0.11194507	-0.12747
89.337931	0	-0.11234013	-0.12789708
89.751724	0	-0.11273646	-0.12832579
90.165517	0	-0.11313407	-0.12875616
90.57931	0	-0.11353299	-0.12918822
90.993103	0	-0.11393323	-0.12962197
91.406897	0	-0.1143348	-0.13005745
91.82069	0	-0.11473774	-0.13049468
92.234483	0	-0.11514204	-0.13093369
92.648276	0	-0.11554773	-0.13137448
93.062069	0	-0.11595484	-0.1318171
93.475862	0	-0.11636336	-0.13226156
93.889655	0	-0.11677334	-0.13270789
94.303448	0	-0.11718477	-0.13315611
94.717241	0	-0.11759769	-0.13360625
95.131034	0	-0.1180121	-0.13405834
95.544828	0	-0.11842804	-0.1345124
95.958621	0	-0.11884552	-0.13496846
96.372414	0	-0.11926455	-0.13542654
96.786207	0	-0.11968517	-0.13588668
97.2	0	-0.12021883	-0.13647025
99.806897	0	-0.12466061	-0.14138499
102.41379	0	-0.12910371	-0.14643225
105.02069	0	-0.13355076	-0.15162621
107.62759	0	-0.13800346	-0.1569817
110.23448	0	-0.14246252	-0.1625141
112.84138	0	-0.14692763	-0.16823921
115.44828	0	-0.15139736	-0.17417307
118.05517	0	-0.15586909	-0.18033181
120.66207	0	-0.16033882	-0.1867315
123.26897	0	-0.16480104	-0.19338822
125.87586	0	-0.16924854	-0.20031819
128.48276	0	-0.17367215	-0.20753805
131.08966	0	-0.17806057	-0.21506502
133.69655	0	-0.18240003	-0.22291676
136.30345	0	-0.18667411	-0.23111086
138.91034	0	-0.19086346	-0.23966379
141.51724	0	-0.1949456	-0.24858907
144.12414	0	-0.19889476	-0.25789432
146.73103	0	-0.20268187	-0.26757662
149.33793	0	-0.2062747	-0.27761534
151.94483	0	-0.20963814	-0.28796142
154.55172	0	-0.21273482	-0.2985216
157.15862	0	-0.21552596	-0.3091363
159.76552	0	-0.2179726	-0.31955139
162.37241	0	-0.22003706	-0.32938791
164.97931	0	-0.22168466	-0.33812305
167.58621	0	-0.22288552	-0.34510954
170.1931	0	-0.22361632	-0.34966729
172.8	0	-0.22386175	-0.35125619
