r(x_rel=1)	t=0	t=1000	t=2000	t=3620
0	17038	20598.549	30047.612	46143.061
0.18	17038	20643.548	30101.114	46196.947
0.36	17038	20688.615	30154.618	46250.833
0.54	17038	20751.855	30229.527	46326.278
0.72	17038	20836	30328.902	46426.363
0.9	17038	20942.122	30453.768	46552.12
1.08	17038	21070.876	30604.594	46704.021
1.26	17038	21222.785	30781.635	46882.324
1.44	17038	21398.33	30985.048	47087.188
1.62	17038	21597.985	31214.937	47318.72
1.8	17038	21822.227	31471.374	47576.998
1.98	17038	22071.541	31754.412	47862.081
2.16	17038	22346.42	32064.092	48174.018
2.34	17038	22647.354	32400.442	48512.852
2.52	17038	22974.834	32763.487	48878.619
2.7	17038	23329.34	33153.244	49271.353
2.88	17038	23711.335	33569.725	49691.081
3.06	17038	24121.263	34012.938	50137.825
3.24	17038	24559.54	34482.885	50611.597
3.42	17038	25026.55	34979.566	51112.398
3.6	17038	25522.645	35502.972	51640.219
3.78	17038	26048.138	36053.088	52195.035
3.96	17038	26603.302	36629.891	52776.817
4.14	17038	27188.373	37233.352	53385.54
4.32	17038	27803.547	37863.44	54021.204
4.5	17038	28448.98	38520.126	54683.864
4.68	17038	29124.793	39203.396	55373.669
4.86	17038	29831.071	39913.263	56090.901
5.04	17038	30567.866	40649.772	56835.986
5.22	17038	31335.014	41412.829	57609.283
